# Species	Genes	Alg.-Conn.	Poxalicum_114-2.fasta	Anidulans_FGSC_A4_v.s10-m04-r16.fasta
1	1	0	PDE_06413	*
1	1	0	PDE_04383	*
1	1	0	PDE_00021	*
1	1	0	PDE_04170	*
1	1	0	PDE_08928	*
1	1	0	PDE_06172	*
1	1	0	PDE_03019	*
1	1	0	PDE_04880	*
1	1	0	PDE_05438	*
1	1	0	PDE_03447	*
1	1	0	PDE_03845	*
1	1	0	PDE_05680	*
1	1	0	PDE_06581	*
1	1	0	PDE_04855	*
1	1	0	PDE_09830	*
1	1	0	PDE_03338	*
1	1	0	PDE_04691	*
1	1	0	PDE_06908	*
1	1	0	PDE_02768	*
1	1	0	PDE_01146	*
1	1	0	PDE_01123	*
1	1	0	PDE_09193	*
1	1	0	PDE_05949	*
1	1	0	PDE_06673	*
1	1	0	PDE_03982	*
1	1	0	PDE_04536	*
1	1	0	PDE_03721	*
1	1	0	PDE_04554	*
1	1	0	PDE_07312	*
1	1	0	PDE_09576	*
1	1	0	PDE_00830	*
1	1	0	PDE_09625	*
1	1	0	PDE_01137	*
1	1	0	PDE_03812	*
1	1	0	PDE_07589	*
1	1	0	PDE_09506	*
1	1	0	PDE_07874	*
1	1	0	PDE_01000	*
1	1	0	PDE_04034	*
1	1	0	PDE_05356	*
1	1	0	PDE_03708	*
1	1	0	PDE_07904	*
1	1	0	PDE_02127	*
1	1	0	PDE_00788	*
1	1	0	PDE_02611	*
1	1	0	PDE_09827	*
1	1	0	PDE_09957	*
1	1	0	PDE_05170	*
1	1	0	PDE_04154	*
1	1	0	PDE_09932	*
1	1	0	PDE_07585	*
1	1	0	PDE_05169	*
1	1	0	PDE_07865	*
1	1	0	PDE_06332	*
1	1	0	PDE_09616	*
1	1	0	PDE_05853	*
1	1	0	PDE_06957	*
1	1	0	PDE_01254	*
1	1	0	PDE_00210	*
1	1	0	PDE_04161	*
1	1	0	PDE_09883	*
1	1	0	PDE_00814	*
1	1	0	PDE_09185	*
1	1	0	PDE_08778	*
1	1	0	PDE_06633	*
1	1	0	PDE_08374	*
1	1	0	PDE_07427	*
1	1	0	PDE_06346	*
1	1	0	PDE_03884	*
1	1	0	PDE_06422	*
1	1	0	PDE_03327	*
1	1	0	PDE_05312	*
1	1	0	PDE_08571	*
1	1	0	PDE_05041	*
1	1	0	PDE_05209	*
1	1	0	PDE_05810	*
1	1	0	PDE_01095	*
1	1	0	PDE_04040	*
1	1	0	PDE_09646	*
1	1	0	PDE_02425	*
1	1	0	PDE_04023	*
1	1	0	PDE_09916	*
1	1	0	PDE_02043	*
1	1	0	PDE_06527	*
1	1	0	PDE_03922	*
1	1	0	PDE_06554	*
1	1	0	PDE_01128	*
1	1	0	PDE_08416	*
1	1	0	PDE_01535	*
1	1	0	PDE_02070	*
1	1	0	PDE_03072	*
1	1	0	PDE_05673	*
1	1	0	PDE_01565	*
1	1	0	PDE_04729	*
1	1	0	PDE_04137	*
1	1	0	PDE_00225	*
1	1	0	PDE_08157	*
1	1	0	PDE_01986	*
1	1	0	PDE_07391	*
1	1	0	PDE_04232	*
1	1	0	PDE_06737	*
1	1	0	PDE_05957	*
1	1	0	PDE_09427	*
1	1	0	PDE_03819	*
1	1	0	PDE_03634	*
1	1	0	PDE_04029	*
1	1	0	PDE_09980	*
1	1	0	PDE_01950	*
1	1	0	PDE_05232	*
1	1	0	PDE_07751	*
1	1	0	PDE_09592	*
1	1	0	PDE_07604	*
1	1	0	PDE_05403	*
1	1	0	PDE_01102	*
1	1	0	PDE_01408	*
1	1	0	PDE_04930	*
1	1	0	PDE_01622	*
1	1	0	PDE_02048	*
1	1	0	PDE_08799	*
1	1	0	PDE_06373	*
1	1	0	PDE_05087	*
1	1	0	PDE_04523	*
1	1	0	PDE_01226	*
1	1	0	PDE_06323	*
1	1	0	PDE_04901	*
1	1	0	PDE_03307	*
1	1	0	PDE_02030	*
1	1	0	PDE_05702	*
1	1	0	PDE_07182	*
1	1	0	PDE_05205	*
1	1	0	PDE_08045	*
1	1	0	PDE_00770	*
1	1	0	PDE_05092	*
1	1	0	PDE_05352	*
1	1	0	PDE_05716	*
1	1	0	PDE_07372	*
1	1	0	PDE_00321	*
1	1	0	PDE_09348	*
1	1	0	PDE_01431	*
1	1	0	PDE_06529	*
1	1	0	PDE_05952	*
1	1	0	PDE_06452	*
1	1	0	PDE_06484	*
1	1	0	PDE_00808	*
1	1	0	PDE_01761	*
1	1	0	PDE_07153	*
1	1	0	PDE_05517	*
1	1	0	PDE_03987	*
1	1	0	PDE_08709	*
1	1	0	PDE_05877	*
1	1	0	PDE_03713	*
1	1	0	PDE_09127	*
1	1	0	PDE_06747	*
1	1	0	PDE_02060	*
1	1	0	PDE_04485	*
1	1	0	PDE_04468	*
1	1	0	PDE_07374	*
1	1	0	PDE_03015	*
1	1	0	PDE_09600	*
1	1	0	PDE_00805	*
1	1	0	PDE_08313	*
1	1	0	PDE_00695	*
1	1	0	PDE_01232	*
1	1	0	PDE_04766	*
1	1	0	PDE_00547	*
1	1	0	PDE_01179	*
1	1	0	PDE_07565	*
1	1	0	PDE_08267	*
1	1	0	PDE_04299	*
1	1	0	PDE_06814	*
1	1	0	PDE_08728	*
1	1	0	PDE_02434	*
1	1	0	PDE_00621	*
1	1	0	PDE_09097	*
1	1	0	PDE_01944	*
1	1	0	PDE_06442	*
1	1	0	PDE_04380	*
1	1	0	PDE_07711	*
1	1	0	PDE_06382	*
1	1	0	PDE_06278	*
1	1	0	PDE_07624	*
1	1	0	PDE_03896	*
1	1	0	PDE_07465	*
1	1	0	PDE_00929	*
1	1	0	PDE_09242	*
1	1	0	PDE_04660	*
1	1	0	PDE_01251	*
1	1	0	PDE_00667	*
1	1	0	PDE_01047	*
1	1	0	PDE_07754	*
1	1	0	PDE_00738	*
1	1	0	PDE_06541	*
1	1	0	PDE_04156	*
1	1	0	PDE_02032	*
1	1	0	PDE_02931	*
1	1	0	PDE_01267	*
1	1	0	PDE_00034	*
1	1	0	PDE_05372	*
1	1	0	PDE_00555	*
1	1	0	PDE_02211	*
1	1	0	PDE_07656	*
1	1	0	PDE_04905	*
1	1	0	PDE_01416	*
1	1	0	PDE_03093	*
1	1	0	PDE_04621	*
1	1	0	PDE_01125	*
1	1	0	PDE_00762	*
1	1	0	PDE_00297	*
1	1	0	PDE_01612	*
1	1	0	PDE_04002	*
1	1	0	PDE_06296	*
1	1	0	PDE_08255	*
1	1	0	PDE_04069	*
1	1	0	PDE_09958	*
1	1	0	PDE_09191	*
1	1	0	PDE_01597	*
1	1	0	PDE_04051	*
1	1	0	PDE_09416	*
1	1	0	PDE_04782	*
1	1	0	PDE_06049	*
1	1	0	PDE_05856	*
1	1	0	PDE_05789	*
1	1	0	PDE_03972	*
1	1	0	PDE_05831	*
1	1	0	PDE_03730	*
1	1	0	PDE_05869	*
1	1	0	PDE_04955	*
1	1	0	PDE_06083	*
1	1	0	PDE_03284	*
1	1	0	PDE_07666	*
1	1	0	PDE_06126	*
1	1	0	PDE_05489	*
1	1	0	PDE_04112	*
1	1	0	PDE_07007	*
1	1	0	PDE_00612	*
1	1	0	PDE_02898	*
1	1	0	PDE_02771	*
1	1	0	PDE_05359	*
1	1	0	PDE_03761	*
1	1	0	PDE_05311	*
1	1	0	PDE_02103	*
1	1	0	PDE_06119	*
1	1	0	PDE_09935	*
1	1	0	PDE_00792	*
1	1	0	PDE_02199	*
1	1	0	PDE_07049	*
1	1	0	PDE_03992	*
1	1	0	PDE_04603	*
1	1	0	PDE_01351	*
1	1	0	PDE_06607	*
1	1	0	PDE_04568	*
1	1	0	PDE_00911	*
1	1	0	PDE_05234	*
1	1	0	PDE_05272	*
1	1	0	PDE_02240	*
1	1	0	PDE_04248	*
1	1	0	PDE_00037	*
1	1	0	PDE_02637	*
1	1	0	PDE_04984	*
1	1	0	PDE_07651	*
1	1	0	PDE_04730	*
1	1	0	PDE_01457	*
1	1	0	PDE_04474	*
1	1	0	PDE_04563	*
1	1	0	PDE_00511	*
1	1	0	PDE_05507	*
1	1	0	PDE_07270	*
1	1	0	PDE_01248	*
1	1	0	PDE_05504	*
1	1	0	PDE_04180	*
1	1	0	PDE_07727	*
1	1	0	PDE_04209	*
1	1	0	PDE_06886	*
1	1	0	PDE_09190	*
1	1	0	PDE_09700	*
1	1	0	PDE_03398	*
1	1	0	PDE_06513	*
1	1	0	PDE_07088	*
1	1	0	PDE_04381	*
1	1	0	PDE_06024	*
1	1	0	PDE_01968	*
1	1	0	PDE_08991	*
1	1	0	PDE_01526	*
1	1	0	PDE_07616	*
1	1	0	PDE_06325	*
1	1	0	PDE_04346	*
1	1	0	PDE_00924	*
1	1	0	PDE_06021	*
1	1	0	PDE_01362	*
1	1	0	PDE_08568	*
1	1	0	PDE_08222	*
1	1	0	PDE_02543	*
1	1	0	PDE_03146	*
1	1	0	PDE_03442	*
1	1	0	PDE_04557	*
1	1	0	PDE_04770	*
1	1	0	PDE_09133	*
1	1	0	PDE_07231	*
1	1	0	PDE_01533	*
1	1	0	PDE_04183	*
1	1	0	PDE_08066	*
1	1	0	PDE_02320	*
1	1	0	PDE_04006	*
1	1	0	PDE_05404	*
1	1	0	PDE_02766	*
1	1	0	PDE_00752	*
1	1	0	PDE_05815	*
1	1	0	PDE_00947	*
1	1	0	PDE_06108	*
1	1	0	PDE_06113	*
1	1	0	PDE_07890	*
1	1	0	PDE_00906	*
1	1	0	PDE_03489	*
1	1	0	PDE_03627	*
1	1	0	PDE_03726	*
1	1	0	PDE_01578	*
1	1	0	PDE_06343	*
1	1	0	PDE_04517	*
1	1	0	PDE_04109	*
1	1	0	PDE_07493	*
1	1	0	PDE_02777	*
1	1	0	PDE_05521	*
1	1	0	PDE_01283	*
1	1	0	PDE_09631	*
1	1	0	PDE_00560	*
1	1	0	PDE_06844	*
1	1	0	PDE_06475	*
1	1	0	PDE_04882	*
1	1	0	PDE_06401	*
1	1	0	PDE_08343	*
1	1	0	PDE_06715	*
1	1	0	PDE_03694	*
1	1	0	PDE_03979	*
1	1	0	PDE_08033	*
1	1	0	PDE_01001	*
1	1	0	PDE_03851	*
1	1	0	PDE_04921	*
1	1	0	PDE_03697	*
1	1	0	PDE_07175	*
1	1	0	PDE_03949	*
1	1	0	PDE_01952	*
1	1	0	PDE_05483	*
1	1	0	PDE_09820	*
1	1	0	PDE_06593	*
1	1	0	PDE_07277	*
1	1	0	PDE_01060	*
1	1	0	PDE_08747	*
1	1	0	PDE_01222	*
1	1	0	PDE_08003	*
1	1	0	PDE_04976	*
1	1	0	PDE_02653	*
1	1	0	PDE_06216	*
1	1	0	PDE_00414	*
1	1	0	PDE_06512	*
1	1	0	PDE_07128	*
1	1	0	PDE_04164	*
1	1	0	PDE_03067	*
1	1	0	PDE_07430	*
1	1	0	PDE_08932	*
1	1	0	PDE_01110	*
1	1	0	PDE_09778	*
1	1	0	PDE_00388	*
1	1	0	PDE_07792	*
1	1	0	PDE_09901	*
1	1	0	PDE_03811	*
1	1	0	PDE_07831	*
1	1	0	PDE_06616	*
1	1	0	PDE_07879	*
1	1	0	PDE_01563	*
1	1	0	PDE_08277	*
1	1	0	PDE_09378	*
1	1	0	PDE_02228	*
1	1	0	PDE_07254	*
1	1	0	PDE_00509	*
1	1	0	PDE_03625	*
1	1	0	PDE_05724	*
1	1	0	PDE_05281	*
1	1	0	PDE_03343	*
1	1	0	PDE_04915	*
1	1	0	PDE_05756	*
1	1	0	PDE_03470	*
1	1	0	PDE_04398	*
1	1	0	PDE_02430	*
1	1	0	PDE_05353	*
1	1	0	PDE_01214	*
1	1	0	PDE_00557	*
1	1	0	PDE_02506	*
1	1	0	PDE_07166	*
1	1	0	PDE_04293	*
1	1	0	PDE_08829	*
1	1	0	PDE_03308	*
1	1	0	PDE_08680	*
1	1	0	PDE_09317	*
1	1	0	PDE_07110	*
1	1	0	PDE_02260	*
1	1	0	PDE_02223	*
1	1	0	PDE_03066	*
1	1	0	PDE_05984	*
1	1	0	PDE_00382	*
1	1	0	PDE_00553	*
1	1	0	PDE_02266	*
1	1	0	PDE_03022	*
1	1	0	PDE_07051	*
1	1	0	PDE_01846	*
1	1	0	PDE_07004	*
1	1	0	PDE_05953	*
1	1	0	PDE_06439	*
1	1	0	PDE_01884	*
1	1	0	PDE_07855	*
1	1	0	PDE_04348	*
1	1	0	PDE_02280	*
1	1	0	PDE_02981	*
1	1	0	PDE_03291	*
1	1	0	PDE_05844	*
1	1	0	PDE_00697	*
1	1	0	PDE_00972	*
1	1	0	PDE_00690	*
1	1	0	PDE_01748	*
1	1	0	PDE_07210	*
1	1	0	PDE_05273	*
1	1	0	PDE_01352	*
1	1	0	PDE_09410	*
1	1	0	PDE_02053	*
1	1	0	PDE_06039	*
1	1	0	PDE_00111	*
1	1	0	PDE_06011	*
1	1	0	PDE_05152	*
1	1	0	PDE_02770	*
1	1	0	PDE_02568	*
1	1	0	PDE_04956	*
1	1	0	PDE_08071	*
1	1	0	PDE_02708	*
1	1	0	PDE_00499	*
1	1	0	PDE_09099	*
1	1	0	PDE_07948	*
1	1	0	PDE_03788	*
1	1	0	PDE_06648	*
1	1	0	PDE_02214	*
1	1	0	PDE_05812	*
1	1	0	PDE_07253	*
1	1	0	PDE_00664	*
1	1	0	PDE_07958	*
1	1	0	PDE_09115	*
1	1	0	PDE_02720	*
1	1	0	PDE_08231	*
1	1	0	PDE_00272	*
1	1	0	PDE_09673	*
1	1	0	PDE_03348	*
1	1	0	PDE_00342	*
1	1	0	PDE_01337	*
1	1	0	PDE_07660	*
1	1	0	PDE_06040	*
1	1	0	PDE_03151	*
1	1	0	PDE_01414	*
1	1	0	PDE_03518	*
1	1	0	PDE_01229	*
1	1	0	PDE_02748	*
1	1	0	PDE_09330	*
1	1	0	PDE_09996	*
1	1	0	PDE_07878	*
1	1	0	PDE_06530	*
1	1	0	PDE_07431	*
1	1	0	PDE_01434	*
1	1	0	PDE_04853	*
1	1	0	PDE_04176	*
1	1	0	PDE_06195	*
1	1	0	PDE_07590	*
1	1	0	PDE_06424	*
1	1	0	PDE_05891	*
1	1	0	PDE_01487	*
1	1	0	PDE_02609	*
1	1	0	PDE_04231	*
1	1	0	PDE_03423	*
1	1	0	PDE_02006	*
1	1	0	PDE_07911	*
1	1	0	PDE_09429	*
1	1	0	PDE_01417	*
1	1	0	PDE_09060	*
1	1	0	PDE_01127	*
1	1	0	PDE_02636	*
1	1	0	PDE_07140	*
1	1	0	PDE_05602	*
1	1	0	PDE_05095	*
1	1	0	PDE_03448	*
1	1	0	PDE_06549	*
1	1	0	PDE_09374	*
1	1	0	PDE_01627	*
1	1	0	PDE_06275	*
1	1	0	PDE_05533	*
1	1	0	PDE_01478	*
1	1	0	PDE_00237	*
1	1	0	PDE_06054	*
1	1	0	PDE_00124	*
1	1	0	PDE_01196	*
1	1	0	PDE_08618	*
1	1	0	PDE_04803	*
1	1	0	PDE_03996	*
1	1	0	PDE_04325	*
1	1	0	PDE_09075	*
1	1	0	PDE_07868	*
1	1	0	PDE_05813	*
1	1	0	PDE_09629	*
1	1	0	PDE_00882	*
1	1	0	PDE_07123	*
1	1	0	PDE_02719	*
1	1	0	PDE_08935	*
1	1	0	PDE_04486	*
1	1	0	PDE_06691	*
1	1	0	PDE_07117	*
1	1	0	PDE_04765	*
1	1	0	PDE_09971	*
1	1	0	PDE_05422	*
1	1	0	PDE_02683	*
1	1	0	PDE_07133	*
1	1	0	PDE_05366	*
1	1	0	PDE_08239	*
1	1	0	PDE_01386	*
1	1	0	PDE_09758	*
1	1	0	PDE_00606	*
1	1	0	PDE_06393	*
1	1	0	PDE_03596	*
1	1	0	PDE_04344	*
1	1	0	PDE_09087	*
1	1	0	PDE_01843	*
1	1	0	PDE_00247	*
1	1	0	PDE_02734	*
1	1	0	PDE_08334	*
1	1	0	PDE_09271	*
1	1	0	PDE_06592	*
1	1	0	PDE_00143	*
1	1	0	PDE_08387	*
1	1	0	PDE_00952	*
1	1	0	PDE_04986	*
1	1	0	PDE_09717	*
1	1	0	PDE_07677	*
1	1	0	PDE_01171	*
1	1	0	PDE_02565	*
1	1	0	PDE_07348	*
1	1	0	PDE_05777	*
1	1	0	PDE_09002	*
1	1	0	PDE_01723	*
1	1	0	PDE_08658	*
1	1	0	PDE_04158	*
1	1	0	PDE_02170	*
1	1	0	PDE_00215	*
1	1	0	PDE_07597	*
1	1	0	PDE_01126	*
1	1	0	PDE_03883	*
1	1	0	PDE_08846	*
1	1	0	PDE_06503	*
1	1	0	PDE_01990	*
1	1	0	PDE_02057	*
1	1	0	PDE_06436	*
1	1	0	PDE_01062	*
1	1	0	PDE_08773	*
1	1	0	PDE_09677	*
1	1	0	PDE_01885	*
1	1	0	PDE_03198	*
1	1	0	PDE_07712	*
1	1	0	PDE_07923	*
1	1	0	PDE_02790	*
1	1	0	PDE_09442	*
1	1	0	PDE_06432	*
1	1	0	PDE_03944	*
1	1	0	PDE_01382	*
1	1	0	PDE_06097	*
1	1	0	PDE_08156	*
1	1	0	PDE_00380	*
1	1	0	PDE_09319	*
1	1	0	PDE_01122	*
1	1	0	PDE_05572	*
1	1	0	PDE_07017	*
1	1	0	PDE_09817	*
1	1	0	PDE_05062	*
1	1	0	PDE_09815	*
1	1	0	PDE_09445	*
1	1	0	PDE_02761	*
1	1	0	PDE_02805	*
1	1	0	PDE_09140	*
1	1	0	PDE_06564	*
1	1	0	PDE_01791	*
1	1	0	PDE_03567	*
1	1	0	PDE_09913	*
1	1	0	PDE_04028	*
1	1	0	PDE_04649	*
1	1	0	PDE_02183	*
1	1	0	PDE_06853	*
1	1	0	PDE_02699	*
1	1	0	PDE_02117	*
1	1	0	PDE_03539	*
1	1	0	PDE_07274	*
1	1	0	PDE_02442	*
1	1	0	PDE_07784	*
1	1	0	PDE_02821	*
1	1	0	PDE_07990	*
1	1	0	PDE_01359	*
1	1	0	PDE_05557	*
1	1	0	PDE_00268	*
1	1	0	PDE_06832	*
1	1	0	PDE_05249	*
1	1	0	PDE_02286	*
1	1	0	PDE_06667	*
1	1	0	PDE_05575	*
1	1	0	PDE_01233	*
1	1	0	PDE_07433	*
1	1	0	PDE_00999	*
1	1	0	PDE_04316	*
1	1	0	PDE_06035	*
1	1	0	PDE_08195	*
1	1	0	PDE_06632	*
1	1	0	PDE_00355	*
1	1	0	PDE_04542	*
1	1	0	PDE_04556	*
1	1	0	PDE_06210	*
1	1	0	PDE_07532	*
1	1	0	PDE_01633	*
1	1	0	PDE_05505	*
1	1	0	PDE_04549	*
1	1	0	PDE_06043	*
1	1	0	PDE_04708	*
1	1	0	PDE_09571	*
1	1	0	PDE_00319	*
1	1	0	PDE_00530	*
1	1	0	PDE_04620	*
1	1	0	PDE_06566	*
1	1	0	PDE_06901	*
1	1	0	PDE_09627	*
1	1	0	PDE_08432	*
1	1	0	PDE_02226	*
1	1	0	PDE_04244	*
1	1	0	PDE_04082	*
1	1	0	PDE_09765	*
1	1	0	PDE_09069	*
1	1	0	PDE_06175	*
1	1	0	PDE_08073	*
1	1	0	PDE_08463	*
1	1	0	PDE_03219	*
1	1	0	PDE_06249	*
1	1	0	PDE_08099	*
1	1	0	PDE_01841	*
1	1	0	PDE_03184	*
1	1	0	PDE_05549	*
1	1	0	PDE_06095	*
1	1	0	PDE_03024	*
1	1	0	PDE_01853	*
1	1	0	PDE_02512	*
1	1	0	PDE_07834	*
1	1	0	PDE_05285	*
1	1	0	PDE_04111	*
1	1	0	PDE_05384	*
1	1	0	PDE_05972	*
1	1	0	PDE_09580	*
1	1	0	PDE_06337	*
1	1	0	PDE_00274	*
1	1	0	PDE_06652	*
1	1	0	PDE_08977	*
1	1	0	PDE_08696	*
1	1	0	PDE_04478	*
1	1	0	PDE_08800	*
1	1	0	PDE_03405	*
1	1	0	PDE_07930	*
1	1	0	PDE_04284	*
1	1	0	PDE_06964	*
1	1	0	PDE_06317	*
1	1	0	PDE_03969	*
1	1	0	PDE_07416	*
1	1	0	PDE_06842	*
1	1	0	PDE_04225	*
1	1	0	PDE_03187	*
1	1	0	PDE_07515	*
1	1	0	PDE_04515	*
1	1	0	PDE_04995	*
1	1	0	PDE_05823	*
1	1	0	PDE_06663	*
1	1	0	PDE_04152	*
1	1	0	PDE_08656	*
1	1	0	PDE_03021	*
1	1	0	PDE_04582	*
1	1	0	PDE_04613	*
1	1	0	PDE_00524	*
1	1	0	PDE_00116	*
1	1	0	PDE_05816	*
1	1	0	PDE_06605	*
1	1	0	PDE_05574	*
1	1	0	PDE_05122	*
1	1	0	PDE_08039	*
1	1	0	PDE_03346	*
1	1	0	PDE_04673	*
1	1	0	PDE_09057	*
1	1	0	PDE_06334	*
1	1	0	PDE_01360	*
1	1	0	PDE_03277	*
1	1	0	PDE_06584	*
1	1	0	PDE_06577	*
1	1	0	PDE_08583	*
1	1	0	PDE_01783	*
1	1	0	PDE_03817	*
1	1	0	PDE_07926	*
1	1	0	PDE_02334	*
1	1	0	PDE_03276	*
1	1	0	PDE_00410	*
1	1	0	PDE_08557	*
1	1	0	PDE_04445	*
1	1	0	PDE_09014	*
1	1	0	PDE_02218	*
1	1	0	PDE_00227	*
1	1	0	PDE_01192	*
1	1	0	PDE_06696	*
1	1	0	PDE_02856	*
1	1	0	PDE_05042	*
1	1	0	PDE_06618	*
1	1	0	PDE_09188	*
1	1	0	PDE_03904	*
1	1	0	PDE_09391	*
1	1	0	PDE_02219	*
1	1	0	PDE_08158	*
1	1	0	PDE_04349	*
1	1	0	PDE_07901	*
1	1	0	PDE_06191	*
1	1	0	PDE_01472	*
1	1	0	PDE_01729	*
1	1	0	PDE_07091	*
1	1	0	PDE_07813	*
1	1	0	PDE_09049	*
1	1	0	PDE_01898	*
1	1	0	PDE_07196	*
1	1	0	PDE_09472	*
1	1	0	PDE_04514	*
1	1	0	PDE_09591	*
1	1	0	PDE_03756	*
1	1	0	PDE_06236	*
1	1	0	PDE_06065	*
1	1	0	PDE_09811	*
1	1	0	PDE_06594	*
1	1	0	PDE_07014	*
1	1	0	PDE_01466	*
1	1	0	PDE_02651	*
1	1	0	PDE_09096	*
1	1	0	PDE_08075	*
1	1	0	PDE_00644	*
1	1	0	PDE_05055	*
1	1	0	PDE_05077	*
1	1	0	PDE_00316	*
1	1	0	PDE_08440	*
1	1	0	PDE_06741	*
1	1	0	PDE_01151	*
1	1	0	PDE_08107	*
1	1	0	PDE_01149	*
1	1	0	PDE_08985	*
1	1	0	PDE_05470	*
1	1	0	PDE_06084	*
1	1	0	PDE_01781	*
1	1	0	PDE_00847	*
1	1	0	PDE_02246	*
1	1	0	PDE_01632	*
1	1	0	PDE_05742	*
1	1	0	PDE_05220	*
1	1	0	PDE_01091	*
1	1	0	PDE_01143	*
1	1	0	PDE_02025	*
1	1	0	PDE_05084	*
1	1	0	PDE_04279	*
1	1	0	PDE_04727	*
1	1	0	PDE_09093	*
1	1	0	PDE_04784	*
1	1	0	PDE_05140	*
1	1	0	PDE_02333	*
1	1	0	PDE_02374	*
1	1	0	PDE_06914	*
1	1	0	PDE_01150	*
1	1	0	PDE_06123	*
1	1	0	PDE_07584	*
1	1	0	PDE_00722	*
1	1	0	PDE_05556	*
1	1	0	PDE_03859	*
1	1	0	PDE_09447	*
1	1	0	PDE_05074	*
1	1	0	PDE_07633	*
1	1	0	PDE_09189	*
1	1	0	PDE_02871	*
1	1	0	PDE_04473	*
1	1	0	PDE_04608	*
1	1	0	PDE_01292	*
1	1	0	PDE_04189	*
1	1	0	PDE_06565	*
1	1	0	PDE_03891	*
1	1	0	PDE_06755	*
1	1	0	PDE_01116	*
1	1	0	PDE_02659	*
1	1	0	PDE_03335	*
1	1	0	PDE_03894	*
1	1	0	PDE_03547	*
1	1	0	PDE_06833	*
1	1	0	PDE_05399	*
1	1	0	PDE_07087	*
1	1	0	PDE_06492	*
1	1	0	PDE_07266	*
1	1	0	PDE_07541	*
1	1	0	PDE_09046	*
1	1	0	PDE_01183	*
1	1	0	PDE_07759	*
1	1	0	PDE_05005	*
1	1	0	PDE_01883	*
1	1	0	PDE_00219	*
1	1	0	PDE_02980	*
1	1	0	PDE_08701	*
1	1	0	PDE_01580	*
1	1	0	PDE_05368	*
1	1	0	PDE_02068	*
1	1	0	PDE_08120	*
1	1	0	PDE_04020	*
1	1	0	PDE_00893	*
1	1	0	PDE_06168	*
1	1	0	PDE_04114	*
1	1	0	PDE_00057	*
1	1	0	PDE_01274	*
1	1	0	PDE_03818	*
1	1	0	PDE_05495	*
1	1	0	PDE_04086	*
1	1	0	PDE_01936	*
1	1	0	PDE_03671	*
1	1	0	PDE_07816	*
1	1	0	PDE_02028	*
1	1	0	PDE_09011	*
1	1	0	PDE_03182	*
1	1	0	PDE_03278	*
1	1	0	PDE_06490	*
1	1	0	PDE_04418	*
1	1	0	PDE_05073	*
1	1	0	PDE_02175	*
1	1	0	PDE_07013	*
1	1	0	PDE_00051	*
1	1	0	PDE_02422	*
1	1	0	PDE_04272	*
1	1	0	PDE_02179	*
1	1	0	PDE_01158	*
1	1	0	PDE_06140	*
1	1	0	PDE_05763	*
1	1	0	PDE_08283	*
1	1	0	PDE_02627	*
1	1	0	PDE_08287	*
1	1	0	PDE_08332	*
1	1	0	PDE_06912	*
1	1	0	PDE_06262	*
1	1	0	PDE_04701	*
1	1	0	PDE_02804	*
1	1	0	PDE_08588	*
1	1	0	PDE_05208	*
1	1	0	PDE_06326	*
1	1	0	PDE_03741	*
1	1	0	PDE_03012	*
1	1	0	PDE_08503	*
1	1	0	PDE_08291	*
1	1	0	PDE_02265	*
1	1	0	PDE_04159	*
1	1	0	PDE_06062	*
1	1	0	PDE_07681	*
1	1	0	PDE_02225	*
1	1	0	PDE_06290	*
1	1	0	PDE_04551	*
1	1	0	PDE_02237	*
1	1	0	PDE_05860	*
1	1	0	PDE_06449	*
1	1	0	PDE_03531	*
1	1	0	PDE_08880	*
1	1	0	PDE_06165	*
1	1	0	PDE_06903	*
1	1	0	PDE_07811	*
1	1	0	PDE_08971	*
1	1	0	PDE_09247	*
1	1	0	PDE_09267	*
1	1	0	PDE_06426	*
1	1	0	PDE_06980	*
1	1	0	PDE_00089	*
1	1	0	PDE_05340	*
1	1	0	PDE_07078	*
1	1	0	PDE_02936	*
1	1	0	PDE_01991	*
1	1	0	PDE_09291	*
1	1	0	PDE_00485	*
1	1	0	PDE_03755	*
1	1	0	PDE_09763	*
1	1	0	PDE_02102	*
1	1	0	PDE_06788	*
1	1	0	PDE_09621	*
1	1	0	PDE_05979	*
1	1	0	PDE_05028	*
1	1	0	PDE_03231	*
1	1	0	PDE_01886	*
1	1	0	PDE_00356	*
1	1	0	PDE_03137	*
1	1	0	PDE_00636	*
1	1	0	PDE_06098	*
1	1	0	PDE_08040	*
1	1	0	PDE_03889	*
1	1	0	PDE_05636	*
1	1	0	PDE_04806	*
1	1	0	PDE_09736	*
1	1	0	PDE_04625	*
1	1	0	PDE_09802	*
1	1	0	PDE_09030	*
1	1	0	PDE_01131	*
1	1	0	PDE_03186	*
1	1	0	PDE_08390	*
1	1	0	PDE_04201	*
1	1	0	PDE_01245	*
1	1	0	PDE_00158	*
1	1	0	PDE_02024	*
1	1	0	PDE_01736	*
1	1	0	PDE_03478	*
1	1	0	PDE_01686	*
1	1	0	PDE_06008	*
1	1	0	PDE_04108	*
1	1	0	PDE_09795	*
1	1	0	PDE_02787	*
1	1	0	PDE_01792	*
1	1	0	PDE_01994	*
1	1	0	PDE_00088	*
1	1	0	PDE_08914	*
1	1	0	PDE_08461	*
1	1	0	PDE_01670	*
1	1	0	PDE_04565	*
1	1	0	PDE_03785	*
1	1	0	PDE_03898	*
1	1	0	PDE_04909	*
1	1	0	PDE_00948	*
1	1	0	PDE_02728	*
1	1	0	PDE_00250	*
1	1	0	PDE_03951	*
