# Species	Genes	Alg.-Conn.	Poxalicum_114-2.fasta	Scerevisiae_S288C.fasta
1	1	0	PDE_07445	*
1	1	0	PDE_07674	*
1	1	0	PDE_06610	*
1	1	0	PDE_00933	*
1	1	0	PDE_09920	*
1	1	0	PDE_02027	*
1	1	0	PDE_04545	*
1	1	0	PDE_04119	*
1	1	0	PDE_08707	*
1	1	0	PDE_07107	*
1	1	0	PDE_02204	*
1	1	0	PDE_07169	*
1	1	0	PDE_09171	*
1	1	0	PDE_05274	*
1	1	0	PDE_01063	*
1	1	0	PDE_02064	*
1	1	0	PDE_01956	*
1	1	0	PDE_07815	*
1	1	0	PDE_07563	*
1	1	0	PDE_00422	*
1	1	0	PDE_07575	*
1	1	0	PDE_08024	*
1	1	0	PDE_00576	*
1	1	0	PDE_06239	*
1	1	0	PDE_04472	*
1	1	0	PDE_04247	*
1	1	0	PDE_00230	*
1	1	0	PDE_09523	*
1	1	0	PDE_00072	*
1	1	0	PDE_03084	*
1	1	0	PDE_07032	*
1	1	0	PDE_05107	*
1	1	0	PDE_09525	*
1	1	0	PDE_06347	*
1	1	0	PDE_03090	*
1	1	0	PDE_08856	*
1	1	0	PDE_04255	*
1	1	0	PDE_00257	*
1	1	0	PDE_07895	*
1	1	0	PDE_00050	*
1	1	0	PDE_02942	*
1	1	0	PDE_02000	*
1	1	0	PDE_01591	*
1	1	0	PDE_00631	*
1	1	0	PDE_06427	*
1	1	0	PDE_04707	*
1	1	0	PDE_05213	*
1	1	0	PDE_06362	*
1	1	0	PDE_09738	*
1	1	0	PDE_05411	*
1	1	0	PDE_08720	*
1	1	0	PDE_03436	*
1	1	0	PDE_03932	*
1	1	0	PDE_04464	*
1	1	0	PDE_06307	*
1	1	0	PDE_02658	*
1	1	0	PDE_03905	*
1	1	0	PDE_01113	*
1	1	0	PDE_06169	*
1	1	0	PDE_07135	*
1	1	0	PDE_00571	*
1	1	0	PDE_04814	*
1	1	0	PDE_08866	*
1	1	0	PDE_03323	*
1	1	0	PDE_01890	*
1	1	0	PDE_04313	*
1	1	0	PDE_07252	*
1	1	0	PDE_07115	*
1	1	0	PDE_08565	*
1	1	0	PDE_01471	*
1	1	0	PDE_06984	*
1	1	0	PDE_05448	*
1	1	0	PDE_05097	*
1	1	0	PDE_09665	*
1	1	0	PDE_05453	*
1	1	0	PDE_01730	*
1	1	0	PDE_06437	*
1	1	0	PDE_03999	*
1	1	0	PDE_08038	*
1	1	0	PDE_06493	*
1	1	0	PDE_05529	*
1	1	0	PDE_01130	*
1	1	0	PDE_08428	*
1	1	0	PDE_01513	*
1	1	0	PDE_05057	*
1	1	0	PDE_01953	*
1	1	0	PDE_08883	*
1	1	0	PDE_02840	*
1	1	0	PDE_09870	*
1	1	0	PDE_02965	*
1	1	0	PDE_06546	*
1	1	0	PDE_09056	*
1	1	0	PDE_08753	*
1	1	0	PDE_05301	*
1	1	0	PDE_06657	*
1	1	0	PDE_03038	*
1	1	0	PDE_07898	*
1	1	0	PDE_01206	*
1	1	0	PDE_02107	*
1	1	0	PDE_01111	*
1	1	0	PDE_04851	*
1	1	0	PDE_06089	*
1	1	0	PDE_06889	*
1	1	0	PDE_08480	*
1	1	0	PDE_01280	*
1	1	0	PDE_01249	*
1	1	0	PDE_06555	*
1	1	0	PDE_08438	*
1	1	0	PDE_09402	*
1	1	0	PDE_08987	*
1	1	0	PDE_00377	*
1	1	0	PDE_07400	*
1	1	0	PDE_04141	*
1	1	0	PDE_09111	*
1	1	0	PDE_09786	*
1	1	0	PDE_04495	*
1	1	0	PDE_00386	*
1	1	0	PDE_02396	*
1	1	0	PDE_06431	*
1	1	0	PDE_08826	*
1	1	0	PDE_09530	*
1	1	0	PDE_02562	*
1	1	0	PDE_01684	*
1	1	0	PDE_09829	*
1	1	0	PDE_07846	*
1	1	0	PDE_05990	*
1	1	0	PDE_04742	*
1	1	0	PDE_04728	*
1	1	0	PDE_07034	*
1	1	0	PDE_06974	*
1	1	0	PDE_02891	*
1	1	0	PDE_00011	*
1	1	0	PDE_03943	*
1	1	0	PDE_05325	*
1	1	0	PDE_02588	*
1	1	0	PDE_01332	*
1	1	0	PDE_05100	*
1	1	0	PDE_01302	*
1	1	0	PDE_00331	*
1	1	0	PDE_02131	*
1	1	0	PDE_06894	*
1	1	0	PDE_04527	*
1	1	0	PDE_01897	*
1	1	0	PDE_07917	*
1	1	0	PDE_07207	*
1	1	0	PDE_04419	*
1	1	0	PDE_06604	*
1	1	0	PDE_00724	*
1	1	0	PDE_01236	*
1	1	0	PDE_01077	*
1	1	0	PDE_05132	*
1	1	0	PDE_01429	*
1	1	0	PDE_08539	*
1	1	0	PDE_00060	*
1	1	0	PDE_00920	*
1	1	0	PDE_04666	*
1	1	0	PDE_10003	*
1	1	0	PDE_02423	*
1	1	0	PDE_04078	*
1	1	0	PDE_06904	*
1	1	0	PDE_03334	*
1	1	0	PDE_05417	*
1	1	0	PDE_07142	*
1	1	0	PDE_06015	*
1	1	0	PDE_09485	*
1	1	0	PDE_06931	*
1	1	0	PDE_01814	*
1	1	0	PDE_08436	*
1	1	0	PDE_05592	*
1	1	0	PDE_00167	*
1	1	0	PDE_08589	*
1	1	0	PDE_08678	*
1	1	0	PDE_07272	*
1	1	0	PDE_04641	*
1	1	0	PDE_07907	*
1	1	0	PDE_08569	*
1	1	0	PDE_00185	*
1	1	0	PDE_03073	*
1	1	0	PDE_02530	*
1	1	0	PDE_05554	*
1	1	0	PDE_04263	*
1	1	0	PDE_05270	*
1	1	0	PDE_07349	*
1	1	0	PDE_04526	*
1	1	0	PDE_00358	*
1	1	0	PDE_00510	*
1	1	0	PDE_06103	*
1	1	0	PDE_06411	*
1	1	0	PDE_03929	*
1	1	0	PDE_00863	*
1	1	0	PDE_00336	*
1	1	0	PDE_03244	*
1	1	0	PDE_03319	*
1	1	0	PDE_03879	*
1	1	0	PDE_04207	*
1	1	0	PDE_08144	*
1	1	0	PDE_09533	*
1	1	0	PDE_00889	*
1	1	0	PDE_05233	*
1	1	0	PDE_06647	*
1	1	0	PDE_07346	*
1	1	0	PDE_09503	*
1	1	0	PDE_09849	*
1	1	0	PDE_08444	*
1	1	0	PDE_01865	*
1	1	0	PDE_02145	*
1	1	0	PDE_02888	*
1	1	0	PDE_04844	*
1	1	0	PDE_08191	*
1	1	0	PDE_02195	*
1	1	0	PDE_08469	*
1	1	0	PDE_01662	*
1	1	0	PDE_02261	*
1	1	0	PDE_04435	*
1	1	0	PDE_09228	*
1	1	0	PDE_09298	*
1	1	0	PDE_01050	*
1	1	0	PDE_07358	*
1	1	0	PDE_01350	*
1	1	0	PDE_07093	*
1	1	0	PDE_00655	*
1	1	0	PDE_05461	*
1	1	0	PDE_01575	*
1	1	0	PDE_03868	*
1	1	0	PDE_04779	*
1	1	0	PDE_00195	*
1	1	0	PDE_00204	*
1	1	0	PDE_08676	*
1	1	0	PDE_00572	*
1	1	0	PDE_00868	*
1	1	0	PDE_07814	*
1	1	0	PDE_08280	*
1	1	0	PDE_05250	*
1	1	0	PDE_07880	*
1	1	0	PDE_08388	*
1	1	0	PDE_08524	*
1	1	0	PDE_09290	*
1	1	0	PDE_03628	*
1	1	0	PDE_04777	*
1	1	0	PDE_09113	*
1	1	0	PDE_05141	*
1	1	0	PDE_06885	*
1	1	0	PDE_09689	*
1	1	0	PDE_00351	*
1	1	0	PDE_08305	*
1	1	0	PDE_06790	*
1	1	0	PDE_02277	*
1	1	0	PDE_09433	*
1	1	0	PDE_08442	*
1	1	0	PDE_02903	*
1	1	0	PDE_04084	*
1	1	0	PDE_03617	*
1	1	0	PDE_05343	*
1	1	0	PDE_04424	*
1	1	0	PDE_02854	*
1	1	0	PDE_04586	*
1	1	0	PDE_03274	*
1	1	0	PDE_03834	*
1	1	0	PDE_06548	*
1	1	0	PDE_04842	*
1	1	0	PDE_09806	*
1	1	0	PDE_09232	*
1	1	0	PDE_09928	*
1	1	0	PDE_07212	*
1	1	0	PDE_01743	*
1	1	0	PDE_01772	*
1	1	0	PDE_03659	*
1	1	0	PDE_03333	*
1	1	0	PDE_07112	*
1	1	0	PDE_05552	*
1	1	0	PDE_04444	*
1	1	0	PDE_02554	*
1	1	0	PDE_06462	*
1	1	0	PDE_09638	*
1	1	0	PDE_03724	*
1	1	0	PDE_03913	*
1	1	0	PDE_03315	*
1	1	0	PDE_02740	*
1	1	0	PDE_05339	*
1	1	0	PDE_08805	*
1	1	0	PDE_05381	*
1	1	0	PDE_06266	*
1	1	0	PDE_06466	*
1	1	0	PDE_05531	*
1	1	0	PDE_08972	*
1	1	0	PDE_01922	*
1	1	0	PDE_08574	*
1	1	0	PDE_08989	*
1	1	0	PDE_04011	*
1	1	0	PDE_07614	*
1	1	0	PDE_05699	*
1	1	0	PDE_04940	*
1	1	0	PDE_06762	*
1	1	0	PDE_03159	*
1	1	0	PDE_00305	*
1	1	0	PDE_09789	*
1	1	0	PDE_09567	*
1	1	0	PDE_06257	*
1	1	0	PDE_01387	*
1	1	0	PDE_08772	*
1	1	0	PDE_04292	*
1	1	0	PDE_08397	*
1	1	0	PDE_07824	*
1	1	0	PDE_08037	*
1	1	0	PDE_00729	*
1	1	0	PDE_06423	*
1	1	0	PDE_04552	*
1	1	0	PDE_07707	*
1	1	0	PDE_06240	*
1	1	0	PDE_06300	*
1	1	0	PDE_07033	*
1	1	0	PDE_06370	*
1	1	0	PDE_07442	*
1	1	0	PDE_00091	*
1	1	0	PDE_01715	*
1	1	0	PDE_09013	*
1	1	0	PDE_06259	*
1	1	0	PDE_03092	*
1	1	0	PDE_01522	*
1	1	0	PDE_06655	*
1	1	0	PDE_08793	*
1	1	0	PDE_08483	*
1	1	0	PDE_09695	*
1	1	0	PDE_05598	*
1	1	0	PDE_06995	*
1	1	0	PDE_03977	*
1	1	0	PDE_09739	*
1	1	0	PDE_06940	*
1	1	0	PDE_00069	*
1	1	0	PDE_01737	*
1	1	0	PDE_09997	*
1	1	0	PDE_00685	*
1	1	0	PDE_01331	*
1	1	0	PDE_06856	*
1	1	0	PDE_07864	*
1	1	0	PDE_08345	*
1	1	0	PDE_07803	*
1	1	0	PDE_00957	*
1	1	0	PDE_03091	*
1	1	0	PDE_02872	*
1	1	0	PDE_07809	*
1	1	0	PDE_05256	*
1	1	0	PDE_02437	*
1	1	0	PDE_05793	*
1	1	0	PDE_08951	*
1	1	0	PDE_04420	*
1	1	0	PDE_05542	*
1	1	0	PDE_09394	*
1	1	0	PDE_04010	*
1	1	0	PDE_09774	*
1	1	0	PDE_01041	*
1	1	0	PDE_06212	*
1	1	0	PDE_05749	*
1	1	0	PDE_07025	*
1	1	0	PDE_01042	*
1	1	0	PDE_06612	*
1	1	0	PDE_06374	*
1	1	0	PDE_07382	*
1	1	0	PDE_09300	*
1	1	0	PDE_07038	*
1	1	0	PDE_03839	*
1	1	0	PDE_02142	*
1	1	0	PDE_04619	*
1	1	0	PDE_06419	*
1	1	0	PDE_09311	*
1	1	0	PDE_08491	*
1	1	0	PDE_00131	*
1	1	0	PDE_03676	*
1	1	0	PDE_02584	*
1	1	0	PDE_01371	*
1	1	0	PDE_04590	*
1	1	0	PDE_00890	*
1	1	0	PDE_08132	*
1	1	0	PDE_03901	*
1	1	0	PDE_08541	*
1	1	0	PDE_01009	*
1	1	0	PDE_06458	*
1	1	0	PDE_05787	*
1	1	0	PDE_05511	*
1	1	0	PDE_06829	*
1	1	0	PDE_02960	*
1	1	0	PDE_07858	*
1	1	0	PDE_00998	*
1	1	0	PDE_08590	*
1	1	0	PDE_03869	*
1	1	0	PDE_01579	*
1	1	0	PDE_07234	*
1	1	0	PDE_00795	*
1	1	0	PDE_01558	*
1	1	0	PDE_05476	*
1	1	0	PDE_04124	*
1	1	0	PDE_09343	*
1	1	0	PDE_05303	*
1	1	0	PDE_08922	*
1	1	0	PDE_09771	*
1	1	0	PDE_04479	*
1	1	0	PDE_04664	*
1	1	0	PDE_04366	*
1	1	0	PDE_07419	*
1	1	0	PDE_05840	*
1	1	0	PDE_06167	*
1	1	0	PDE_01459	*
1	1	0	PDE_07598	*
1	1	0	PDE_09064	*
1	1	0	PDE_03804	*
1	1	0	PDE_06973	*
1	1	0	PDE_00394	*
1	1	0	PDE_09327	*
1	1	0	PDE_00874	*
1	1	0	PDE_05484	*
1	1	0	PDE_07258	*
1	1	0	PDE_05870	*
1	1	0	PDE_05103	*
1	1	0	PDE_05419	*
1	1	0	PDE_08050	*
1	1	0	PDE_07475	*
1	1	0	PDE_02502	*
1	1	0	PDE_02139	*
1	1	0	PDE_04635	*
1	1	0	PDE_10011	*
1	1	0	PDE_07259	*
1	1	0	PDE_02567	*
1	1	0	PDE_02016	*
1	1	0	PDE_07714	*
1	1	0	PDE_00314	*
1	1	0	PDE_02318	*
1	1	0	PDE_05364	*
1	1	0	PDE_02534	*
1	1	0	PDE_08076	*
1	1	0	PDE_08121	*
1	1	0	PDE_00951	*
1	1	0	PDE_09569	*
1	1	0	PDE_01981	*
1	1	0	PDE_09369	*
1	1	0	PDE_06917	*
1	1	0	PDE_08890	*
1	1	0	PDE_06641	*
1	1	0	PDE_02384	*
1	1	0	PDE_09668	*
1	1	0	PDE_07863	*
1	1	0	PDE_03957	*
1	1	0	PDE_05890	*
1	1	0	PDE_04975	*
1	1	0	PDE_02399	*
1	1	0	PDE_02741	*
1	1	0	PDE_02566	*
1	1	0	PDE_02143	*
1	1	0	PDE_05017	*
1	1	0	PDE_00696	*
1	1	0	PDE_02162	*
1	1	0	PDE_08080	*
1	1	0	PDE_07114	*
1	1	0	PDE_07003	*
1	1	0	PDE_02357	*
1	1	0	PDE_09453	*
1	1	0	PDE_01078	*
1	1	0	PDE_06509	*
1	1	0	PDE_07588	*
1	1	0	PDE_05848	*
1	1	0	PDE_08781	*
1	1	0	PDE_07405	*
1	1	0	PDE_08579	*
1	1	0	PDE_04835	*
1	1	0	PDE_03948	*
1	1	0	PDE_02094	*
1	1	0	PDE_03880	*
1	1	0	PDE_09941	*
1	1	0	PDE_02498	*
1	1	0	PDE_02510	*
1	1	0	PDE_01426	*
1	1	0	PDE_00687	*
1	1	0	PDE_00085	*
1	1	0	PDE_04936	*
1	1	0	PDE_07501	*
1	1	0	PDE_00365	*
1	1	0	PDE_02656	*
1	1	0	PDE_01712	*
1	1	0	PDE_01188	*
1	1	0	PDE_04105	*
1	1	0	PDE_09882	*
1	1	0	PDE_01613	*
1	1	0	PDE_06881	*
1	1	0	PDE_02114	*
1	1	0	PDE_02489	*
1	1	0	PDE_08027	*
1	1	0	PDE_01237	*
1	1	0	PDE_04943	*
1	1	0	PDE_01391	*
1	1	0	PDE_04436	*
1	1	0	PDE_00107	*
1	1	0	PDE_02978	*
1	1	0	PDE_03059	*
1	1	0	PDE_01888	*
1	1	0	PDE_00324	*
1	1	0	PDE_03978	*
1	1	0	PDE_05951	*
1	1	0	PDE_01066	*
1	1	0	PDE_08958	*
1	1	0	PDE_01071	*
1	1	0	PDE_09547	*
1	1	0	PDE_03426	*
1	1	0	PDE_05430	*
1	1	0	PDE_09861	*
1	1	0	PDE_09265	*
1	1	0	PDE_03734	*
1	1	0	PDE_05794	*
1	1	0	PDE_07835	*
1	1	0	PDE_06297	*
1	1	0	PDE_05714	*
1	1	0	PDE_03502	*
1	1	0	PDE_09262	*
1	1	0	PDE_01182	*
1	1	0	PDE_01409	*
1	1	0	PDE_02471	*
1	1	0	PDE_05594	*
1	1	0	PDE_05255	*
1	1	0	PDE_06152	*
1	1	0	PDE_09620	*
1	1	0	PDE_01406	*
1	1	0	PDE_06837	*
1	1	0	PDE_00018	*
1	1	0	PDE_08605	*
1	1	0	PDE_05407	*
1	1	0	PDE_09838	*
1	1	0	PDE_08894	*
1	1	0	PDE_02391	*
1	1	0	PDE_00565	*
1	1	0	PDE_01906	*
1	1	0	PDE_03945	*
1	1	0	PDE_04709	*
1	1	0	PDE_07850	*
1	1	0	PDE_05627	*
1	1	0	PDE_06030	*
1	1	0	PDE_04456	*
1	1	0	PDE_03506	*
1	1	0	PDE_08096	*
1	1	0	PDE_01310	*
1	1	0	PDE_04989	*
1	1	0	PDE_06978	*
1	1	0	PDE_07414	*
1	1	0	PDE_00602	*
1	1	0	PDE_06328	*
1	1	0	PDE_08147	*
1	1	0	PDE_07422	*
1	1	0	PDE_08089	*
1	1	0	PDE_03009	*
1	1	0	PDE_00672	*
1	1	0	PDE_02733	*
1	1	0	PDE_06174	*
1	1	0	PDE_09747	*
1	1	0	PDE_08069	*
1	1	0	PDE_02279	*
1	1	0	PDE_04496	*
1	1	0	PDE_05653	*
1	1	0	PDE_08967	*
1	1	0	PDE_02353	*
1	1	0	PDE_04941	*
1	1	0	PDE_03152	*
1	1	0	PDE_03732	*
1	1	0	PDE_05298	*
1	1	0	PDE_05829	*
1	1	0	PDE_05546	*
1	1	0	PDE_06989	*
1	1	0	PDE_03959	*
1	1	0	PDE_04561	*
1	1	0	PDE_03803	*
1	1	0	PDE_00540	*
1	1	0	PDE_06076	*
1	1	0	PDE_07331	*
1	1	0	PDE_06304	*
1	1	0	PDE_05059	*
1	1	0	PDE_05671	*
1	1	0	PDE_01383	*
1	1	0	PDE_09762	*
1	1	0	PDE_08604	*
1	1	0	PDE_09606	*
1	1	0	PDE_05562	*
1	1	0	PDE_08473	*
1	1	0	PDE_06468	*
1	1	0	PDE_00153	*
1	1	0	PDE_05604	*
1	1	0	PDE_05190	*
1	1	0	PDE_02253	*
1	1	0	PDE_02715	*
1	1	0	PDE_08706	*
1	1	0	PDE_00064	*
1	1	0	PDE_06920	*
1	1	0	PDE_00668	*
1	1	0	PDE_03548	*
1	1	0	PDE_09448	*
1	1	0	PDE_07636	*
1	1	0	PDE_03684	*
1	1	0	PDE_08146	*
1	1	0	PDE_03753	*
1	1	0	PDE_09055	*
1	1	0	PDE_09095	*
1	1	0	PDE_08964	*
1	1	0	PDE_09871	*
1	1	0	PDE_05847	*
1	1	0	PDE_07211	*
1	1	0	PDE_08333	*
1	1	0	PDE_09430	*
1	1	0	PDE_05809	*
1	1	0	PDE_06567	*
1	1	0	PDE_08852	*
1	1	0	PDE_07101	*
1	1	0	PDE_07149	*
1	1	0	PDE_07249	*
1	1	0	PDE_06276	*
1	1	0	PDE_05679	*
1	1	0	PDE_02181	*
1	1	0	PDE_00825	*
1	1	0	PDE_01870	*
1	1	0	PDE_06882	*
1	1	0	PDE_05959	*
1	1	0	PDE_07872	*
1	1	0	PDE_07643	*
1	1	0	PDE_01668	*
1	1	0	PDE_00864	*
1	1	0	PDE_09685	*
1	1	0	PDE_00094	*
1	1	0	PDE_07582	*
1	1	0	PDE_01257	*
1	1	0	PDE_00364	*
1	1	0	PDE_00739	*
1	1	0	PDE_04929	*
1	1	0	PDE_07198	*
1	1	0	PDE_04584	*
1	1	0	PDE_06162	*
1	1	0	PDE_03025	*
1	1	0	PDE_02969	*
1	1	0	PDE_09650	*
1	1	0	PDE_03344	*
1	1	0	PDE_05897	*
1	1	0	PDE_09194	*
1	1	0	PDE_09288	*
1	1	0	PDE_06838	*
1	1	0	PDE_04655	*
1	1	0	PDE_08317	*
1	1	0	PDE_08818	*
1	1	0	PDE_08938	*
1	1	0	PDE_08639	*
1	1	0	PDE_06329	*
1	1	0	PDE_03298	*
1	1	0	PDE_00980	*
1	1	0	PDE_01915	*
1	1	0	PDE_00450	*
1	1	0	PDE_07443	*
1	1	0	PDE_02352	*
1	1	0	PDE_09575	*
1	1	0	PDE_08485	*
1	1	0	PDE_03030	*
1	1	0	PDE_00442	*
1	1	0	PDE_01025	*
1	1	0	PDE_00174	*
1	1	0	PDE_04573	*
1	1	0	PDE_01322	*
1	1	0	PDE_04104	*
1	1	0	PDE_08730	*
1	1	0	PDE_05622	*
1	1	0	PDE_06209	*
1	1	0	PDE_05516	*
1	1	0	PDE_04308	*
1	1	0	PDE_03555	*
1	1	0	PDE_03175	*
1	1	0	PDE_04694	*
1	1	0	PDE_00005	*
1	1	0	PDE_00207	*
1	1	0	PDE_04958	*
1	1	0	PDE_07282	*
1	1	0	PDE_09145	*
1	1	0	PDE_07440	*
1	1	0	PDE_02447	*
1	1	0	PDE_06699	*
1	1	0	PDE_02285	*
1	1	0	PDE_05160	*
1	1	0	PDE_02368	*
1	1	0	PDE_07925	*
1	1	0	PDE_01495	*
1	1	0	PDE_09518	*
1	1	0	PDE_05089	*
1	1	0	PDE_05174	*
1	1	0	PDE_06245	*
1	1	0	PDE_07639	*
1	1	0	PDE_05926	*
1	1	0	PDE_07275	*
1	1	0	PDE_01891	*
1	1	0	PDE_06872	*
1	1	0	PDE_00458	*
1	1	0	PDE_09648	*
1	1	0	PDE_05434	*
1	1	0	PDE_07318	*
1	1	0	PDE_06611	*
1	1	0	PDE_08544	*
1	1	0	PDE_00092	*
1	1	0	PDE_03311	*
1	1	0	PDE_08906	*
1	1	0	PDE_08504	*
1	1	0	PDE_01276	*
1	1	0	PDE_03836	*
1	1	0	PDE_01364	*
1	1	0	PDE_06839	*
1	1	0	PDE_02342	*
1	1	0	PDE_02487	*
1	1	0	PDE_00837	*
1	1	0	PDE_03232	*
1	1	0	PDE_07116	*
1	1	0	PDE_06538	*
1	1	0	PDE_08108	*
1	1	0	PDE_00245	*
1	1	0	PDE_06553	*
1	1	0	PDE_02168	*
1	1	0	PDE_01911	*
1	1	0	PDE_09425	*
1	1	0	PDE_05923	*
1	1	0	PDE_00181	*
1	1	0	PDE_10012	*
1	1	0	PDE_08446	*
1	1	0	PDE_08641	*
1	1	0	PDE_08479	*
1	1	0	PDE_06366	*
1	1	0	PDE_03941	*
1	1	0	PDE_07596	*
1	1	0	PDE_05947	*
1	1	0	PDE_08441	*
1	1	0	PDE_01378	*
1	1	0	PDE_03428	*
1	1	0	PDE_07341	*
1	1	0	PDE_09165	*
1	1	0	PDE_03438	*
1	1	0	PDE_07937	*
1	1	0	PDE_04351	*
1	1	0	PDE_07672	*
1	1	0	PDE_07334	*
1	1	0	PDE_03541	*
1	1	0	PDE_05588	*
1	1	0	PDE_07700	*
1	1	0	PDE_07748	*
1	1	0	PDE_03993	*
1	1	0	PDE_06864	*
1	1	0	PDE_05970	*
1	1	0	PDE_08966	*
1	1	0	PDE_03568	*
1	1	0	PDE_09401	*
1	1	0	PDE_06099	*
1	1	0	PDE_01103	*
1	1	0	PDE_02465	*
1	1	0	PDE_01833	*
1	1	0	PDE_06203	*
1	1	0	PDE_05997	*
1	1	0	PDE_02467	*
1	1	0	PDE_02668	*
1	1	0	PDE_03743	*
1	1	0	PDE_05016	*
1	1	0	PDE_02940	*
1	1	0	PDE_07851	*
1	1	0	PDE_05898	*
1	1	0	PDE_05373	*
1	1	0	PDE_05473	*
1	1	0	PDE_01643	*
1	1	0	PDE_07716	*
1	1	0	PDE_01750	*
1	1	0	PDE_06460	*
1	1	0	PDE_00435	*
1	1	0	PDE_08418	*
1	1	0	PDE_00516	*
1	1	0	PDE_09718	*
1	1	0	PDE_00598	*
1	1	0	PDE_04503	*
1	1	0	PDE_09466	*
1	1	0	PDE_00796	*
1	1	0	PDE_08683	*
1	1	0	PDE_06243	*
1	1	0	PDE_00242	*
1	1	0	PDE_05497	*
1	1	0	PDE_04856	*
1	1	0	PDE_08237	*
1	1	0	PDE_07821	*
1	1	0	PDE_03029	*
1	1	0	PDE_01081	*
1	1	0	PDE_00756	*
1	1	0	PDE_02401	*
1	1	0	PDE_08348	*
1	1	0	PDE_03303	*
1	1	0	PDE_03390	*
1	1	0	PDE_05696	*
1	1	0	PDE_09672	*
1	1	0	*	YAL001C
1	1	0	*	YAL002W
1	1	0	*	YAL008W
1	1	0	*	YAL009W
1	1	0	*	YAL011W
1	1	0	*	YAL013W
1	1	0	*	YAL014C
1	1	0	*	YAL018C
1	1	0	*	YAL024C
1	1	0	*	YAL027W
1	1	0	*	YAL028W
1	1	0	*	YAL029C
1	1	0	*	YAL030W
1	1	0	*	YAL031C
1	1	0	*	YAL034C
1	1	0	*	YAL034W-A
1	1	0	*	YAL037C-A
1	1	0	*	YAL037W
1	1	0	*	YAL040C
1	1	0	*	YAL041W
1	1	0	*	YAL043C
1	1	0	*	YAL046C
1	1	0	*	YAL047C
1	1	0	*	YAL051W
1	1	0	*	YAL055W
1	1	0	*	YAL056W
1	1	0	*	YAL058W
1	1	0	*	YAL059W
1	1	0	*	YAL060W
1	1	0	*	YAL061W
1	1	0	*	YAL063C
1	1	0	*	YAL063C-A
1	1	0	*	YAL064C-A
1	1	0	*	YAL064W
1	1	0	*	YAL064W-B
1	1	0	*	YAL065C
1	1	0	*	YAL067C
1	1	0	*	YAL067W-A
1	1	0	*	YAL068C
1	1	0	*	YAR002C-A
1	1	0	*	YAR002W
1	1	0	*	YAR009C
1	1	0	*	YAR010C
1	1	0	*	YAR014C
1	1	0	*	YAR018C
1	1	0	*	YAR019C
1	1	0	*	YAR020C
1	1	0	*	YAR023C
1	1	0	*	YAR027W
1	1	0	*	YAR028W
1	1	0	*	YAR029W
1	1	0	*	YAR031W
1	1	0	*	YAR033W
1	1	0	*	YAR035C-A
1	1	0	*	YAR050W
1	1	0	*	YAR064W
1	1	0	*	YAR066W
1	1	0	*	YAR068W
1	1	0	*	YBL001C
1	1	0	*	YBL005W
1	1	0	*	YBL005W-A
1	1	0	*	YBL005W-B
1	1	0	*	YBL006C
1	1	0	*	YBL008W-A
1	1	0	*	YBL009W
1	1	0	*	YBL010C
1	1	0	*	YBL014C
1	1	0	*	YBL018C
1	1	0	*	YBL021C
1	1	0	*	YBL025W
1	1	0	*	YBL028C
1	1	0	*	YBL029C-A
1	1	0	*	YBL029W
1	1	0	*	YBL031W
1	1	0	*	YBL032W
1	1	0	*	YBL034C
1	1	0	*	YBL039W-B
1	1	0	*	YBL043W
1	1	0	*	YBL044W
1	1	0	*	YBL045C
1	1	0	*	YBL046W
1	1	0	*	YBL047C
1	1	0	*	YBL051C
1	1	0	*	YBL052C
1	1	0	*	YBL054W
1	1	0	*	YBL059C-A
1	1	0	*	YBL059W
1	1	0	*	YBL060W
1	1	0	*	YBL066C
1	1	0	*	YBL069W
1	1	0	*	YBL071C-B
1	1	0	*	YBL074C
1	1	0	*	YBL081W
1	1	0	*	YBL084C
1	1	0	*	YBL085W
1	1	0	*	YBL086C
1	1	0	*	YBL088C
1	1	0	*	YBL090W
1	1	0	*	YBL091C-A
1	1	0	*	YBL093C
1	1	0	*	YBL100W-A
1	1	0	*	YBL100W-B
1	1	0	*	YBL100W-C
1	1	0	*	YBL101C
1	1	0	*	YBL103C
1	1	0	*	YBL104C
1	1	0	*	YBL107C
1	1	0	*	YBL108C-A
1	1	0	*	YBL111C
1	1	0	*	YBL112C
1	1	0	*	YBL113C
1	1	0	*	YBR005W
1	1	0	*	YBR007C
1	1	0	*	YBR012W-A
1	1	0	*	YBR012W-B
1	1	0	*	YBR013C
1	1	0	*	YBR014C
1	1	0	*	YBR016W
1	1	0	*	YBR022W
1	1	0	*	YBR030W
1	1	0	*	YBR033W
1	1	0	*	YBR036C
1	1	0	*	YBR040W
1	1	0	*	YBR044C
1	1	0	*	YBR045C
1	1	0	*	YBR047W
1	1	0	*	YBR049C
1	1	0	*	YBR050C
1	1	0	*	YBR052C
1	1	0	*	YBR055C
1	1	0	*	YBR056W
1	1	0	*	YBR056W-A
1	1	0	*	YBR057C
1	1	0	*	YBR058C-A
1	1	0	*	YBR059C
1	1	0	*	YBR063C
1	1	0	*	YBR065C
1	1	0	*	YBR066C
1	1	0	*	YBR067C
1	1	0	*	YBR068C
1	1	0	*	YBR069C
1	1	0	*	YBR071W
1	1	0	*	YBR072C-A
1	1	0	*	YBR072W
1	1	0	*	YBR076W
1	1	0	*	YBR077C
1	1	0	*	YBR083W
1	1	0	*	YBR085C-A
1	1	0	*	YBR090C
