# Species	Genes	Alg.-Conn.	Penicillium_sp_2HH.fasta	P.oxalicum_114-2.fasta
2	2	1	PECH_008296	PDE_07646
2	2	1	PECH_008297	PDE_07648
2	2	1	PECH_008298	PDE_07649
2	2	1	PECH_008299	PDE_07650
2	2	1	PECH_008301	PDE_07652
2	2	1	PECH_008302	PDE_07654
2	2	1	PECH_008303	PDE_07657
2	2	1	PECH_008304	PDE_07658
2	2	1	PECH_008305	PDE_07659
2	2	1	PECH_008307	PDE_05481
2	2	1	PECH_008308	PDE_07661
2	2	1	PECH_008309	PDE_07662
2	2	1	PECH_008310	PDE_07663
2	2	1	PECH_008311	PDE_07664
2	2	1	PECH_008312	PDE_07665
2	2	1	PECH_008313	PDE_07666
2	2	1	PECH_008314	PDE_07667
2	2	1	PECH_008316	PDE_07668
2	2	1	PECH_008317	PDE_07669
2	2	1	PECH_008318	PDE_07670
2	2	1	PECH_008319	PDE_07671
2	2	1	PECH_008320	PDE_07672
2	2	1	PECH_008322	PDE_04732
2	2	1	PECH_008323	PDE_04733
2	2	1	PECH_008324	PDE_04734
2	2	1	PECH_008325	PDE_04735
2	2	1	PECH_008326	PDE_04736
2	2	1	PECH_008327	PDE_04737
2	2	1	PECH_008328	PDE_04738
2	2	1	PECH_008330	PDE_04739
2	2	1	PECH_008331	PDE_04740
2	2	1	PECH_008332	PDE_04741
2	2	1	PECH_008333	PDE_04742
2	2	1	PECH_008334	PDE_04743
2	2	1	PECH_008335	PDE_04744
2	2	1	PECH_008336	PDE_04745
2	2	1	PECH_008337	PDE_04746
2	2	1	PECH_008338	PDE_04748
2	2	1	PECH_008339	PDE_04749
2	2	1	PECH_008340	PDE_04866
2	2	1	PECH_008341	PDE_04865
2	2	1	PECH_008342	PDE_04864
2	2	1	PECH_008343	PDE_04863
2	2	1	PECH_008344	PDE_04862
2	2	1	PECH_008345	PDE_04861
2	2	1	PECH_008347	PDE_04859
2	2	1	PECH_008348	PDE_04858
2	2	1	PECH_008349	PDE_04857
2	2	1	PECH_008350	PDE_04856
2	2	1	PECH_008351	PDE_04854
2	2	1	PECH_008354	PDE_04850
2	2	1	PECH_008355	PDE_04849
2	2	1	PECH_008356	PDE_04847
2	2	1	PECH_008357	PDE_04846
2	2	1	PECH_008358	PDE_04845
2	2	1	PECH_008359	PDE_04844
2	2	1	PECH_008360	PDE_04843
2	2	1	PECH_008362	PDE_05815
2	2	1	PECH_008363	PDE_05365
2	2	1	PECH_008364	PDE_05364
2	2	1	PECH_008365	PDE_05363
2	2	1	PECH_008366	PDE_05362
2	2	1	PECH_008367	PDE_05361
2	2	1	PECH_008370	PDE_05357
2	2	1	PECH_008371	PDE_05355
2	2	1	PECH_008372	PDE_05354
2	2	1	PECH_008373	PDE_05353
2	2	1	PECH_008374	PDE_05351
2	2	1	PECH_008375	PDE_05350
2	2	1	PECH_008376	PDE_05349
2	2	1	PECH_008377	PDE_05348
2	2	1	PECH_008378	PDE_05347
2	2	1	PECH_008379	PDE_05346
2	2	1	PECH_008381	PDE_05342
2	2	1	PECH_008382	PDE_05341
2	2	1	PECH_008383	PDE_05340
2	2	1	PECH_008384	PDE_05339
2	2	1	PECH_008386	PDE_05337
2	2	1	PECH_008387	PDE_05336
2	2	1	PECH_008388	PDE_05335
2	2	1	PECH_008389	PDE_05334
2	2	1	PECH_008390	PDE_05333
2	2	1	PECH_008391	PDE_05332
2	2	1	PECH_008392	PDE_05331
2	2	1	PECH_008393	PDE_05330
2	2	1	PECH_008394	PDE_05329
2	2	1	PECH_008395	PDE_05328
2	2	1	PECH_008396	PDE_05327
2	2	1	PECH_008397	PDE_06928
2	2	1	PECH_008398	PDE_06927
2	2	1	PECH_008399	PDE_06926
2	2	1	PECH_008400	PDE_06924
2	2	1	PECH_008401	PDE_06923
2	2	1	PECH_008402	PDE_06922
2	2	1	PECH_008403	PDE_06921
2	2	1	PECH_008404	PDE_06920
2	2	1	PECH_008405	PDE_06918
2	2	1	PECH_008407	PDE_06917
2	2	1	PECH_008408	PDE_06916
2	2	1	PECH_008409	PDE_06915
2	2	1	PECH_008410	PDE_06913
2	2	1	PECH_008411	PDE_06912
2	2	1	PECH_008412	PDE_06909
2	2	1	PECH_008413	PDE_06907
2	2	1	PECH_008415	PDE_06904
2	2	1	PECH_008416	PDE_06902
2	2	1	PECH_008417	PDE_06899
2	2	1	PECH_008425	PDE_06897
2	2	1	PECH_008426	PDE_06896
2	2	1	PECH_008427	PDE_06895
2	2	1	PECH_008428	PDE_06894
2	2	1	PECH_008429	PDE_06892
2	2	1	PECH_008430	PDE_06891
2	2	1	PECH_008434	PDE_09654
2	2	1	PECH_008435	PDE_09655
2	2	1	PECH_008436	PDE_09656
2	2	1	PECH_008437	PDE_09657
2	2	1	PECH_008438	PDE_09642
2	2	1	PECH_008439	PDE_09641
2	2	1	PECH_008440	PDE_09640
2	2	1	PECH_008442	PDE_09637
2	2	1	PECH_008443	PDE_09636
2	2	1	PECH_008444	PDE_09635
2	2	1	PECH_008445	PDE_09634
2	2	1	PECH_008446	PDE_09633
2	2	1	PECH_008449	PDE_09632
2	2	1	PECH_008450	PDE_09631
2	2	1	PECH_008451	PDE_09630
2	2	1	PECH_008452	PDE_09797
2	2	1	PECH_008453	PDE_09628
2	2	1	PECH_008458	PDE_09626
2	2	1	PECH_008460	PDE_09623
2	2	1	PECH_008461	PDE_09620
2	2	1	PECH_008462	PDE_09618
2	2	1	PECH_008463	PDE_09617
2	2	1	PECH_008464	PDE_09616
2	2	1	PECH_008465	PDE_09615
2	2	1	PECH_008466	PDE_09614
2	2	1	PECH_008467	PDE_09613
2	2	1	PECH_008468	PDE_09612
2	2	1	PECH_008470	PDE_09611
2	2	1	PECH_008471	PDE_09610
2	2	1	PECH_008473	PDE_09609
2	2	1	PECH_008474	PDE_09608
2	2	1	PECH_008475	PDE_09607
2	2	1	PECH_008476	PDE_09605
2	2	1	PECH_008477	PDE_09604
2	2	1	PECH_008478	PDE_09062
2	2	1	PECH_008479	PDE_09061
2	2	1	PECH_008480	PDE_09060
2	2	1	PECH_008481	PDE_09059
2	2	1	PECH_008482	PDE_09058
2	2	1	PECH_008483	PDE_09056
2	2	1	PECH_008484	PDE_09055
2	2	1	PECH_008485	PDE_09054
2	2	1	PECH_008486	PDE_09053
2	2	1	PECH_008487	PDE_09052
2	2	1	PECH_008488	PDE_09051
2	2	1	PECH_008489	PDE_09050
2	2	1	PECH_008491	PDE_09048
2	2	1	PECH_008492	PDE_09047
2	2	1	PECH_008494	PDE_09045
2	2	1	PECH_008496	PDE_09043
2	2	1	PECH_008497	PDE_09042
2	2	1	PECH_008498	PDE_09041
2	2	1	PECH_008499	PDE_09040
2	2	1	PECH_008500	PDE_09038
2	2	1	PECH_008501	PDE_09037
2	2	1	PECH_008502	PDE_09036
2	2	1	PECH_008503	PDE_09035
2	2	1	PECH_008505	PDE_09034
2	2	1	PECH_008506	PDE_09033
2	2	1	PECH_008507	PDE_09032
2	2	1	PECH_008508	PDE_04087
2	2	1	PECH_008509	PDE_09031
2	2	1	PECH_008510	PDE_09030
2	2	1	PECH_008511	PDE_09028
2	2	1	PECH_008512	PDE_09027
2	2	1	PECH_008513	PDE_09026
2	2	1	PECH_008514	PDE_09025
2	2	1	PECH_008516	PDE_09862
2	2	1	PECH_008517	PDE_09861
2	2	1	PECH_008518	PDE_09860
2	2	1	PECH_008519	PDE_09859
2	2	1	PECH_008520	PDE_09858
2	2	1	PECH_008521	PDE_09857
2	2	1	PECH_008522	PDE_09856
2	2	1	PECH_008524	PDE_09855
2	2	1	PECH_008525	PDE_09852
2	2	1	PECH_008526	PDE_09851
2	2	1	PECH_008527	PDE_09850
2	2	1	PECH_008528	PDE_09879
2	2	1	PECH_008529	PDE_09880
2	2	1	PECH_008530	PDE_09881
2	2	1	PECH_008531	PDE_09882
2	2	1	PECH_008532	PDE_09883
2	2	1	PECH_008533	PDE_09884
2	2	1	PECH_008534	PDE_09885
2	2	1	PECH_008535	PDE_09887
2	2	1	PECH_008536	PDE_09888
2	2	1	PECH_008538	PDE_09889
2	2	1	PECH_008539	PDE_09890
2	2	1	PECH_008540	PDE_09891
2	2	1	PECH_008541	PDE_09892
2	2	1	PECH_008542	PDE_09893
2	2	1	PECH_008543	PDE_09894
2	2	1	PECH_008544	PDE_09895
2	2	1	PECH_008545	PDE_09896
2	2	1	PECH_008547	PDE_09897
2	2	1	PECH_008548	PDE_09899
2	2	1	PECH_008549	PDE_09900
2	2	1	PECH_008550	PDE_09901
2	2	1	PECH_008551	PDE_09475
2	2	1	PECH_008552	PDE_09477
2	2	1	PECH_008553	PDE_09478
2	2	1	PECH_008554	PDE_09480
2	2	1	PECH_008555	PDE_09481
2	2	1	PECH_008556	PDE_09482
2	2	1	PECH_008557	PDE_09484
2	2	1	PECH_008558	PDE_09485
2	2	1	PECH_008560	PDE_09486
2	2	1	PECH_008561	PDE_09487
2	2	1	PECH_008562	PDE_09488
2	2	1	PECH_008563	PDE_09489
2	2	1	PECH_008564	PDE_09490
2	2	1	PECH_008565	PDE_09491
2	2	1	PECH_008566	PDE_09492
2	2	1	PECH_008567	PDE_09494
2	2	1	PECH_008568	PDE_09495
2	2	1	PECH_008569	PDE_09496
2	2	1	PECH_008570	PDE_09497
2	2	1	PECH_008571	PDE_09498
2	2	1	PECH_008572	PDE_09499
2	2	1	PECH_008573	PDE_09500
2	2	1	PECH_008574	PDE_09501
2	2	1	PECH_008575	PDE_09502
2	2	1	PECH_008576	PDE_09504
2	2	1	PECH_008577	PDE_09505
2	2	1	PECH_008578	PDE_09506
2	2	1	PECH_008580	PDE_09514
2	2	1	PECH_008581	PDE_09513
2	2	1	PECH_008582	PDE_09512
2	2	1	PECH_008583	PDE_09511
2	2	1	PECH_008584	PDE_09510
2	2	1	PECH_008585	PDE_09509
2	2	1	PECH_008587	PDE_09507
2	2	1	PECH_008588	PDE_09515
2	2	1	PECH_008589	PDE_09516
2	2	1	PECH_008590	PDE_09517
2	2	1	PECH_008591	PDE_09518
2	2	1	PECH_008592	PDE_09519
2	2	1	PECH_008594	PDE_09520
2	2	1	PECH_008595	PDE_09521
2	2	1	PECH_008597	PDE_09522
2	2	1	PECH_008598	PDE_09523
2	2	1	PECH_008599	PDE_09525
2	2	1	PECH_008600	PDE_09527
2	2	1	PECH_008601	PDE_09531
2	2	1	PECH_008602	PDE_09532
2	2	1	PECH_008603	PDE_09534
2	2	1	PECH_008604	PDE_09535
2	2	1	PECH_008605	PDE_09536
2	2	1	PECH_008606	PDE_09537
2	2	1	PECH_008607	PDE_09538
2	2	1	PECH_008608	PDE_09540
2	2	1	PECH_008609	PDE_09542
2	2	1	PECH_008610	PDE_09543
2	2	1	PECH_008611	PDE_09544
2	2	1	PECH_008612	PDE_09545
2	2	1	PECH_008613	PDE_09546
2	2	1	PECH_008614	PDE_09547
2	2	1	PECH_008615	PDE_09548
2	2	1	PECH_008616	PDE_09549
2	2	1	PECH_008617	PDE_09550
2	2	1	PECH_008618	PDE_09551
2	2	1	PECH_008620	PDE_09552
2	2	1	PECH_008621	PDE_09553
2	2	1	PECH_008622	PDE_09554
2	2	1	PECH_008623	PDE_09555
2	2	1	PECH_008624	PDE_09556
2	2	1	PECH_008625	PDE_09558
2	2	1	PECH_008626	PDE_09559
2	2	1	PECH_008627	PDE_09560
2	2	1	PECH_008628	PDE_09561
2	2	1	PECH_008629	PDE_09562
2	2	1	PECH_008630	PDE_09563
2	2	1	PECH_008631	PDE_09564
2	2	1	PECH_008632	PDE_09565
2	2	1	PECH_008633	PDE_09566
2	2	1	PECH_008634	PDE_09567
2	2	1	PECH_008635	PDE_09568
2	2	1	PECH_008636	PDE_09569
2	2	1	PECH_008637	PDE_09570
2	2	1	PECH_008638	PDE_09571
2	2	1	PECH_008642	PDE_09572
2	2	1	PECH_008643	PDE_09573
2	2	1	PECH_008644	PDE_09574
2	2	1	PECH_008645	PDE_09578
2	2	1	PECH_008646	PDE_09579
2	2	1	PECH_008650	PDE_09581
2	2	1	PECH_008651	PDE_09582
2	2	1	PECH_008652	PDE_09583
2	2	1	PECH_008653	PDE_09585
2	2	1	PECH_008654	PDE_09586
2	2	1	PECH_008655	PDE_09587
2	2	1	PECH_008656	PDE_09588
2	2	1	PECH_008657	PDE_09589
2	2	1	PECH_008658	PDE_09590
2	2	1	PECH_008659	PDE_09593
2	2	1	PECH_008660	PDE_09594
2	2	1	PECH_008661	PDE_09595
2	2	1	PECH_008662	PDE_09596
2	2	1	PECH_008663	PDE_09597
2	2	1	PECH_008664	PDE_09598
2	2	1	PECH_008665	PDE_09599
2	2	1	PECH_008666	PDE_09601
2	2	1	PECH_008667	PDE_09602
2	2	1	PECH_008668	PDE_09603
2	2	1	PECH_008669	PDE_08804
2	2	1	PECH_008670	PDE_08803
2	2	1	PECH_008684	PDE_08797
2	2	1	PECH_008685	PDE_08796
2	2	1	PECH_008686	PDE_08795
2	2	1	PECH_008687	PDE_08794
2	2	1	PECH_008688	PDE_08792
2	2	1	PECH_008689	PDE_08791
2	2	1	PECH_008690	PDE_08790
2	2	1	PECH_008691	PDE_08789
2	2	1	PECH_008694	PDE_08787
2	2	1	PECH_008695	PDE_08788
2	2	1	PECH_008696	PDE_08785
2	2	1	PECH_008697	PDE_08784
2	2	1	PECH_008698	PDE_08782
2	2	1	PECH_008699	PDE_08781
2	2	1	PECH_008700	PDE_08780
2	2	1	PECH_008701	PDE_08779
2	2	1	PECH_008702	PDE_08777
2	2	1	PECH_008703	PDE_08776
2	2	1	PECH_008704	PDE_08775
2	2	1	PECH_008705	PDE_08774
2	2	1	PECH_008706	PDE_08773
2	2	1	PECH_008707	PDE_08772
2	2	1	PECH_008708	PDE_08771
2	2	1	PECH_008709	PDE_08770
2	2	1	PECH_008710	PDE_08768
2	2	1	PECH_008711	PDE_08767
2	2	1	PECH_008712	PDE_01222
2	2	1	PECH_008713	PDE_01221
2	2	1	PECH_008714	PDE_01220
2	2	1	PECH_008715	PDE_01219
2	2	1	PECH_008716	PDE_01218
2	2	1	PECH_008717	PDE_04021
2	2	1	PECH_008718	PDE_01216
2	2	1	PECH_008719	PDE_01215
2	2	1	PECH_008720	PDE_01214
2	2	1	PECH_008721	PDE_01213
2	2	1	PECH_008722	PDE_01212
2	2	1	PECH_008723	PDE_01211
2	2	1	PECH_008724	PDE_01201
2	2	1	PECH_008725	PDE_01209
2	2	1	PECH_008726	PDE_01208
2	2	1	PECH_008727	PDE_01207
2	2	1	PECH_008729	PDE_01206
2	2	1	PECH_008730	PDE_01205
2	2	1	PECH_008732	PDE_01202
2	2	1	PECH_008734	PDE_01200
2	2	1	PECH_008735	PDE_01199
2	2	1	PECH_008736	PDE_01198
2	2	1	PECH_008737	PDE_04764
2	2	1	PECH_008738	PDE_04768
2	2	1	PECH_008740	PDE_04769
2	2	1	PECH_008742	PDE_04771
2	2	1	PECH_008743	PDE_04772
2	2	1	PECH_008744	PDE_04773
2	2	1	PECH_008745	PDE_04775
2	2	1	PECH_008746	PDE_04776
2	2	1	PECH_008747	PDE_04777
2	2	1	PECH_008748	PDE_04778
2	2	1	PECH_008749	PDE_04780
2	2	1	PECH_008751	PDE_04786
2	2	1	PECH_008752	PDE_04787
2	2	1	PECH_008753	PDE_04788
2	2	1	PECH_008754	PDE_04789
2	2	1	PECH_008755	PDE_04790
2	2	1	PECH_008756	PDE_04791
2	2	1	PECH_008757	PDE_04792
2	2	1	PECH_008758	PDE_04793
2	2	1	PECH_008760	PDE_04795
2	2	1	PECH_008761	PDE_04797
2	2	1	PECH_008762	PDE_03521
2	2	1	PECH_008763	PDE_04798
2	2	1	PECH_008764	PDE_04799
2	2	1	PECH_008765	PDE_04800
2	2	1	PECH_008766	PDE_04801
2	2	1	PECH_008767	PDE_04802
2	2	1	PECH_008768	PDE_04804
2	2	1	PECH_008769	PDE_04805
2	2	1	PECH_008770	PDE_04806
2	2	1	PECH_008771	PDE_04807
2	2	1	PECH_008772	PDE_04808
2	2	1	PECH_008773	PDE_04809
2	2	1	PECH_008774	PDE_04810
2	2	1	PECH_008775	PDE_04811
2	2	1	PECH_008776	PDE_04812
2	2	1	PECH_008777	PDE_04813
2	2	1	PECH_008780	PDE_01466
2	2	1	PECH_008781	PDE_10009
2	2	1	PECH_008782	PDE_02203
2	2	1	PECH_008783	PDE_00801
2	2	1	PECH_008789	PDE_00789
2	2	1	PECH_008791	PDE_01556
2	2	1	PECH_008792	PDE_08023
2	2	1	PECH_008793	PDE_08022
2	2	1	PECH_008794	PDE_08021
2	2	1	PECH_008795	PDE_08020
2	2	1	PECH_008796	PDE_08019
2	2	1	PECH_008797	PDE_08018
2	2	1	PECH_008798	PDE_08017
2	2	1	PECH_008799	PDE_08016
2	2	1	PECH_008800	PDE_08014
2	2	1	PECH_008801	PDE_08013
2	2	1	PECH_008803	PDE_08011
2	2	1	PECH_008804	PDE_08010
2	2	1	PECH_008805	PDE_08009
2	2	1	PECH_008806	PDE_08008
2	2	1	PECH_008807	PDE_08007
2	2	1	PECH_008809	PDE_08004
2	2	1	PECH_008810	PDE_08002
2	2	1	PECH_008811	PDE_08001
2	2	1	PECH_008812	PDE_08000
2	2	1	PECH_008813	PDE_07999
2	2	1	PECH_008814	PDE_07998
2	2	1	PECH_008815	PDE_07996
2	2	1	PECH_008816	PDE_04974
2	2	1	PECH_008817	PDE_04973
2	2	1	PECH_008818	PDE_04972
2	2	1	PECH_008819	PDE_04971
2	2	1	PECH_008820	PDE_04970
2	2	1	PECH_008821	PDE_04968
2	2	1	PECH_008822	PDE_04967
2	2	1	PECH_008823	PDE_04966
2	2	1	PECH_008824	PDE_04965
2	2	1	PECH_008825	PDE_04964
2	2	1	PECH_008826	PDE_04963
2	2	1	PECH_008827	PDE_04962
2	2	1	PECH_008828	PDE_04961
2	2	1	PECH_008829	PDE_04960
2	2	1	PECH_008830	PDE_04959
2	2	1	PECH_008831	PDE_04958
2	2	1	PECH_008832	PDE_04957
2	2	1	PECH_008834	PDE_04954
2	2	1	PECH_008835	PDE_04953
2	2	1	PECH_008836	PDE_04951
2	2	1	PECH_008837	PDE_04950
2	2	1	PECH_008838	PDE_04949
2	2	1	PECH_008839	PDE_04948
2	2	1	PECH_008840	PDE_04947
2	2	1	PECH_008841	PDE_04946
2	2	1	PECH_008842	PDE_04944
2	2	1	PECH_008843	PDE_04943
2	2	1	PECH_008844	PDE_04942
2	2	1	PECH_008847	PDE_04940
2	2	1	PECH_008848	PDE_04939
2	2	1	PECH_008849	PDE_04938
2	2	1	PECH_008850	PDE_04937
2	2	1	PECH_008851	PDE_04936
2	2	1	PECH_008853	PDE_04935
2	2	1	PECH_008855	PDE_09064
2	2	1	PECH_008856	PDE_09066
2	2	1	PECH_008857	PDE_09067
2	2	1	PECH_008859	PDE_09071
2	2	1	PECH_008860	PDE_09072
2	2	1	PECH_008861	PDE_09073
2	2	1	PECH_008862	PDE_09074
2	2	1	PECH_008863	PDE_09075
2	2	1	PECH_008864	PDE_09076
2	2	1	PECH_008865	PDE_09077
2	2	1	PECH_008866	PDE_09078
2	2	1	PECH_008867	PDE_09079
2	2	1	PECH_008868	PDE_09080
2	2	1	PECH_008869	PDE_09081
2	2	1	PECH_008870	PDE_09082
2	2	1	PECH_008871	PDE_09083
2	2	1	PECH_008872	PDE_09084
2	2	1	PECH_008873	PDE_09085
2	2	1	PECH_008874	PDE_09086
2	2	1	PECH_008875	PDE_09087
2	2	1	PECH_008876	PDE_09088
2	2	1	PECH_008877	PDE_09089
2	2	1	PECH_008878	PDE_09090
2	2	1	PECH_008879	PDE_09091
2	2	1	PECH_008880	PDE_07575
2	2	1	PECH_008885	PDE_05006
2	2	1	PECH_008887	PDE_05007
2	2	1	PECH_008888	PDE_05008
2	2	1	PECH_008889	PDE_05009
2	2	1	PECH_008890	PDE_05010
2	2	1	PECH_008891	PDE_05012
2	2	1	PECH_008892	PDE_05013
2	2	1	PECH_008893	PDE_05014
2	2	1	PECH_008894	PDE_05015
2	2	1	PECH_008895	PDE_05016
2	2	1	PECH_008896	PDE_05017
2	2	1	PECH_008897	PDE_05019
2	2	1	PECH_008898	PDE_05020
2	2	1	PECH_008899	PDE_05021
2	2	1	PECH_008900	PDE_05023
2	2	1	PECH_008901	PDE_05024
2	2	1	PECH_008902	PDE_05025
2	2	1	PECH_008903	PDE_05026
2	2	1	PECH_008904	PDE_05027
2	2	1	PECH_008905	PDE_05028
2	2	1	PECH_008906	PDE_05029
2	2	1	PECH_008907	PDE_05030
2	2	1	PECH_008908	PDE_05031
2	2	1	PECH_008909	PDE_05032
2	2	1	PECH_008910	PDE_05033
2	2	1	PECH_008911	PDE_05034
2	2	1	PECH_008912	PDE_05035
2	2	1	PECH_008913	PDE_05036
2	2	1	PECH_008914	PDE_05037
2	2	1	PECH_008915	PDE_05038
2	2	1	PECH_008916	PDE_05039
2	2	1	PECH_008917	PDE_05040
2	2	1	PECH_008918	PDE_05042
2	2	1	PECH_008919	PDE_05043
2	2	1	PECH_008920	PDE_05044
2	2	1	PECH_008921	PDE_05045
2	2	1	PECH_008922	PDE_02672
2	2	1	PECH_008923	PDE_02674
2	2	1	PECH_008924	PDE_02675
2	2	1	PECH_008925	PDE_02676
2	2	1	PECH_008926	PDE_02677
2	2	1	PECH_008928	PDE_02678
2	2	1	PECH_008929	PDE_02679
2	2	1	PECH_008930	PDE_02681
2	2	1	PECH_008931	PDE_02684
2	2	1	PECH_008932	PDE_02685
2	2	1	PECH_008933	PDE_02686
2	2	1	PECH_008934	PDE_02687
2	2	1	PECH_008935	PDE_02688
2	2	1	PECH_008936	PDE_02689
2	2	1	PECH_008938	PDE_02690
2	2	1	PECH_008939	PDE_02691
2	2	1	PECH_008940	PDE_02692
2	2	1	PECH_008941	PDE_02693
2	2	1	PECH_008942	PDE_02694
2	2	1	PECH_008944	PDE_02695
2	2	1	PECH_008945	PDE_02698
2	2	1	PECH_008946	PDE_02700
2	2	1	PECH_008947	PDE_02701
2	2	1	PECH_008948	PDE_02702
2	2	1	PECH_008949	PDE_02704
2	2	1	PECH_008953	PDE_02707
2	2	1	PECH_008954	PDE_02708
2	2	1	PECH_008955	PDE_02709
2	2	1	PECH_008956	PDE_02710
2	2	1	PECH_008957	PDE_02711
2	2	1	PECH_008958	PDE_02712
2	2	1	PECH_008960	PDE_02713
2	2	1	PECH_000001	PDE_01851
2	2	1	PECH_008963	PDE_03957
2	2	1	PECH_008964	PDE_06619
2	2	1	PECH_008965	PDE_06620
2	2	1	PECH_008966	PDE_06621
2	2	1	PECH_008967	PDE_06623
2	2	1	PECH_008970	PDE_06624
2	2	1	PECH_008974	PDE_06625
2	2	1	PECH_008975	PDE_06626
2	2	1	PECH_008976	PDE_06627
2	2	1	PECH_008977	PDE_06628
2	2	1	PECH_008978	PDE_06630
2	2	1	PECH_008979	PDE_06631
2	2	1	PECH_008980	PDE_06632
2	2	1	PECH_008981	PDE_06633
2	2	1	PECH_008982	PDE_06635
2	2	1	PECH_008983	PDE_06637
2	2	1	PECH_008984	PDE_06638
2	2	1	PECH_008985	PDE_06640
2	2	1	PECH_008986	PDE_06642
2	2	1	PECH_008988	PDE_06648
2	2	1	PECH_008989	PDE_06649
2	2	1	PECH_008990	PDE_00799
2	2	1	PECH_008991	PDE_06650
2	2	1	PECH_008992	PDE_06651
2	2	1	PECH_008994	PDE_06652
2	2	1	PECH_008995	PDE_06653
2	2	1	PECH_008996	PDE_06862
2	2	1	PECH_008998	PDE_09186
2	2	1	PECH_008999	PDE_09187
2	2	1	PECH_009001	PDE_05081
2	2	1	PECH_009003	PDE_06498
2	2	1	PECH_009004	PDE_09195
2	2	1	PECH_009006	PDE_09203
2	2	1	PECH_009007	PDE_04108
2	2	1	PECH_009009	PDE_09205
2	2	1	PECH_009010	PDE_09206
2	2	1	PECH_009011	PDE_09207
2	2	1	PECH_009012	PDE_09208
2	2	1	PECH_009013	PDE_09209
2	2	1	PECH_009014	PDE_09210
2	2	1	PECH_009016	PDE_09189
2	2	1	PECH_009017	PDE_06204
2	2	1	PECH_009018	PDE_09215
2	2	1	PECH_009019	PDE_09216
2	2	1	PECH_009020	PDE_09218
2	2	1	PECH_009022	PDE_09221
2	2	1	PECH_009023	PDE_09222
2	2	1	PECH_009024	PDE_09223
2	2	1	PECH_009025	PDE_09224
2	2	1	PECH_009026	PDE_09225
2	2	1	PECH_009029	PDE_09226
2	2	1	PECH_009031	PDE_09214
2	2	1	PECH_009032	PDE_08837
2	2	1	PECH_009034	PDE_00137
2	2	1	PECH_009035	PDE_03026
2	2	1	PECH_009036	PDE_04897
1	1	0	*	PDE_09744
1	1	0	*	PDE_10007
1	1	0	*	PDE_03623
1	1	0	*	PDE_03620
1	1	0	*	PDE_01655
1	1	0	*	PDE_01629
1	1	0	*	PDE_03956
1	1	0	*	PDE_07938
1	1	0	*	PDE_06027
1	1	0	*	PDE_03289
1	1	0	*	PDE_00443
1	1	0	*	PDE_04543
1	1	0	*	PDE_04025
1	1	0	*	PDE_09379
1	1	0	*	PDE_10004
1	1	0	*	PDE_00168
1	1	0	*	PDE_09743
1	1	0	*	PDE_06601
1	1	0	*	PDE_06615
1	1	0	*	PDE_06154
1	1	0	*	PDE_05935
1	1	0	*	PDE_04015
1	1	0	*	PDE_09742
1	1	0	*	PDE_07005
1	1	0	*	PDE_02945
1	1	0	*	PDE_04656
1	1	0	*	PDE_01068
1	1	0	*	PDE_02194
1	1	0	*	PDE_06330
1	1	0	*	PDE_04384
1	1	0	*	PDE_06280
1	1	0	*	PDE_06153
1	1	0	*	PDE_09192
1	1	0	*	PDE_09201
1	1	0	*	PDE_09376
1	1	0	*	PDE_09347
1	1	0	*	PDE_03991
1	1	0	*	PDE_04562
1	1	0	*	PDE_00802
1	1	0	*	PDE_00693
1	1	0	*	PDE_06910
1	1	0	*	PDE_00803
1	1	0	*	PDE_05902
1	1	0	*	PDE_09730
1	1	0	*	PDE_03654
1	1	0	*	PDE_03461
1	1	0	*	PDE_06038
1	1	0	*	PDE_06708
1	1	0	*	PDE_04785
1	1	0	*	PDE_08868
1	1	0	*	PDE_04027
1	1	0	*	PDE_07045
1	1	0	*	PDE_03424
1	1	0	*	PDE_06742
1	1	0	*	PDE_04437
1	1	0	*	PDE_07839
1	1	0	*	PDE_01842
1	1	0	*	PDE_05306
1	1	0	*	PDE_02273
1	1	0	*	PDE_03602
1	1	0	*	PDE_03983
1	1	0	*	PDE_06587
1	1	0	*	PDE_08575
1	1	0	*	PDE_00570
1	1	0	*	PDE_07837
1	1	0	*	PDE_07152
1	1	0	*	PDE_02338
1	1	0	*	PDE_06256
1	1	0	*	PDE_02822
1	1	0	*	PDE_03242
1	1	0	*	PDE_05685
1	1	0	*	PDE_09204
1	1	0	*	PDE_04544
1	1	0	*	PDE_02178
1	1	0	*	PDE_02288
1	1	0	*	PDE_04153
1	1	0	*	PDE_04379
1	1	0	*	PDE_09246
1	1	0	*	PDE_05452
1	1	0	*	PDE_03762
1	1	0	*	PDE_04654
1	1	0	*	PDE_06299
1	1	0	*	PDE_00528
1	1	0	*	PDE_00001
1	1	0	*	PDE_02697
1	1	0	*	PDE_00468
1	1	0	*	PDE_00025
1	1	0	*	PDE_01465
1	1	0	*	PDE_09137
1	1	0	*	PDE_01882
1	1	0	*	PDE_09793
1	1	0	*	PDE_06050
1	1	0	*	PDE_06109
1	1	0	*	PDE_04350
1	1	0	*	PDE_09420
1	1	0	*	PDE_00809
1	1	0	*	PDE_03600
1	1	0	*	PDE_05948
1	1	0	*	PDE_05589
1	1	0	*	PDE_00513
1	1	0	*	PDE_06646
1	1	0	*	PDE_00184
1	1	0	*	PDE_01338
1	1	0	*	PDE_04195
1	1	0	*	PDE_00811
1	1	0	*	PDE_03492
1	1	0	*	PDE_00384
