# Species	Genes	Alg.-Conn.	Penicillium_sp_2HH.fasta	A.nidulans_FGSC_A4_v.s10-m04-r16.fasta
1	1	0	*	AN2018
1	1	0	*	AN10899
1	1	0	*	AN4720
1	1	0	*	AN12004
1	1	0	*	AN8161
1	1	0	*	AN9382
1	1	0	*	AN0208
1	1	0	*	AN1823
1	1	0	*	AN1168-uORF
1	1	0	*	AN20001
1	1	0	*	AN6770
1	1	0	*	AN7941
1	1	0	*	AN12067
1	1	0	*	AN1029
1	1	0	*	AN9216
1	1	0	*	AN5117
1	1	0	*	AN1717
1	1	0	*	AN11971
1	1	0	*	AN1072
1	1	0	*	AN6478
1	1	0	*	AN8468
1	1	0	*	AN2548
1	1	0	*	AN8131
1	1	0	*	AN4597-uORF
1	1	0	*	AN8341
1	1	0	*	AN8819
1	1	0	*	AN3384
1	1	0	*	AN10218
1	1	0	*	AN11098
1	1	0	*	AN11544
1	1	0	*	AN3637
1	1	0	*	AN3151
1	1	0	*	AN1336
1	1	0	*	AN0343
1	1	0	*	AN3873
1	1	0	*	AN6777
1	1	0	*	AN5423
1	1	0	*	AN5471
1	1	0	*	AN11823
1	1	0	*	AN4865
1	1	0	*	AN8138
1	1	0	*	AN3214
1	1	0	*	AN0029
1	1	0	*	AN2598
1	1	0	*	AN8967
1	1	0	*	AN0737
1	1	0	*	AN10043
1	1	0	*	AN1463
1	1	0	*	AN4012
1	1	0	*	AN2362
1	1	0	*	AN11050
1	1	0	*	AN11585
1	1	0	*	AN10751
1	1	0	*	AN1341-uORF
1	1	0	*	AN3397
1	1	0	*	AN5260
1	1	0	*	AN3561
1	1	0	*	AN8407
1	1	0	*	AN2959
1	1	0	*	AN12009
1	1	0	*	AN9262
1	1	0	*	AN6811
1	1	0	*	AN6957
1	1	0	*	AN4924
1	1	0	*	AN3144-uORF
1	1	0	*	AN5500
1	1	0	*	AN2727
1	1	0	*	AN1914
1	1	0	*	AN4339
1	1	0	*	AN11527
1	1	0	*	AN10035
1	1	0	*	AN3475
1	1	0	*	AN11387
1	1	0	*	AN6019
1	1	0	*	AN0542
1	1	0	*	AN11078
1	1	0	*	AN2369
1	1	0	*	AN1300
1	1	0	*	AN7822
1	1	0	*	AN3136
1	1	0	*	AN3997
1	1	0	*	AN5359
1	1	0	*	AN10796
1	1	0	*	AN6153
1	1	0	*	AN11091
1	1	0	*	AN9456
1	1	0	*	AN1812
1	1	0	*	AN11955
1	1	0	*	AN6134
1	1	0	*	AN5863
1	1	0	*	AN2479
1	1	0	*	AN7613
1	1	0	*	AN4121
1	1	0	*	AN7071
1	1	0	*	AN9532
1	1	0	*	AN4673
1	1	0	*	AN7078
1	1	0	*	AN3197
1	1	0	*	AN2698
1	1	0	*	AN1214
1	1	0	*	AN1501
1	1	0	*	AN11748
1	1	0	*	AN10471
1	1	0	*	AN11953
1	1	0	*	AN7153
1	1	0	*	AN9442
1	1	0	*	AN8575
1	1	0	*	AN7158
1	1	0	*	AN4157
1	1	0	*	AN2950
1	1	0	*	AN3294
1	1	0	*	AN1033
1	1	0	*	AN10004
1	1	0	*	AN12022
1	1	0	*	AN5663
1	1	0	*	AN10787
1	1	0	*	AN8037
1	1	0	*	AN6379
1	1	0	*	AN9024
1	1	0	*	AN3518
1	1	0	*	AN7592
1	1	0	*	AN11697
1	1	0	*	AN0959
1	1	0	*	AN3482
1	1	0	*	AN8552
1	1	0	*	AN2777
1	1	0	*	AN11909
1	1	0	*	AN1978
1	1	0	*	AN10366
1	1	0	*	AN11717
1	1	0	*	AN11510
1	1	0	*	AN2322
1	1	0	*	AN4527
1	1	0	*	AN7909
1	1	0	*	AN1707
1	1	0	*	AN5227
1	1	0	*	AN5943
1	1	0	*	AN2790
1	1	0	*	AN8092
1	1	0	*	AN9243
1	1	0	*	AN5041
1	1	0	*	AN5628
1	1	0	*	AN5065
1	1	0	*	AN11695
1	1	0	*	AN2424
1	1	0	*	AN4286
1	1	0	*	AN1872
1	1	0	*	AN6940
1	1	0	*	AN1787
1	1	0	*	AN8400
1	1	0	*	AN4114
1	1	0	*	AN5248
1	1	0	*	AN3992
1	1	0	*	AN0136
1	1	0	*	AN10566
1	1	0	*	AN7902
1	1	0	*	AN0181
1	1	0	*	AN10804
1	1	0	*	AN7914
1	1	0	*	AN1356
1	1	0	*	AN8717
1	1	0	*	AN7983
1	1	0	*	AN9378
1	1	0	*	AN3332
1	1	0	*	AN4343
1	1	0	*	AN7985
1	1	0	*	AN8753
1	1	0	*	AN5947
1	1	0	*	AN9139
1	1	0	*	AN7218
1	1	0	*	AN0521
1	1	0	*	AN9089
1	1	0	*	AN12375
1	1	0	*	AN9130
1	1	0	*	AN11780
1	1	0	*	AN12374
1	1	0	*	AN12290
1	1	0	*	AN6179
1	1	0	*	AN3531
1	1	0	*	AN2638
1	1	0	*	AN5036
1	1	0	*	AN7413
1	1	0	*	AN4654
1	1	0	*	AN6947
1	1	0	*	AN0971
1	1	0	*	AN3111
1	1	0	*	AN3261
1	1	0	*	AN2547
1	1	0	*	AN8438
1	1	0	*	AN1807
1	1	0	*	AN9188
1	1	0	*	AN6206
1	1	0	*	AN4984-uORF
1	1	0	*	AN10326
1	1	0	*	AN11287
1	1	0	*	AN7516
1	1	0	*	AN12245
1	1	0	*	AN2041
1	1	0	*	AN0032
1	1	0	*	AN5432
1	1	0	*	AN11922
1	1	0	*	AN20055
1	1	0	*	AN12205
1	1	0	*	AN4554
1	1	0	*	AN1493
1	1	0	*	AN11100
1	1	0	*	AN5490
1	1	0	*	AN3292
1	1	0	*	AN8420
1	1	0	*	AN3538
1	1	0	*	AN0899
1	1	0	*	AN12175
1	1	0	*	AN12328
1	1	0	*	AN1316
1	1	0	*	AN7865
1	1	0	*	AN8609
1	1	0	*	AN12139
1	1	0	*	AN11792
1	1	0	*	AN2755
1	1	0	*	AN11749
1	1	0	*	AN12113
1	1	0	*	AN12428
1	1	0	*	AN5298
1	1	0	*	AN10951
1	1	0	*	AN0467
1	1	0	*	AN8802
1	1	0	*	AN1765
1	1	0	*	AN11778
1	1	0	*	AN3236
1	1	0	*	AN6148
1	1	0	*	AN8309
1	1	0	*	AN20011
1	1	0	*	AN5111
1	1	0	*	AN5315
1	1	0	*	AN8394
1	1	0	*	AN5255
1	1	0	*	AN11800
1	1	0	*	AN12395
1	1	0	*	AN1113
1	1	0	*	AN2444
1	1	0	*	AN1567
1	1	0	*	AN12116
1	1	0	*	AN3568
1	1	0	*	AN0273
1	1	0	*	AN6137
1	1	0	*	AN2841
1	1	0	*	AN0545
1	1	0	*	AN0022
1	1	0	*	AN7062
1	1	0	*	AN4961
1	1	0	*	AN11189
1	1	0	*	AN11623
1	1	0	*	AN0377
1	1	0	*	AN11752
1	1	0	*	AN6372
1	1	0	*	AN12199
1	1	0	*	AN9214
1	1	0	*	AN7319
1	1	0	*	AN6926
1	1	0	*	AN9166
1	1	0	*	AN6677
1	1	0	*	AN0712
1	1	0	*	AN11883
1	1	0	*	AN8439
1	1	0	*	AN9231
1	1	0	*	AN1609
1	1	0	*	AN6917
1	1	0	*	AN0194
1	1	0	*	AN0197
1	1	0	*	AN10731
1	1	0	*	AN8423
1	1	0	*	AN4368
1	1	0	*	AN6785
1	1	0	*	AN3226
1	1	0	*	AN11874
1	1	0	*	AN9351
1	1	0	*	AN6932
1	1	0	*	AN6453
1	1	0	*	AN5303
1	1	0	*	AN8992
1	1	0	*	AN1822
1	1	0	*	AN1320
1	1	0	*	AN1591
1	1	0	*	AN1755
1	1	0	*	AN3006
1	1	0	*	AN4787
1	1	0	*	AN0348
1	1	0	*	AN9174
1	1	0	*	AN7115
1	1	0	*	AN11754
1	1	0	*	AN3984
1	1	0	*	AN5689
1	1	0	*	AN8646
1	1	0	*	AN9036
1	1	0	*	AN5371
1	1	0	*	AN8584
1	1	0	*	AN11817
1	1	0	*	AN1043
1	1	0	*	AN8590
1	1	0	*	AN9331
1	1	0	*	AN4429
1	1	0	*	AN3201
1	1	0	*	AN4447
1	1	0	*	AN7639
1	1	0	*	AN12317
1	1	0	*	AN6672
1	1	0	*	AN2506
1	1	0	*	AN3640
1	1	0	*	AN8448
1	1	0	*	AN0332
1	1	0	*	AN3229
1	1	0	*	AN7238
1	1	0	*	AN9017
1	1	0	*	AN9338
1	1	0	*	AN8925
1	1	0	*	AN7645
1	1	0	*	AN4008
1	1	0	*	AN3356
1	1	0	*	AN0950
1	1	0	*	AN10616
1	1	0	*	AN10968
1	1	0	*	AN6562
1	1	0	*	AN8094
1	1	0	*	AN12095
1	1	0	*	AN3488
1	1	0	*	AN5608
1	1	0	*	AN7907
1	1	0	*	AN8984
1	1	0	*	AN2380
1	1	0	*	AN12329
1	1	0	*	AN7951
1	1	0	*	AN0004
1	1	0	*	AN4155
1	1	0	*	AN7894
1	1	0	*	AN5844
1	1	0	*	AN0805
1	1	0	*	AN10402
1	1	0	*	AN5082
1	1	0	*	AN8506
1	1	0	*	AN7800
1	1	0	*	AN7349
1	1	0	*	AN6404
1	1	0	*	AN10495
1	1	0	*	AN5984
1	1	0	*	AN10667
1	1	0	*	AN2644
1	1	0	*	AN0518
1	1	0	*	AN1928
1	1	0	*	AN6516
1	1	0	*	AN2203
1	1	0	*	AN10911
1	1	0	*	AN0669
1	1	0	*	AN2820
1	1	0	*	AN7113
1	1	0	*	AN7203
1	1	0	*	AN3860
1	1	0	*	AN5257
1	1	0	*	AN10543
1	1	0	*	AN7933
1	1	0	*	AN2827
1	1	0	*	AN12268
1	1	0	*	AN12308
1	1	0	*	AN2127
1	1	0	*	AN8902
1	1	0	*	AN12036
1	1	0	*	AN8774
1	1	0	*	AN11799
1	1	0	*	AN5514
1	1	0	*	AN10842
1	1	0	*	AN7089
1	1	0	*	AN5854
1	1	0	*	AN1220
1	1	0	*	AN2117
1	1	0	*	AN11190
1	1	0	*	AN8344
1	1	0	*	AN8368
1	1	0	*	AN2589
1	1	0	*	AN6704
1	1	0	*	AN9325
1	1	0	*	AN1684
1	1	0	*	AN4630
1	1	0	*	AN8375
1	1	0	*	AN10381
1	1	0	*	AN4825
1	1	0	*	AN6454
1	1	0	*	AN10622
1	1	0	*	AN8062
1	1	0	*	AN2186
1	1	0	*	AN4625
1	1	0	*	AN5459
1	1	0	*	AN2191
1	1	0	*	AN8312
1	1	0	*	AN7261
1	1	0	*	AN1641
1	1	0	*	AN12078
1	1	0	*	AN10159
1	1	0	*	AN11850
1	1	0	*	AN9272
1	1	0	*	AN8918
1	1	0	*	AN8605
1	1	0	*	AN12102
1	1	0	*	AN3306
1	1	0	*	AN1853
1	1	0	*	AN10000
1	1	0	*	AN6559
1	1	0	*	AN7181
1	1	0	*	AN1907
1	1	0	*	AN5202
1	1	0	*	AN0128
1	1	0	*	AN11713
1	1	0	*	AN5553
1	1	0	*	AN11093
1	1	0	*	AN7556
1	1	0	*	AN3247
1	1	0	*	AN6259
1	1	0	*	AN8411
1	1	0	*	AN1741
1	1	0	*	AN9111
1	1	0	*	AN10961
1	1	0	*	AN8410
1	1	0	*	AN7263
1	1	0	*	AN9267
1	1	0	*	AN10928
1	1	0	*	AN6772
1	1	0	*	AN2765
1	1	0	*	AN11359
1	1	0	*	AN3556
1	1	0	*	AN2501
1	1	0	*	AN1622
1	1	0	*	AN4181
1	1	0	*	AN6469
1	1	0	*	AN11907
1	1	0	*	AN8140
1	1	0	*	AN1584
1	1	0	*	AN2565
1	1	0	*	AN2036
1	1	0	*	AN8991
1	1	0	*	AN7860
1	1	0	*	AN4141
1	1	0	*	AN10176
1	1	0	*	AN12387
1	1	0	*	AN10037
1	1	0	*	AN7768
1	1	0	*	AN0999
1	1	0	*	AN7809
1	1	0	*	AN1650
1	1	0	*	AN7855
1	1	0	*	AN11842
1	1	0	*	AN8620
1	1	0	*	AN4059
1	1	0	*	AN7406
1	1	0	*	AN5381
1	1	0	*	AN10333
1	1	0	*	AN2221
1	1	0	*	AN7529
1	1	0	*	AN1849
1	1	0	*	AN0149
1	1	0	*	AN10113
1	1	0	*	AN8149
1	1	0	*	AN2836
1	1	0	*	AN4455
1	1	0	*	AN9361
1	1	0	*	AN5627-uORF
1	1	0	*	AN2732
1	1	0	*	AN0533
1	1	0	*	AN7160
1	1	0	*	AN7539
1	1	0	*	AN7794
1	1	0	*	AN12239
1	1	0	*	AN11149
1	1	0	*	AN2367
1	1	0	*	AN1614
1	1	0	*	AN7323
1	1	0	*	AN5939
1	1	0	*	AN1127
1	1	0	*	AN3253
1	1	0	*	AN0384
1	1	0	*	AN11121
1	1	0	*	AN8499
1	1	0	*	AN3272
1	1	0	*	AN11703
1	1	0	*	AN8634
1	1	0	*	AN9003
1	1	0	*	AN5707
1	1	0	*	AN3675-uORF.2
1	1	0	*	AN9183
1	1	0	*	AN5388
1	1	0	*	AN3277
1	1	0	*	AN8539
1	1	0	*	AN8949
1	1	0	*	AN9281
1	1	0	*	AN9224
1	1	0	*	AN8111
1	1	0	*	AN4103
1	1	0	*	AN2338
1	1	0	*	AN6001
1	1	0	*	AN3965
1	1	0	*	AN9260
1	1	0	*	AN8324
1	1	0	*	AN7840
1	1	0	*	AN5597
1	1	0	*	AN7055
1	1	0	*	AN0479
1	1	0	*	AN3529
1	1	0	*	AN7359
1	1	0	*	AN8136
1	1	0	*	AN12391
1	1	0	*	AN8381
1	1	0	*	AN7812
1	1	0	*	AN12160
1	1	0	*	AN8357
1	1	0	*	AN5565
1	1	0	*	AN2922
1	1	0	*	AN2622
1	1	0	*	AN7178
1	1	0	*	AN6429
1	1	0	*	AN3704
1	1	0	*	AN7932
1	1	0	*	AN11624
1	1	0	*	AN6292
1	1	0	*	AN7824
1	1	0	*	AN10127
1	1	0	*	AN0399
1	1	0	*	AN20053
1	1	0	*	AN2655
1	1	0	*	AN5159
1	1	0	*	AN4656
1	1	0	*	AN6428
1	1	0	*	AN12111
1	1	0	*	AN8429
1	1	0	*	AN3335
1	1	0	*	AN5290
1	1	0	*	AN2931
1	1	0	*	AN0045
1	1	0	*	AN3265
1	1	0	*	AN12046
1	1	0	*	AN7018
1	1	0	*	AN2023
1	1	0	*	AN2533
1	1	0	*	AN11439
1	1	0	*	AN10532
1	1	0	*	AN3985
1	1	0	*	AN3491
1	1	0	*	AN12223
1	1	0	*	AN4337
1	1	0	*	AN11099
1	1	0	*	AN0975
1	1	0	*	AN9239
1	1	0	*	AN0522
1	1	0	*	AN6201
1	1	0	*	AN6373
1	1	0	*	AN1598
1	1	0	*	AN12284
1	1	0	*	AN8607
1	1	0	*	AN7244
1	1	0	*	AN10704
1	1	0	*	AN7903
1	1	0	*	AN1529
1	1	0	*	AN4806
1	1	0	*	AN9198
1	1	0	*	AN10296
1	1	0	*	AN10933
1	1	0	*	AN8303
1	1	0	*	AN7094
1	1	0	*	AN5245
1	1	0	*	AN6821
1	1	0	*	AN8944
1	1	0	*	AN11031
1	1	0	*	AN11211
1	1	0	*	AN9328
1	1	0	*	AN5229
1	1	0	*	AN7988
1	1	0	*	AN2819
1	1	0	*	AN7064
1	1	0	*	AN6691
1	1	0	*	AN10369
1	1	0	*	AN2039
1	1	0	*	AN5278
1	1	0	*	AN7390
1	1	0	*	AN2156
1	1	0	*	AN7972
1	1	0	*	AN12373
1	1	0	*	AN10165
1	1	0	*	AN6783
1	1	0	*	AN1691
1	1	0	*	AN11928
1	1	0	*	AN11724
1	1	0	*	AN2320
1	1	0	*	AN7191
1	1	0	*	AN7518
1	1	0	*	AN12332
1	1	0	*	AN8719
1	1	0	*	AN9096
1	1	0	*	AN9204
1	1	0	*	AN2577
1	1	0	*	AN11341
1	1	0	*	AN11261
1	1	0	*	AN10509
1	1	0	*	AN4142
1	1	0	*	AN7916
1	1	0	*	AN0882
1	1	0	*	AN11797
1	1	0	*	AN7213
1	1	0	*	AN3959
1	1	0	*	AN7053
1	1	0	*	AN10458
1	1	0	*	AN7981
1	1	0	*	AN11692
1	1	0	*	AN8428
1	1	0	*	AN1998
1	1	0	*	AN9241
1	1	0	*	AN10488
1	1	0	*	AN5031
1	1	0	*	AN9020
1	1	0	*	AN5429
1	1	0	*	AN11782
1	1	0	*	AN3231
1	1	0	*	AN3245
1	1	0	*	AN8189
1	1	0	*	AN3395
1	1	0	*	AN2040
1	1	0	*	AN8387
1	1	0	*	AN7675
1	1	0	*	AN5047
1	1	0	*	AN11987
1	1	0	*	AN6660
1	1	0	*	AN2543
1	1	0	*	AN10009
1	1	0	*	AN8936
1	1	0	*	AN4136
1	1	0	*	AN7968
1	1	0	*	AN3213
1	1	0	*	AN7928
1	1	0	*	AN10045
1	1	0	*	AN7397
1	1	0	*	AN0099
1	1	0	*	AN6471
1	1	0	*	AN7219
1	1	0	*	AN7861
1	1	0	*	AN5314
1	1	0	*	AN5288
1	1	0	*	AN4276
1	1	0	*	AN9330
1	1	0	*	AN7415
1	1	0	*	AN4507
1	1	0	*	AN5615
1	1	0	*	AN11301
1	1	0	*	AN1649
1	1	0	*	AN11086
1	1	0	*	AN3477
1	1	0	*	AN8369
1	1	0	*	AN10368
1	1	0	*	AN4606
1	1	0	*	AN5665
1	1	0	*	AN8972
1	1	0	*	AN8543
1	1	0	*	AN1623
1	1	0	*	AN10197
1	1	0	*	AN8633
1	1	0	*	AN11945
1	1	0	*	AN11647
1	1	0	*	AN7811
1	1	0	*	AN3099
1	1	0	*	AN2581
1	1	0	*	AN5394
1	1	0	*	AN7332
1	1	0	*	AN12038
1	1	0	*	AN0759
1	1	0	*	AN7952
1	1	0	*	AN3536
1	1	0	*	AN3964
1	1	0	*	AN12085
1	1	0	*	AN9476
1	1	0	*	AN3783
1	1	0	*	AN5393
1	1	0	*	AN12406
1	1	0	*	AN3611
1	1	0	*	AN0457
1	1	0	*	AN2625
1	1	0	*	AN10502
1	1	0	*	AN7272
1	1	0	*	AN4480
1	1	0	*	AN12280
1	1	0	*	AN0983
1	1	0	*	AN3328
1	1	0	*	AN6029
1	1	0	*	AN8239
1	1	0	*	AN5081
1	1	0	*	AN4366
1	1	0	*	AN8222
1	1	0	*	AN5366
1	1	0	*	AN3382
1	1	0	*	AN2941
1	1	0	*	AN2843
1	1	0	*	AN8484
1	1	0	*	AN2779
1	1	0	*	AN8581
1	1	0	*	AN5464
1	1	0	*	AN5503
1	1	0	*	AN10575
1	1	0	*	AN11742
1	1	0	*	AN9268
1	1	0	*	AN8927
1	1	0	*	AN3338
1	1	0	*	AN6756
1	1	0	*	AN10692
1	1	0	*	AN3616
1	1	0	*	AN2714
1	1	0	*	AN8166
1	1	0	*	AN6833
1	1	0	*	AN1572
1	1	0	*	AN7605
1	1	0	*	AN3259
1	1	0	*	AN5038
1	1	0	*	AN7816
1	1	0	*	AN12353
1	1	0	*	AN2030
1	1	0	*	AN11957
1	1	0	*	AN5415
1	1	0	*	AN9381
1	1	0	*	AN10095
1	1	0	*	AN12065
1	1	0	*	AN6641
1	1	0	*	AN10180
1	1	0	*	AN9125-uORF
1	1	0	*	AN12011
1	1	0	*	AN3585
1	1	0	*	AN6173
1	1	0	*	AN2700
1	1	0	*	AN8579
1	1	0	*	AN7298
1	1	0	*	AN0023
1	1	0	*	AN7580
1	1	0	*	AN8322
1	1	0	*	AN1864
1	1	0	*	AN1680
1	1	0	*	AN9030
1	1	0	*	AN8754
1	1	0	*	AN2596
1	1	0	*	AN12031
1	1	0	*	AN20004
1	1	0	*	AN4079
1	1	0	*	AN6795
1	1	0	*	AN4381
1	1	0	*	AN11432
1	1	0	*	AN2486
1	1	0	*	AN11937
1	1	0	*	AN0249
1	1	0	*	AN6671
1	1	0	*	AN8005
1	1	0	*	AN2356
1	1	0	*	AN8052
1	1	0	*	AN12153
1	1	0	*	AN12099
1	1	0	*	AN10833
1	1	0	*	AN11719
1	1	0	*	AN2865
1	1	0	*	AN5219
1	1	0	*	AN4438
1	1	0	*	AN11021
1	1	0	*	AN9232
1	1	0	*	AN8133
1	1	0	*	AN1801
1	1	0	*	AN9367
1	1	0	*	AN7281
1	1	0	*	AN8220
1	1	0	*	AN0007
1	1	0	*	AN11825
1	1	0	*	AN5937
1	1	0	*	AN9212
1	1	0	*	AN7070
1	1	0	*	AN11321
1	1	0	*	AN11473
1	1	0	*	AN9055
1	1	0	*	AN8139
1	1	0	*	AN7365
1	1	0	*	AN0470
1	1	0	*	AN3285
1	1	0	*	AN1659
1	1	0	*	AN20006
1	1	0	*	AN0540
1	1	0	*	AN2722
1	1	0	*	AN5332
1	1	0	*	AN4909
1	1	0	*	AN1648
1	1	0	*	AN6414
1	1	0	*	AN3380
1	1	0	*	AN7155
1	1	0	*	AN12342
1	1	0	*	AN8788
1	1	0	*	AN4964
1	1	0	*	AN10066
1	1	0	*	AN4391
1	1	0	*	AN8323
1	1	0	*	AN6477
1	1	0	*	AN1748
1	1	0	*	AN0483
1	1	0	*	AN12361
1	1	0	*	AN6960
1	1	0	*	AN11681
1	1	0	*	AN2562
1	1	0	*	AN7057
1	1	0	*	AN7228
1	1	0	*	AN1079
1	1	0	*	AN9114
1	1	0	*	AN10428
1	1	0	*	AN3574
1	1	0	*	AN6444
1	1	0	*	AN8143
1	1	0	*	AN2242
1	1	0	*	AN4198
1	1	0	*	AN0499
1	1	0	*	AN2478
1	1	0	*	AN7081
1	1	0	*	AN10628
1	1	0	*	AN1789
1	1	0	*	AN4001
1	1	0	*	AN1309
1	1	0	*	AN5930
1	1	0	*	AN1664
1	1	0	*	AN7638
1	1	0	*	AN5408
1	1	0	*	AN7669
1	1	0	*	AN11251
1	1	0	*	AN0534
1	1	0	*	AN7618
1	1	0	*	AN3349
1	1	0	*	AN11811
1	1	0	*	AN8649
1	1	0	*	AN0474
1	1	0	*	AN3324
1	1	0	*	AN12189
1	1	0	*	AN0492
1	1	0	*	AN1837
1	1	0	*	AN1311
1	1	0	*	AN8098
1	1	0	*	AN6445
1	1	0	*	AN5411
1	1	0	*	AN8417
1	1	0	*	AN7403
1	1	0	*	AN10447
1	1	0	*	AN0468
1	1	0	*	AN7344
1	1	0	*	AN4644
1	1	0	*	AN3893
1	1	0	*	AN3881
1	1	0	*	AN10802
1	1	0	*	AN4129
1	1	0	*	AN6967
1	1	0	*	AN6246
1	1	0	*	AN4610
1	1	0	*	AN5838
1	1	0	*	AN8452
1	1	0	*	AN6113
1	1	0	*	AN4130
1	1	0	*	AN8359
1	1	0	*	AN7686
1	1	0	*	AN2574
1	1	0	*	AN11980
1	1	0	*	AN10154
1	1	0	*	AN6456
1	1	0	*	AN12241
1	1	0	*	AN8971
1	1	0	*	AN0972
1	1	0	*	AN7288
1	1	0	*	AN2115
1	1	0	*	AN8659
1	1	0	*	AN5809
1	1	0	*	AN12388
1	1	0	*	AN11908
1	1	0	*	AN9253
1	1	0	*	AN7380
1	1	0	*	AN12397
1	1	0	*	AN11280
1	1	0	*	AN8435
1	1	0	*	AN0307
1	1	0	*	AN0886
1	1	0	*	AN8372
1	1	0	*	AN8733
1	1	0	*	AN11844
1	1	0	*	AN3986
1	1	0	*	AN3279
1	1	0	*	AN12145
1	1	0	*	AN3554
1	1	0	*	AN7265
1	1	0	*	AN2831
1	1	0	*	AN9290
1	1	0	*	AN9265
1	1	0	*	AN8318
1	1	0	*	AN11787
1	1	0	*	AN11062
1	1	0	*	AN8319
1	1	0	*	AN2587
1	1	0	*	AN12137
1	1	0	*	AN8498
1	1	0	*	AN12490
1	1	0	*	AN9280
1	1	0	*	AN11292
1	1	0	*	AN10597
1	1	0	*	AN2707
1	1	0	*	AN9383
1	1	0	*	AN4686
1	1	0	*	AN3675-uORF
1	1	0	*	AN2394
1	1	0	*	AN8955
1	1	0	*	AN1631
1	1	0	*	AN9347
1	1	0	*	AN11768
1	1	0	*	AN8298
1	1	0	*	AN8912
1	1	0	*	AN11670
1	1	0	*	AN7077
1	1	0	*	AN3342
1	1	0	*	AN20012
1	1	0	*	AN7535
1	1	0	*	AN7857
1	1	0	*	AN3021
1	1	0	*	AN3312
1	1	0	*	AN6385
1	1	0	*	AN4122
1	1	0	*	AN5427
1	1	0	*	AN4444
1	1	0	*	AN10592
1	1	0	*	AN12334
1	1	0	*	AN5328
1	1	0	*	AN7408
1	1	0	*	AN10419
1	1	0	*	AN11495
1	1	0	*	AN9191
1	1	0	*	AN2697
1	1	0	*	AN12023
1	1	0	*	AN2201
1	1	0	*	AN11442
1	1	0	*	AN1793
1	1	0	*	AN4140
1	1	0	*	AN8345
1	1	0	*	AN0612
1	1	0	*	AN7239
1	1	0	*	AN4016
1	1	0	*	AN6103
1	1	0	*	AN6361
1	1	0	*	AN11196
1	1	0	*	AN9207
1	1	0	*	AN2400
1	1	0	*	AN10523
1	1	0	*	AN8908
1	1	0	*	AN3182
1	1	0	*	AN3358
1	1	0	*	AN12126
1	1	0	*	AN7759
1	1	0	*	AN9494
1	1	0	*	AN7377
1	1	0	*	AN1854-uORF
1	1	0	*	AN12164
1	1	0	*	AN6380
1	1	0	*	AN6763
1	1	0	*	AN0337
1	1	0	*	AN11855
1	1	0	*	AN7833
1	1	0	*	AN8987
1	1	0	*	AN8768
1	1	0	*	AN9043
1	1	0	*	AN6154
1	1	0	*	AN7954
1	1	0	*	AN5078
1	1	0	*	AN3524
1	1	0	*	AN7087
1	1	0	*	AN0501
1	1	0	*	AN3608
1	1	0	*	AN1236
1	1	0	*	AN0650
1	1	0	*	AN11221
1	1	0	*	AN10321
1	1	0	*	AN4147
1	1	0	*	AN5189
1	1	0	*	AN7167
1	1	0	*	AN8091
1	1	0	*	AN10812
1	1	0	*	AN8591
1	1	0	*	AN6937
1	1	0	*	AN3872
1	1	0	*	AN10699
1	1	0	*	AN11731
1	1	0	*	AN2383
1	1	0	*	AN8919
1	1	0	*	AN10152
1	1	0	*	AN2616
1	1	0	*	AN2535
1	1	0	*	AN10385
1	1	0	*	AN0515
1	1	0	*	AN11882
1	1	0	*	AN2377
1	1	0	*	AN0520
1	1	0	*	AN11879
1	1	0	*	AN12048
1	1	0	*	AN6025
1	1	0	*	AN3500
1	1	0	*	AN8998
1	1	0	*	AN11216
1	1	0	*	AN8618
1	1	0	*	AN11876
1	1	0	*	AN12148
1	1	0	*	AN0619
1	1	0	*	AN8561
1	1	0	*	AN7117
1	1	0	*	AN7878
1	1	0	*	AN3465
1	1	0	*	AN1774
1	1	0	*	AN0608
1	1	0	*	AN11012
1	1	0	*	AN12256
1	1	0	*	AN3680
1	1	0	*	AN0263
1	1	0	*	AN5237
1	1	0	*	AN10861
1	1	0	*	AN11757
1	1	0	*	AN11864
1	1	0	*	AN8725
1	1	0	*	AN8511
1	1	0	*	AN1672
1	1	0	*	AN5652
1	1	0	*	AN8644
1	1	0	*	AN5944
1	1	0	*	AN1593
1	1	0	*	AN12293
1	1	0	*	AN4618
1	1	0	*	AN8442
1	1	0	*	AN5729
1	1	0	*	AN6944
1	1	0	*	AN1941
1	1	0	*	AN5396
1	1	0	*	AN11157
1	1	0	*	AN11795
1	1	0	*	AN0012
1	1	0	*	AN7379
1	1	0	*	AN7654
1	1	0	*	AN10517
1	1	0	*	AN0549
1	1	0	*	AN8514
1	1	0	*	AN5466
1	1	0	*	AN4134
1	1	0	*	AN3969
1	1	0	*	AN12483
1	1	0	*	AN12131
1	1	0	*	AN1305
1	1	0	*	AN8938
1	1	0	*	AN11808
1	1	0	*	AN9047
1	1	0	*	AN9234
1	1	0	*	AN12230
1	1	0	*	AN3240
1	1	0	*	AN12371
1	1	0	*	AN0616
1	1	0	*	AN12330
1	1	0	*	AN11218
1	1	0	*	AN20015
1	1	0	*	AN7922
1	1	0	*	AN2719
1	1	0	*	AN11455
1	1	0	*	AN5422
1	1	0	*	AN11690
1	1	0	*	AN7417
1	1	0	*	AN12191
1	1	0	*	AN10104
1	1	0	*	AN6431
1	1	0	*	AN4075
1	1	0	*	AN11389
1	1	0	*	AN2032
