# Species	Genes	Alg.-Conn.	Pucsensis_2HH.fasta	Scerevisiae_S288C.fasta
1	1	0	*	YAL013W
1	1	0	*	YAL014C
1	1	0	*	YAL018C
1	1	0	*	YAL024C
1	1	0	*	YAL027W
1	1	0	*	YAL028W
1	1	0	*	YAL029C
1	1	0	*	YAL030W
1	1	0	*	YAL031C
1	1	0	*	YAL034C
1	1	0	*	YAL034W-A
1	1	0	*	YAL037C-A
1	1	0	*	YAL037W
1	1	0	*	YAL040C
1	1	0	*	YAL041W
1	1	0	*	YAL043C
1	1	0	*	YAL046C
1	1	0	*	YAL047C
1	1	0	*	YAL051W
1	1	0	*	YAL055W
1	1	0	*	YAL056W
1	1	0	*	YAL058W
1	1	0	*	YAL059W
1	1	0	*	YAL060W
1	1	0	*	YAL061W
1	1	0	*	YAL063C
1	1	0	*	YAL063C-A
1	1	0	*	YAL064C-A
1	1	0	*	YAL064W
1	1	0	*	YAL064W-B
1	1	0	*	YAL065C
1	1	0	*	YAL067C
1	1	0	*	YAL067W-A
1	1	0	*	YAL068C
1	1	0	*	YAR002C-A
1	1	0	*	YAR002W
1	1	0	*	YAR009C
1	1	0	*	YAR010C
1	1	0	*	YAR014C
1	1	0	*	YAR019C
1	1	0	*	YAR020C
1	1	0	*	YAR023C
1	1	0	*	YAR027W
1	1	0	*	YAR028W
1	1	0	*	YAR029W
1	1	0	*	YAR031W
1	1	0	*	YAR033W
1	1	0	*	YAR035C-A
1	1	0	*	YAR050W
1	1	0	*	YAR064W
1	1	0	*	YAR066W
1	1	0	*	YAR068W
1	1	0	*	YAR071W
1	1	0	*	YBL005W
1	1	0	*	YBL005W-A
1	1	0	*	YBL005W-B
1	1	0	*	YBL006C
1	1	0	*	YBL008W-A
1	1	0	*	YBL009W
1	1	0	*	YBL010C
1	1	0	*	YBL014C
1	1	0	*	YBL018C
1	1	0	*	YBL021C
1	1	0	*	YBL025W
1	1	0	*	YBL028C
1	1	0	*	YBL029C-A
1	1	0	*	YBL029W
1	1	0	*	YBL031W
1	1	0	*	YBL032W
1	1	0	*	YBL034C
1	1	0	*	YBL039W-B
1	1	0	*	YBL043W
1	1	0	*	YBL044W
1	1	0	*	YBL045C
1	1	0	*	YBL046W
1	1	0	*	YBL047C
1	1	0	*	YBL051C
1	1	0	*	YBL052C
1	1	0	*	YBL054W
1	1	0	*	YBL059C-A
1	1	0	*	YBL059W
1	1	0	*	YBL060W
1	1	0	*	YBL063W
1	1	0	*	YBL066C
1	1	0	*	YBL069W
1	1	0	*	YBL071C-B
1	1	0	*	YBL074C
1	1	0	*	YBL081W
1	1	0	*	YBL084C
1	1	0	*	YBL085W
1	1	0	*	YBL086C
1	1	0	*	YBL088C
1	1	0	*	YBL090W
1	1	0	*	YBL091C-A
1	1	0	*	YBL093C
1	1	0	*	YBL100W-A
1	1	0	*	YBL100W-B
1	1	0	*	YBL100W-C
1	1	0	*	YBL101C
1	1	0	*	YBL103C
1	1	0	*	YBL107C
1	1	0	*	YBL108C-A
1	1	0	*	YBL111C
1	1	0	*	YBL112C
1	1	0	*	YBL113C
1	1	0	*	YBR005W
1	1	0	*	YBR007C
1	1	0	*	YBR012W-A
1	1	0	*	YBR012W-B
1	1	0	*	YBR013C
1	1	0	*	YBR014C
1	1	0	*	YBR016W
1	1	0	*	YBR030W
1	1	0	*	YBR033W
1	1	0	*	YBR036C
1	1	0	*	YBR040W
1	1	0	*	YBR044C
1	1	0	*	YBR045C
1	1	0	*	YBR047W
1	1	0	*	YBR049C
1	1	0	*	YBR050C
1	1	0	*	YBR052C
1	1	0	*	YBR055C
1	1	0	*	YBR056W
1	1	0	*	YBR056W-A
1	1	0	*	YBR057C
1	1	0	*	YBR058C-A
1	1	0	*	YBR059C
1	1	0	*	YBR063C
1	1	0	*	YBR065C
1	1	0	*	YBR066C
1	1	0	*	YBR067C
1	1	0	*	YBR068C
1	1	0	*	YBR069C
1	1	0	*	YBR071W
1	1	0	*	YBR072C-A
1	1	0	*	YBR076W
1	1	0	*	YBR077C
1	1	0	*	YBR083W
1	1	0	*	YBR085C-A
1	1	0	*	YBR088C
1	1	0	*	YBR090C
1	1	0	*	YBR091C
1	1	0	*	YBR092C
1	1	0	*	YBR095C
1	1	0	*	YBR098W
1	1	0	*	YBR102C
1	1	0	*	YBR103W
1	1	0	*	YBR104W
1	1	0	*	YBR107C
1	1	0	*	YBR108W
1	1	0	*	YBR111W-A
1	1	0	*	YBR112C
1	1	0	*	YBR117C
1	1	0	*	YBR119W
1	1	0	*	YBR120C
1	1	0	*	YBR122C
1	1	0	*	YBR123C
1	1	0	*	YBR125C
1	1	0	*	YBR126W-A
1	1	0	*	YBR128C
1	1	0	*	YBR129C
1	1	0	*	YBR130C
1	1	0	*	YBR131W
1	1	0	*	YBR136W
1	1	0	*	YBR138C
1	1	0	*	YBR139W
1	1	0	*	YBR140C
1	1	0	*	YBR145W
1	1	0	*	YBR147W
1	1	0	*	YBR148W
1	1	0	*	YBR150C
1	1	0	*	YBR152W
1	1	0	*	YBR156C
1	1	0	*	YBR157C
1	1	0	*	YBR158W
1	1	0	*	YBR162C
1	1	0	*	YBR162W-A
1	1	0	*	YBR163W
1	1	0	*	YBR165W
1	1	0	*	YBR167C
1	1	0	*	YBR168W
1	1	0	*	YBR172C
1	1	0	*	YBR175W
1	1	0	*	YBR177C
1	1	0	*	YBR180W
1	1	0	*	YBR182C
1	1	0	*	YBR182C-A
1	1	0	*	YBR184W
1	1	0	*	YBR185C
1	1	0	*	YBR186W
1	1	0	*	YBR188C
1	1	0	*	YBR193C
1	1	0	*	YBR194W
1	1	0	*	YBR195C
1	1	0	*	YBR196C-A
1	1	0	*	YBR196C-B
1	1	0	*	YBR197C
1	1	0	*	YBR200W-A
1	1	0	*	YBR201C-A
1	1	0	*	YBR203W
1	1	0	*	YBR204C
1	1	0	*	YBR205W
1	1	0	*	YBR207W
1	1	0	*	YBR208C
1	1	0	*	YBR210W
1	1	0	*	YBR211C
1	1	0	*	YBR212W
1	1	0	*	YBR215W
1	1	0	*	YBR216C
1	1	0	*	YBR217W
1	1	0	*	YBR219C
1	1	0	*	YBR221W-A
1	1	0	*	YBR223C
1	1	0	*	YBR225W
1	1	0	*	YBR230C
1	1	0	*	YBR230W-A
1	1	0	*	YBR231C
1	1	0	*	YBR233W-A
1	1	0	*	YBR238C
1	1	0	*	YBR239C
1	1	0	*	YBR240C
1	1	0	*	YBR246W
1	1	0	*	YBR250W
1	1	0	*	YBR251W
1	1	0	*	YBR253W
1	1	0	*	YBR255C-A
1	1	0	*	YBR255W
1	1	0	*	YBR258C
1	1	0	*	YBR259W
1	1	0	*	YBR262C
1	1	0	*	YBR264C
1	1	0	*	YBR268W
1	1	0	*	YBR270C
1	1	0	*	YBR272C
1	1	0	*	YBR273C
1	1	0	*	YBR275C
1	1	0	*	YBR278W
1	1	0	*	YBR279W
1	1	0	*	YBR280C
1	1	0	*	YBR282W
1	1	0	*	YBR283C
1	1	0	*	YBR284W
1	1	0	*	YBR285W
1	1	0	*	YBR288C
1	1	0	*	YBR289W
1	1	0	*	YBR290W
1	1	0	*	YBR295W
1	1	0	*	YBR296C-A
1	1	0	*	YBR297W
1	1	0	*	YBR298C-A
1	1	0	*	YBR301W
1	1	0	*	YBR302C
1	1	0	*	YCL001W-A
1	1	0	*	YCL001W-B
1	1	0	*	YCL002C
1	1	0	*	YCL005W
1	1	0	*	YCL005W-A
1	1	0	*	YCL008C
1	1	0	*	YCL010C
1	1	0	*	YCL014W
1	1	0	*	YCL016C
1	1	0	*	YCL019W
1	1	0	*	YCL020W
1	1	0	*	YCL021W-A
1	1	0	*	YCL024W
1	1	0	*	YCL025C
1	1	0	*	YCL027W
1	1	0	*	YCL028W
1	1	0	*	YCL029C
1	1	0	*	YCL031C
1	1	0	*	YCL032W
1	1	0	*	YCL035C
1	1	0	*	YCL036W
1	1	0	*	YCL037C
1	1	0	*	YCL039W
1	1	0	*	YCL042W
1	1	0	*	YCL044C
1	1	0	*	YCL048W
1	1	0	*	YCL048W-A
1	1	0	*	YCL049C
1	1	0	*	YCL050C
1	1	0	*	YCL051W
1	1	0	*	YCL052C
1	1	0	*	YCL054W-A
1	1	0	*	YCL055W
1	1	0	*	YCL056C
1	1	0	*	YCL058C
1	1	0	*	YCL058W-A
1	1	0	*	YCL061C
1	1	0	*	YCL063W
1	1	0	*	YCL066W
1	1	0	*	YCL067C
1	1	0	*	YCL068C
1	1	0	*	YCL069W
1	1	0	*	YCL073C
1	1	0	*	YCR003W
1	1	0	*	YCR004C
1	1	0	*	YCR005C
1	1	0	*	YCR007C
1	1	0	*	YCR015C
1	1	0	*	YCR016W
1	1	0	*	YCR018C
1	1	0	*	YCR020C
1	1	0	*	YCR020C-A
1	1	0	*	YCR020W-B
1	1	0	*	YCR021C
1	1	0	*	YCR024C-A
1	1	0	*	YCR024C-B
1	1	0	*	YCR030C
1	1	0	*	YCR032W
1	1	0	*	YCR033W
1	1	0	*	YCR035C
1	1	0	*	YCR037C
1	1	0	*	YCR038C
1	1	0	*	YCR039C
1	1	0	*	YCR040W
1	1	0	*	YCR041W
1	1	0	*	YCR043C
1	1	0	*	YCR045C
1	1	0	*	YCR048W
1	1	0	*	YCR050C
1	1	0	*	YCR052W
1	1	0	*	YCR054C
1	1	0	*	YCR060W
1	1	0	*	YCR061W
1	1	0	*	YCR065W
1	1	0	*	YCR067C
1	1	0	*	YCR069W
1	1	0	*	YCR071C
1	1	0	*	YCR073C
1	1	0	*	YCR075W-A
1	1	0	*	YCR076C
1	1	0	*	YCR079W
1	1	0	*	YCR081W
1	1	0	*	YCR082W
1	1	0	*	YCR086W
1	1	0	*	YCR087C-A
1	1	0	*	YCR089W
1	1	0	*	YCR095C
1	1	0	*	YCR095W-A
1	1	0	*	YCR096C
1	1	0	*	YCR097W
1	1	0	*	YCR099C
1	1	0	*	YCR100C
1	1	0	*	YCR101C
1	1	0	*	YCR104W
1	1	0	*	YCR105W
1	1	0	*	YCR106W
1	1	0	*	YCR107W
1	1	0	*	YCR108C
1	1	0	*	YDL002C
1	1	0	*	YDL003W
1	1	0	*	YDL005C
1	1	0	*	YDL007C-A
1	1	0	*	YDL009C
1	1	0	*	YDL010W
1	1	0	*	YDL012C
1	1	0	*	YDL013W
1	1	0	*	YDL020C
1	1	0	*	YDL021W
1	1	0	*	YDL022C-A
1	1	0	*	YDL025C
1	1	0	*	YDL027C
1	1	0	*	YDL028C
1	1	0	*	YDL033C
1	1	0	*	YDL035C
1	1	0	*	YDL037C
1	1	0	*	YDL039C
1	1	0	*	YDL044C
1	1	0	*	YDL048C
1	1	0	*	YDL049C
1	1	0	*	YDL053C
1	1	0	*	YDL057W
1	1	0	*	YDL058W
1	1	0	*	YDL059C
1	1	0	*	YDL061C
1	1	0	*	YDL063C
1	1	0	*	YDL065C
1	1	0	*	YDL069C
1	1	0	*	YDL070W
1	1	0	*	YDL073W
1	1	0	*	YDL076C
1	1	0	*	YDL077C
1	1	0	*	YDL078C
1	1	0	*	YDL079C
1	1	0	*	YDL080C
1	1	0	*	YDL085C-A
1	1	0	*	YDL085W
1	1	0	*	YDL088C
1	1	0	*	YDL089W
1	1	0	*	YDL092W
1	1	0	*	YDL093W
1	1	0	*	YDL099W
1	1	0	*	YDL105W
1	1	0	*	YDL106C
1	1	0	*	YDL107W
1	1	0	*	YDL109C
1	1	0	*	YDL110C
1	1	0	*	YDL112W
1	1	0	*	YDL115C
1	1	0	*	YDL116W
1	1	0	*	YDL117W
1	1	0	*	YDL121C
1	1	0	*	YDL122W
1	1	0	*	YDL123W
1	1	0	*	YDL127W
1	1	0	*	YDL129W
1	1	0	*	YDL130W
1	1	0	*	YDL130W-A
1	1	0	*	YDL133C-A
1	1	0	*	YDL133W
1	1	0	*	YDL139C
1	1	0	*	YDL150W
1	1	0	*	YDL155W
1	1	0	*	YDL157C
1	1	0	*	YDL159W-A
1	1	0	*	YDL160C-A
1	1	0	*	YDL161W
1	1	0	*	YDL165W
1	1	0	*	YDL167C
1	1	0	*	YDL169C
1	1	0	*	YDL170W
1	1	0	*	YDL173W
1	1	0	*	YDL175C
1	1	0	*	YDL176W
1	1	0	*	YDL177C
1	1	0	*	YDL179W
1	1	0	*	YDL180W
1	1	0	*	YDL181W
1	1	0	*	YDL184C
1	1	0	*	YDL186W
1	1	0	*	YDL189W
1	1	0	*	YDL197C
1	1	0	*	YDL199C
1	1	0	*	YDL200C
1	1	0	*	YDL202W
1	1	0	*	YDL203C
1	1	0	*	YDL204W
1	1	0	*	YDL206W
1	1	0	*	YDL207W
1	1	0	*	YDL208W
1	1	0	*	YDL211C
1	1	0	*	YDL213C
1	1	0	*	YDL214C
1	1	0	*	YDL216C
1	1	0	*	YDL218W
1	1	0	*	YDL220C
1	1	0	*	YDL222C
1	1	0	*	YDL223C
1	1	0	*	YDL224C
1	1	0	*	YDL225W
1	1	0	*	YDL227C
1	1	0	*	YDL231C
1	1	0	*	YDL232W
1	1	0	*	YDL233W
1	1	0	*	YDL235C
1	1	0	*	YDL239C
1	1	0	*	YDL241W
1	1	0	*	YDL243C
1	1	0	*	YDL245C
1	1	0	*	YDL248W
1	1	0	*	YDR003W
1	1	0	*	YDR003W-A
1	1	0	*	YDR005C
1	1	0	*	YDR006C
1	1	0	*	YDR007W
1	1	0	*	YDR009W
1	1	0	*	YDR011W
1	1	0	*	YDR014W
1	1	0	*	YDR014W-A
1	1	0	*	YDR018C
1	1	0	*	YDR020C
1	1	0	*	YDR022C
1	1	0	*	YDR026C
1	1	0	*	YDR027C
1	1	0	*	YDR028C
1	1	0	*	YDR030C
1	1	0	*	YDR031W
1	1	0	*	YDR034C
1	1	0	*	YDR034C-A
1	1	0	*	YDR034C-C
1	1	0	*	YDR034C-D
1	1	0	*	YDR034W-B
1	1	0	*	YDR041W
1	1	0	*	YDR042C
1	1	0	*	YDR043C
1	1	0	*	YDR046C
1	1	0	*	YDR052C
1	1	0	*	YDR055W
1	1	0	*	YDR056C
1	1	0	*	YDR057W
1	1	0	*	YDR065W
1	1	0	*	YDR066C
1	1	0	*	YDR067C
1	1	0	*	YDR068W
1	1	0	*	YDR069C
1	1	0	*	YDR070C
1	1	0	*	YDR072C
1	1	0	*	YDR073W
1	1	0	*	YDR076W
1	1	0	*	YDR077W
1	1	0	*	YDR078C
1	1	0	*	YDR080W
1	1	0	*	YDR081C
1	1	0	*	YDR082W
1	1	0	*	YDR083W
1	1	0	*	YDR085C
1	1	0	*	YDR087C
1	1	0	*	YDR089W
1	1	0	*	YDR096W
1	1	0	*	YDR098C-A
1	1	0	*	YDR098C-B
1	1	0	*	YDR101C
1	1	0	*	YDR103W
1	1	0	*	YDR106W
1	1	0	*	YDR107C
1	1	0	*	YDR108W
1	1	0	*	YDR110W
1	1	0	*	YDR111C
1	1	0	*	YDR113C
1	1	0	*	YDR114C
1	1	0	*	YDR115W
1	1	0	*	YDR117C
1	1	0	*	YDR118W
1	1	0	*	YDR119W
1	1	0	*	YDR119W-A
1	1	0	*	YDR121W
1	1	0	*	YDR123C
1	1	0	*	YDR124W
1	1	0	*	YDR125C
1	1	0	*	YDR126W
1	1	0	*	YDR130C
1	1	0	*	YDR131C
1	1	0	*	YDR134C
1	1	0	*	YDR137W
1	1	0	*	YDR138W
1	1	0	*	YDR139C
1	1	0	*	YDR143C
1	1	0	*	YDR144C
1	1	0	*	YDR145W
1	1	0	*	YDR146C
1	1	0	*	YDR147W
1	1	0	*	YDR150W
1	1	0	*	YDR151C
1	1	0	*	YDR153C
1	1	0	*	YDR156W
1	1	0	*	YDR159W
1	1	0	*	YDR160W
1	1	0	*	YDR162C
1	1	0	*	YDR163W
1	1	0	*	YDR165W
1	1	0	*	YDR166C
1	1	0	*	YDR169C
1	1	0	*	YDR169C-A
1	1	0	*	YDR170W-A
1	1	0	*	YDR171W
1	1	0	*	YDR174W
1	1	0	*	YDR175C
1	1	0	*	YDR178W
1	1	0	*	YDR179C
1	1	0	*	YDR179W-A
1	1	0	*	YDR180W
1	1	0	*	YDR181C
1	1	0	*	YDR182W-A
1	1	0	*	YDR184C
1	1	0	*	YDR185C
1	1	0	*	YDR186C
1	1	0	*	YDR192C
1	1	0	*	YDR194C
1	1	0	*	YDR194W-A
1	1	0	*	YDR195W
1	1	0	*	YDR197W
1	1	0	*	YDR198C
1	1	0	*	YDR200C
1	1	0	*	YDR201W
1	1	0	*	YDR202C
1	1	0	*	YDR205W
1	1	0	*	YDR206W
1	1	0	*	YDR207C
1	1	0	*	YDR210C-C
1	1	0	*	YDR210C-D
1	1	0	*	YDR210W
1	1	0	*	YDR210W-A
1	1	0	*	YDR210W-B
1	1	0	*	YDR213W
1	1	0	*	YDR216W
1	1	0	*	YDR217C
1	1	0	*	YDR218C
1	1	0	*	YDR219C
1	1	0	*	YDR221W
1	1	0	*	YDR222W
1	1	0	*	YDR223W
1	1	0	*	YDR227W
1	1	0	*	YDR228C
1	1	0	*	YDR229W
1	1	0	*	YDR231C
1	1	0	*	YDR233C
1	1	0	*	YDR235W
1	1	0	*	YDR239C
1	1	0	*	YDR240C
1	1	0	*	YDR246W-A
1	1	0	*	YDR249C
1	1	0	*	YDR251W
1	1	0	*	YDR252W
1	1	0	*	YDR253C
1	1	0	*	YDR254W
1	1	0	*	YDR259C
1	1	0	*	YDR260C
1	1	0	*	YDR261C
1	1	0	*	YDR261C-C
1	1	0	*	YDR261C-D
1	1	0	*	YDR261W-A
1	1	0	*	YDR261W-B
1	1	0	*	YDR263C
1	1	0	*	YDR266C
1	1	0	*	YDR273W
1	1	0	*	YDR275W
1	1	0	*	YDR277C
1	1	0	*	YDR279W
1	1	0	*	YDR281C
1	1	0	*	YDR285W
1	1	0	*	YDR288W
1	1	0	*	YDR289C
1	1	0	*	YDR295C
1	1	0	*	YDR296W
1	1	0	*	YDR299W
1	1	0	*	YDR301W
1	1	0	*	YDR302W
1	1	0	*	YDR303C
1	1	0	*	YDR306C
1	1	0	*	YDR307W
1	1	0	*	YDR309C
1	1	0	*	YDR310C
1	1	0	*	YDR313C
1	1	0	*	YDR314C
1	1	0	*	YDR315C
1	1	0	*	YDR316W-A
1	1	0	*	YDR316W-B
1	1	0	*	YDR317W
1	1	0	*	YDR318W
1	1	0	*	YDR319C
1	1	0	*	YDR320C
1	1	0	*	YDR321W
1	1	0	*	YDR326C
1	1	0	*	YDR329C
1	1	0	*	YDR333C
1	1	0	*	YDR334W
1	1	0	*	YDR335W
1	1	0	*	YDR337W
1	1	0	*	YDR347W
1	1	0	*	YDR348C
1	1	0	*	YDR349C
1	1	0	*	YDR350C
1	1	0	*	YDR351W
1	1	0	*	YDR356W
1	1	0	*	YDR357C
1	1	0	*	YDR358W
1	1	0	*	YDR359C
1	1	0	*	YDR362C
1	1	0	*	YDR363W
1	1	0	*	YDR365W-A
1	1	0	*	YDR365W-B
1	1	0	*	YDR366C
1	1	0	*	YDR367W
1	1	0	*	YDR369C
1	1	0	*	YDR370C
1	1	0	*	YDR374C
1	1	0	*	YDR374W-A
1	1	0	*	YDR379W
1	1	0	*	YDR380W
1	1	0	*	YDR381C-A
1	1	0	*	YDR383C
1	1	0	*	YDR384C
1	1	0	*	YDR387C
1	1	0	*	YDR389W
1	1	0	*	YDR391C
1	1	0	*	YDR393W
1	1	0	*	YDR395W
1	1	0	*	YDR398W
1	1	0	*	YDR399W
1	1	0	*	YDR405W
1	1	0	*	YDR407C
1	1	0	*	YDR409W
1	1	0	*	YDR411C
1	1	0	*	YDR412W
1	1	0	*	YDR416W
1	1	0	*	YDR420W
1	1	0	*	YDR421W
1	1	0	*	YDR422C
1	1	0	*	YDR423C
1	1	0	*	YDR428C
1	1	0	*	YDR432W
1	1	0	*	YDR434W
1	1	0	*	YDR436W
1	1	0	*	YDR437W
1	1	0	*	YDR438W
1	1	0	*	YDR439W
1	1	0	*	YDR441C
1	1	0	*	YDR443C
1	1	0	*	YDR446W
1	1	0	*	YDR451C
1	1	0	*	YDR453C
1	1	0	*	YDR458C
1	1	0	*	YDR459C
1	1	0	*	YDR461C-A
1	1	0	*	YDR461W
1	1	0	*	YDR462W
1	1	0	*	YDR463W
1	1	0	*	YDR464W
1	1	0	*	YDR466W
1	1	0	*	YDR469W
1	1	0	*	YDR470C
1	1	0	*	YDR473C
1	1	0	*	YDR475C
1	1	0	*	YDR476C
1	1	0	*	YDR478W
1	1	0	*	YDR480W
1	1	0	*	YDR482C
1	1	0	*	YDR483W
1	1	0	*	YDR485C
1	1	0	*	YDR488C
1	1	0	*	YDR490C
1	1	0	*	YDR492W
1	1	0	*	YDR494W
1	1	0	*	YDR495C
1	1	0	*	YDR498C
1	1	0	*	YDR499W
1	1	0	*	YDR501W
1	1	0	*	YDR503C
1	1	0	*	YDR504C
1	1	0	*	YDR505C
1	1	0	*	YDR506C
1	1	0	*	YDR507C
1	1	0	*	YDR508C
1	1	0	*	YDR512C
1	1	0	*	YDR514C
1	1	0	*	YDR515W
1	1	0	*	YDR516C
1	1	0	*	YDR518W
1	1	0	*	YDR520C
1	1	0	*	YDR522C
1	1	0	*	YDR523C
1	1	0	*	YDR524C
1	1	0	*	YDR524C-B
1	1	0	*	YDR524W-C
1	1	0	*	YDR525W-A
1	1	0	*	YDR528W
1	1	0	*	YDR532C
1	1	0	*	YDR533C
1	1	0	*	YDR534C
1	1	0	*	YDR538W
1	1	0	*	YDR539W
1	1	0	*	YDR540C
1	1	0	*	YDR542W
1	1	0	*	YDR545W
1	1	0	*	YEL001C
1	1	0	*	YEL005C
1	1	0	*	YEL007W
1	1	0	*	YEL016C
1	1	0	*	YEL017C-A
1	1	0	*	YEL017W
1	1	0	*	YEL018W
1	1	0	*	YEL019C
1	1	0	*	YEL020C
1	1	0	*	YEL025C
1	1	0	*	YEL033W
1	1	0	*	YEL035C
1	1	0	*	YEL038W
1	1	0	*	YEL043W
1	1	0	*	YEL044W
1	1	0	*	YEL048C
1	1	0	*	YEL049W
1	1	0	*	YEL053C
1	1	0	*	YEL057C
1	1	0	*	YEL059C-A
1	1	0	*	YEL061C
1	1	0	*	YEL066W
1	1	0	*	YEL067C
1	1	0	*	YEL068C
1	1	0	*	YEL069C
1	1	0	*	YEL071W
1	1	0	*	YEL072W
1	1	0	*	YEL073C
1	1	0	*	YEL075C
1	1	0	*	YEL076C
1	1	0	*	YEL076C-A
1	1	0	*	YEL077C
1	1	0	*	YER001W
1	1	0	*	YER007W
1	1	0	*	YER008C
1	1	0	*	YER010C
1	1	0	*	YER011W
1	1	0	*	YER014C-A
1	1	0	*	YER014W
1	1	0	*	YER017C
1	1	0	*	YER018C
1	1	0	*	YER022W
1	1	0	*	YER024W
1	1	0	*	YER028C
1	1	0	*	YER029C
1	1	0	*	YER030W
1	1	0	*	YER032W
1	1	0	*	YER033C
1	1	0	*	YER034W
1	1	0	*	YER035W
1	1	0	*	YER037W
1	1	0	*	YER038C
1	1	0	*	YER038W-A
1	1	0	*	YER039C
1	1	0	*	YER039C-A
1	1	0	*	YER040W
1	1	0	*	YER041W
1	1	0	*	YER042W
1	1	0	*	YER044C-A
1	1	0	*	YER045C
1	1	0	*	YER046W
1	1	0	*	YER047C
1	1	0	*	YER048C
1	1	0	*	YER051W
1	1	0	*	YER053C-A
1	1	0	*	YER054C
1	1	0	*	YER058W
1	1	0	*	YER059W
1	1	0	*	YER060W-A
1	1	0	*	YER063W
1	1	0	*	YER064C
1	1	0	*	YER066W
1	1	0	*	YER067W
1	1	0	*	YER068W
1	1	0	*	YER071C
1	1	0	*	YER075C
1	1	0	*	YER076C
1	1	0	*	YER077C
1	1	0	*	YER078W-A
1	1	0	*	YER079W
1	1	0	*	YER080W
1	1	0	*	YER083C
1	1	0	*	YER084W
1	1	0	*	YER085C
1	1	0	*	YER087C-B
1	1	0	*	YER088C
1	1	0	*	YER092W
1	1	0	*	YER093C-A
1	1	0	*	YER096W
1	1	0	*	YER098W
1	1	0	*	YER101C
1	1	0	*	YER104W
1	1	0	*	YER105C
1	1	0	*	YER106W
1	1	0	*	YER109C
1	1	0	*	YER111C
1	1	0	*	YER112W
1	1	0	*	YER113C
1	1	0	*	YER114C
1	1	0	*	YER115C
1	1	0	*	YER116C
1	1	0	*	YER120W
1	1	0	*	YER121W
1	1	0	*	YER123W
1	1	0	*	YER124C
1	1	0	*	YER128W
1	1	0	*	YER129W
1	1	0	*	YER130C
1	1	0	*	YER132C
1	1	0	*	YER137C
1	1	0	*	YER137C-A
1	1	0	*	YER138C
1	1	0	*	YER138W-A
1	1	0	*	YER139C
1	1	0	*	YER140W
1	1	0	*	YER143W
1	1	0	*	YER147C
1	1	0	*	YER149C
1	1	0	*	YER150W
1	1	0	*	YER151C
1	1	0	*	YER153C
1	1	0	*	YER155C
1	1	0	*	YER158C
1	1	0	*	YER159C
1	1	0	*	YER159C-A
1	1	0	*	YER160C
1	1	0	*	YER161C
1	1	0	*	YER167W
1	1	0	*	YER169W
1	1	0	*	YER173W
1	1	0	*	YER175C
1	1	0	*	YER175W-A
1	1	0	*	YER176W
1	1	0	*	YER180C
1	1	0	*	YER180C-A
1	1	0	*	YER184C
1	1	0	*	YER186C
1	1	0	*	YER187W
1	1	0	*	YER188C-A
1	1	0	*	YER189W
1	1	0	*	YER190C-B
1	1	0	*	YER190W
1	1	0	*	YFL002W-A
1	1	0	*	YFL002W-B
1	1	0	*	YFL007W
1	1	0	*	YFL009W
1	1	0	*	YFL010C
1	1	0	*	YFL010W-A
1	1	0	*	YFL012W
1	1	0	*	YFL013C
1	1	0	*	YFL020C
1	1	0	*	YFL021W
1	1	0	*	YFL023W
1	1	0	*	YFL024C
1	1	0	*	YFL027C
1	1	0	*	YFL029C
1	1	0	*	YFL031W
1	1	0	*	YFL034C-A
1	1	0	*	YFL034C-B
1	1	0	*	YFL038C
1	1	0	*	YFL041W
1	1	0	*	YFL041W-A
1	1	0	*	YFL042C
1	1	0	*	YFL048C
1	1	0	*	YFL049W
1	1	0	*	YFL050C
1	1	0	*	YFL051C
1	1	0	*	YFL052W
1	1	0	*	YFL055W
1	1	0	*	YFL060C
1	1	0	*	YFL061W
1	1	0	*	YFL062W
1	1	0	*	YFL064C
1	1	0	*	YFL065C
1	1	0	*	YFL066C
1	1	0	*	YFL067W
1	1	0	*	YFL068W
1	1	0	*	YFR001W
1	1	0	*	YFR003C
1	1	0	*	YFR008W
1	1	0	*	YFR011C
1	1	0	*	YFR012W
1	1	0	*	YFR012W-A
1	1	0	*	YFR013W
1	1	0	*	YFR016C
1	1	0	*	YFR017C
1	1	0	*	YFR020W
1	1	0	*	YFR023W
1	1	0	*	YFR026C
1	1	0	*	YFR029W
1	1	0	*	YFR032C
1	1	0	*	YFR032C-B
1	1	0	*	YFR033C
1	1	0	*	YFR034C
1	1	0	*	YFR035C
1	1	0	*	YFR036W
1	1	0	*	YFR037C
1	1	0	*	YFR039C
1	1	0	*	YFR040W
1	1	0	*	YFR042W
1	1	0	*	YFR043C
1	1	0	*	YFR045W
1	1	0	*	YFR046C
1	1	0	*	YFR049W
1	1	0	*	YFR055W
1	1	0	*	YFR057W
1	1	0	*	YGL002W
1	1	0	*	YGL004C
1	1	0	*	YGL005C
1	1	0	*	YGL006W-A
1	1	0	*	YGL007C-A
1	1	0	*	YGL013C
1	1	0	*	YGL014W
1	1	0	*	YGL015C
1	1	0	*	YGL016W
1	1	0	*	YGL020C
1	1	0	*	YGL021W
1	1	0	*	YGL023C
1	1	0	*	YGL025C
1	1	0	*	YGL028C
1	1	0	*	YGL029W
1	1	0	*	YGL032C
1	1	0	*	YGL033W
1	1	0	*	YGL035C
1	1	0	*	YGL036W
1	1	0	*	YGL039W
1	1	0	*	YGL041C-B
1	1	0	*	YGL041W-A
1	1	0	*	YGL044C
1	1	0	*	YGL045W
