# Species	Genes	Alg.-Conn.	Pucsensis_2HH.fasta	Ncrassa_OR74A_v.12.fasta
1	1	0	PECH_002070	*
1	1	0	PECH_002078	*
1	1	0	PECH_002079	*
1	1	0	PECH_002080	*
1	1	0	PECH_002088	*
1	1	0	PECH_002089	*
1	1	0	PECH_002092	*
1	1	0	PECH_002095	*
1	1	0	PECH_002101	*
1	1	0	PECH_002106	*
1	1	0	PECH_002109	*
1	1	0	PECH_002111	*
1	1	0	PECH_002113	*
1	1	0	PECH_002115	*
1	1	0	PECH_002122	*
1	1	0	PECH_002124	*
1	1	0	PECH_002128	*
1	1	0	PECH_002129	*
1	1	0	PECH_002132	*
1	1	0	PECH_002133	*
1	1	0	PECH_002139	*
1	1	0	PECH_002142	*
1	1	0	PECH_002143	*
1	1	0	PECH_002145	*
1	1	0	PECH_002146	*
1	1	0	PECH_002147	*
1	1	0	PECH_002154	*
1	1	0	PECH_002163	*
1	1	0	PECH_002164	*
1	1	0	PECH_002165	*
1	1	0	PECH_002168	*
1	1	0	PECH_002169	*
1	1	0	PECH_002170	*
1	1	0	PECH_002173	*
1	1	0	PECH_002177	*
1	1	0	PECH_002180	*
1	1	0	PECH_002188	*
1	1	0	PECH_002190	*
1	1	0	PECH_002193	*
1	1	0	PECH_002199	*
1	1	0	PECH_002203	*
1	1	0	PECH_002207	*
1	1	0	PECH_002215	*
1	1	0	PECH_002216	*
1	1	0	PECH_002222	*
1	1	0	PECH_002223	*
1	1	0	PECH_002228	*
1	1	0	PECH_002229	*
1	1	0	PECH_002230	*
1	1	0	PECH_002231	*
1	1	0	PECH_002239	*
1	1	0	PECH_002240	*
1	1	0	PECH_002260	*
1	1	0	PECH_002265	*
1	1	0	PECH_002266	*
1	1	0	PECH_002267	*
1	1	0	PECH_002271	*
1	1	0	PECH_002273	*
1	1	0	PECH_002274	*
1	1	0	PECH_002275	*
1	1	0	PECH_002278	*
1	1	0	PECH_002279	*
1	1	0	PECH_002283	*
1	1	0	PECH_002288	*
1	1	0	PECH_002291	*
1	1	0	PECH_002293	*
1	1	0	PECH_002294	*
1	1	0	PECH_002295	*
1	1	0	PECH_002300	*
1	1	0	PECH_002305	*
1	1	0	PECH_002312	*
1	1	0	PECH_002313	*
1	1	0	PECH_002315	*
1	1	0	PECH_002325	*
1	1	0	PECH_002327	*
1	1	0	PECH_002331	*
1	1	0	PECH_002335	*
1	1	0	PECH_002338	*
1	1	0	PECH_002340	*
1	1	0	PECH_002345	*
1	1	0	PECH_002350	*
1	1	0	PECH_002351	*
1	1	0	PECH_002357	*
1	1	0	PECH_002363	*
1	1	0	PECH_002365	*
1	1	0	PECH_002372	*
1	1	0	PECH_002378	*
1	1	0	PECH_002380	*
1	1	0	PECH_002381	*
1	1	0	PECH_002384	*
1	1	0	PECH_002386	*
1	1	0	PECH_002388	*
1	1	0	PECH_002389	*
1	1	0	PECH_002396	*
1	1	0	PECH_002402	*
1	1	0	PECH_002403	*
1	1	0	PECH_002404	*
1	1	0	PECH_002405	*
1	1	0	PECH_002406	*
1	1	0	PECH_002407	*
1	1	0	PECH_002408	*
1	1	0	PECH_002409	*
1	1	0	PECH_002411	*
1	1	0	PECH_002412	*
1	1	0	PECH_002422	*
1	1	0	PECH_002423	*
1	1	0	PECH_002424	*
1	1	0	PECH_002428	*
1	1	0	PECH_002431	*
1	1	0	PECH_002435	*
1	1	0	PECH_002436	*
1	1	0	PECH_002438	*
1	1	0	PECH_002439	*
1	1	0	PECH_002440	*
1	1	0	PECH_002446	*
1	1	0	PECH_002450	*
1	1	0	PECH_002451	*
1	1	0	PECH_002453	*
1	1	0	PECH_002457	*
1	1	0	PECH_002463	*
1	1	0	PECH_002464	*
1	1	0	PECH_002465	*
1	1	0	PECH_002466	*
1	1	0	PECH_002467	*
1	1	0	PECH_002470	*
1	1	0	PECH_002472	*
1	1	0	PECH_002476	*
1	1	0	PECH_002478	*
1	1	0	PECH_002479	*
1	1	0	PECH_002483	*
1	1	0	PECH_002484	*
1	1	0	PECH_002486	*
1	1	0	PECH_002488	*
1	1	0	PECH_002492	*
1	1	0	PECH_002495	*
1	1	0	PECH_002496	*
1	1	0	PECH_002498	*
1	1	0	PECH_002500	*
1	1	0	PECH_002502	*
1	1	0	PECH_002509	*
1	1	0	PECH_002512	*
1	1	0	PECH_002514	*
1	1	0	PECH_002515	*
1	1	0	PECH_002516	*
1	1	0	PECH_002523	*
1	1	0	PECH_002524	*
1	1	0	PECH_002530	*
1	1	0	PECH_002534	*
1	1	0	PECH_002535	*
1	1	0	PECH_002541	*
1	1	0	PECH_002542	*
1	1	0	PECH_002543	*
1	1	0	PECH_002544	*
1	1	0	PECH_002545	*
1	1	0	PECH_002548	*
1	1	0	PECH_002549	*
1	1	0	PECH_002550	*
1	1	0	PECH_002552	*
1	1	0	PECH_002553	*
1	1	0	PECH_002554	*
1	1	0	PECH_002556	*
1	1	0	PECH_002560	*
1	1	0	PECH_002562	*
1	1	0	PECH_002566	*
1	1	0	PECH_002568	*
1	1	0	PECH_002569	*
1	1	0	PECH_002571	*
1	1	0	PECH_002574	*
1	1	0	PECH_002583	*
1	1	0	PECH_002591	*
1	1	0	PECH_002594	*
1	1	0	PECH_002597	*
1	1	0	PECH_002600	*
1	1	0	PECH_002602	*
1	1	0	PECH_002603	*
1	1	0	PECH_002606	*
1	1	0	PECH_002611	*
1	1	0	PECH_002616	*
1	1	0	PECH_002620	*
1	1	0	PECH_002621	*
1	1	0	PECH_002627	*
1	1	0	PECH_002628	*
1	1	0	PECH_002629	*
1	1	0	PECH_002634	*
1	1	0	PECH_002648	*
1	1	0	PECH_002652	*
1	1	0	PECH_002655	*
1	1	0	PECH_002656	*
1	1	0	PECH_002657	*
1	1	0	PECH_002662	*
1	1	0	PECH_002666	*
1	1	0	PECH_002672	*
1	1	0	PECH_002676	*
1	1	0	PECH_002679	*
1	1	0	PECH_002686	*
1	1	0	PECH_002691	*
1	1	0	PECH_002692	*
1	1	0	PECH_002698	*
1	1	0	PECH_002702	*
1	1	0	PECH_002704	*
1	1	0	PECH_002709	*
1	1	0	PECH_002711	*
1	1	0	PECH_002714	*
1	1	0	PECH_002722	*
1	1	0	PECH_002726	*
1	1	0	PECH_002729	*
1	1	0	PECH_002740	*
1	1	0	PECH_002743	*
1	1	0	PECH_002745	*
1	1	0	PECH_002747	*
1	1	0	PECH_002756	*
1	1	0	PECH_002760	*
1	1	0	PECH_002762	*
1	1	0	PECH_002764	*
1	1	0	PECH_002765	*
1	1	0	PECH_002766	*
1	1	0	PECH_002773	*
1	1	0	PECH_002774	*
1	1	0	PECH_002778	*
1	1	0	PECH_002781	*
1	1	0	PECH_002784	*
1	1	0	PECH_002785	*
1	1	0	PECH_002786	*
1	1	0	PECH_002787	*
1	1	0	PECH_002788	*
1	1	0	PECH_002789	*
1	1	0	PECH_002790	*
1	1	0	PECH_002792	*
1	1	0	PECH_002795	*
1	1	0	PECH_002797	*
1	1	0	PECH_002803	*
1	1	0	PECH_002804	*
1	1	0	PECH_002808	*
1	1	0	PECH_002809	*
1	1	0	PECH_002810	*
1	1	0	PECH_002811	*
1	1	0	PECH_002817	*
1	1	0	PECH_002820	*
1	1	0	PECH_002822	*
1	1	0	PECH_002828	*
1	1	0	PECH_002830	*
1	1	0	PECH_002834	*
1	1	0	PECH_002839	*
1	1	0	PECH_002841	*
1	1	0	PECH_002845	*
1	1	0	PECH_002848	*
1	1	0	PECH_002851	*
1	1	0	PECH_002862	*
1	1	0	PECH_002866	*
1	1	0	PECH_002868	*
1	1	0	PECH_002870	*
1	1	0	PECH_002878	*
1	1	0	PECH_002881	*
1	1	0	PECH_002882	*
1	1	0	PECH_002883	*
1	1	0	PECH_002888	*
1	1	0	PECH_002889	*
1	1	0	PECH_002896	*
1	1	0	PECH_002900	*
1	1	0	PECH_002902	*
1	1	0	PECH_002903	*
1	1	0	PECH_002904	*
1	1	0	PECH_002905	*
1	1	0	PECH_002913	*
1	1	0	PECH_002914	*
1	1	0	PECH_002915	*
1	1	0	PECH_002921	*
1	1	0	PECH_002925	*
1	1	0	PECH_002926	*
1	1	0	PECH_002930	*
1	1	0	PECH_002931	*
1	1	0	PECH_002937	*
1	1	0	PECH_002939	*
1	1	0	PECH_002942	*
1	1	0	PECH_002945	*
1	1	0	PECH_002951	*
1	1	0	PECH_002957	*
1	1	0	PECH_002964	*
1	1	0	PECH_002969	*
1	1	0	PECH_002971	*
1	1	0	PECH_002976	*
1	1	0	PECH_002981	*
1	1	0	PECH_002982	*
1	1	0	PECH_002992	*
1	1	0	PECH_002995	*
1	1	0	PECH_002996	*
1	1	0	PECH_002999	*
1	1	0	PECH_003000	*
1	1	0	PECH_003002	*
1	1	0	PECH_003003	*
1	1	0	PECH_003004	*
1	1	0	PECH_003009	*
1	1	0	PECH_003013	*
1	1	0	PECH_003014	*
1	1	0	PECH_003015	*
1	1	0	PECH_003016	*
1	1	0	PECH_003018	*
1	1	0	PECH_003020	*
1	1	0	PECH_003021	*
1	1	0	PECH_003022	*
1	1	0	PECH_003023	*
1	1	0	PECH_003024	*
1	1	0	PECH_003026	*
1	1	0	PECH_003027	*
1	1	0	PECH_003028	*
1	1	0	PECH_003031	*
1	1	0	PECH_003039	*
1	1	0	PECH_003046	*
1	1	0	PECH_003047	*
1	1	0	PECH_003048	*
1	1	0	PECH_003050	*
1	1	0	PECH_003053	*
1	1	0	PECH_003056	*
1	1	0	PECH_003057	*
1	1	0	PECH_003059	*
1	1	0	PECH_003060	*
1	1	0	PECH_003061	*
1	1	0	PECH_003062	*
1	1	0	PECH_003063	*
1	1	0	PECH_003064	*
1	1	0	PECH_003065	*
1	1	0	PECH_003066	*
1	1	0	PECH_003067	*
1	1	0	PECH_003068	*
1	1	0	PECH_003070	*
1	1	0	PECH_003071	*
1	1	0	PECH_003072	*
1	1	0	PECH_003073	*
1	1	0	PECH_003075	*
1	1	0	PECH_003077	*
1	1	0	PECH_003081	*
1	1	0	PECH_003083	*
1	1	0	PECH_003084	*
1	1	0	PECH_003085	*
1	1	0	PECH_003087	*
1	1	0	PECH_003093	*
1	1	0	PECH_003095	*
1	1	0	PECH_003103	*
1	1	0	PECH_003106	*
1	1	0	PECH_003107	*
1	1	0	PECH_003109	*
1	1	0	PECH_003111	*
1	1	0	PECH_003113	*
1	1	0	PECH_003115	*
1	1	0	PECH_003117	*
1	1	0	PECH_003118	*
1	1	0	PECH_003130	*
1	1	0	PECH_003131	*
1	1	0	PECH_003132	*
1	1	0	PECH_003135	*
1	1	0	PECH_003136	*
1	1	0	PECH_003139	*
1	1	0	PECH_003144	*
1	1	0	PECH_003149	*
1	1	0	PECH_003152	*
1	1	0	PECH_003154	*
1	1	0	PECH_003155	*
1	1	0	PECH_003164	*
1	1	0	PECH_003168	*
1	1	0	PECH_003169	*
1	1	0	PECH_003170	*
1	1	0	PECH_003173	*
1	1	0	PECH_003175	*
1	1	0	PECH_003176	*
1	1	0	PECH_003177	*
1	1	0	PECH_003181	*
1	1	0	PECH_003184	*
1	1	0	PECH_003189	*
1	1	0	PECH_003190	*
1	1	0	PECH_003191	*
1	1	0	PECH_003192	*
1	1	0	PECH_003193	*
1	1	0	PECH_003196	*
1	1	0	PECH_003199	*
1	1	0	PECH_003209	*
1	1	0	PECH_003211	*
1	1	0	PECH_003213	*
1	1	0	PECH_003214	*
1	1	0	PECH_003215	*
1	1	0	PECH_003218	*
1	1	0	PECH_003219	*
1	1	0	PECH_003222	*
1	1	0	PECH_003224	*
1	1	0	PECH_003228	*
1	1	0	PECH_003230	*
1	1	0	PECH_003231	*
1	1	0	PECH_003234	*
1	1	0	PECH_003237	*
1	1	0	PECH_003241	*
1	1	0	PECH_003245	*
1	1	0	PECH_003247	*
1	1	0	PECH_003248	*
1	1	0	PECH_003253	*
1	1	0	PECH_003255	*
1	1	0	PECH_003256	*
1	1	0	PECH_003263	*
1	1	0	PECH_003264	*
1	1	0	PECH_003272	*
1	1	0	PECH_003273	*
1	1	0	PECH_003282	*
1	1	0	PECH_003284	*
1	1	0	PECH_003285	*
1	1	0	PECH_003286	*
1	1	0	PECH_003291	*
1	1	0	PECH_003292	*
1	1	0	PECH_003295	*
1	1	0	PECH_003299	*
1	1	0	PECH_003306	*
1	1	0	PECH_003308	*
1	1	0	PECH_003310	*
1	1	0	PECH_003314	*
1	1	0	PECH_003322	*
1	1	0	PECH_003323	*
1	1	0	PECH_003324	*
1	1	0	PECH_003325	*
1	1	0	PECH_003336	*
1	1	0	PECH_003341	*
1	1	0	PECH_003357	*
1	1	0	PECH_003360	*
1	1	0	PECH_003364	*
1	1	0	PECH_003371	*
1	1	0	PECH_003373	*
1	1	0	PECH_003374	*
1	1	0	PECH_003376	*
1	1	0	PECH_003381	*
1	1	0	PECH_003386	*
1	1	0	PECH_003387	*
1	1	0	PECH_003397	*
1	1	0	PECH_003400	*
1	1	0	PECH_003407	*
1	1	0	PECH_003408	*
1	1	0	PECH_003409	*
1	1	0	PECH_003415	*
1	1	0	PECH_003417	*
1	1	0	PECH_003423	*
1	1	0	PECH_003424	*
1	1	0	PECH_003425	*
1	1	0	PECH_003436	*
1	1	0	PECH_003445	*
1	1	0	PECH_003447	*
1	1	0	PECH_003467	*
1	1	0	PECH_003468	*
1	1	0	PECH_003469	*
1	1	0	PECH_003470	*
1	1	0	PECH_003472	*
1	1	0	PECH_003475	*
1	1	0	PECH_003477	*
1	1	0	PECH_003479	*
1	1	0	PECH_003480	*
1	1	0	PECH_003481	*
1	1	0	PECH_003484	*
1	1	0	PECH_003487	*
1	1	0	PECH_003494	*
1	1	0	PECH_003502	*
1	1	0	PECH_003507	*
1	1	0	PECH_003508	*
1	1	0	PECH_003509	*
1	1	0	PECH_003511	*
1	1	0	PECH_003512	*
1	1	0	PECH_003514	*
1	1	0	PECH_003515	*
1	1	0	PECH_003516	*
1	1	0	PECH_003517	*
1	1	0	PECH_003518	*
1	1	0	PECH_003519	*
1	1	0	PECH_003521	*
1	1	0	PECH_003522	*
1	1	0	PECH_003523	*
1	1	0	PECH_003525	*
1	1	0	PECH_003530	*
1	1	0	PECH_003531	*
1	1	0	PECH_003535	*
1	1	0	PECH_003541	*
1	1	0	PECH_003542	*
1	1	0	PECH_003548	*
1	1	0	PECH_003550	*
1	1	0	PECH_003552	*
1	1	0	PECH_003560	*
1	1	0	PECH_003563	*
1	1	0	PECH_003564	*
1	1	0	PECH_003565	*
1	1	0	PECH_003566	*
1	1	0	PECH_003568	*
1	1	0	PECH_003570	*
1	1	0	PECH_003572	*
1	1	0	PECH_003573	*
1	1	0	PECH_003574	*
1	1	0	PECH_003575	*
1	1	0	PECH_003578	*
1	1	0	PECH_003587	*
1	1	0	PECH_003588	*
1	1	0	PECH_003589	*
1	1	0	PECH_003590	*
1	1	0	PECH_003592	*
1	1	0	PECH_003597	*
1	1	0	PECH_003599	*
1	1	0	PECH_003600	*
1	1	0	PECH_003601	*
1	1	0	PECH_003602	*
1	1	0	PECH_003604	*
1	1	0	PECH_003606	*
1	1	0	PECH_003613	*
1	1	0	PECH_003615	*
1	1	0	PECH_003616	*
1	1	0	PECH_003618	*
1	1	0	PECH_003626	*
1	1	0	PECH_003627	*
1	1	0	PECH_003628	*
1	1	0	PECH_003630	*
1	1	0	PECH_003637	*
1	1	0	PECH_003648	*
1	1	0	PECH_003651	*
1	1	0	PECH_003658	*
1	1	0	PECH_003660	*
1	1	0	PECH_003666	*
1	1	0	PECH_003669	*
1	1	0	PECH_003672	*
1	1	0	PECH_003675	*
1	1	0	PECH_003680	*
1	1	0	PECH_003683	*
1	1	0	PECH_003684	*
1	1	0	PECH_003686	*
1	1	0	PECH_003688	*
1	1	0	PECH_003689	*
1	1	0	PECH_003693	*
1	1	0	PECH_003698	*
1	1	0	PECH_003700	*
1	1	0	PECH_003710	*
1	1	0	PECH_003712	*
1	1	0	PECH_003713	*
1	1	0	PECH_003715	*
1	1	0	PECH_003718	*
1	1	0	PECH_003722	*
1	1	0	PECH_003723	*
1	1	0	PECH_003727	*
1	1	0	PECH_003728	*
1	1	0	PECH_003729	*
1	1	0	PECH_003733	*
1	1	0	PECH_003735	*
1	1	0	PECH_003736	*
1	1	0	PECH_003737	*
1	1	0	PECH_003739	*
1	1	0	PECH_003740	*
1	1	0	PECH_003741	*
1	1	0	PECH_003742	*
1	1	0	PECH_003743	*
1	1	0	PECH_003745	*
1	1	0	PECH_003747	*
1	1	0	PECH_003751	*
1	1	0	PECH_003752	*
1	1	0	PECH_003753	*
1	1	0	PECH_003755	*
1	1	0	PECH_003756	*
1	1	0	PECH_003759	*
1	1	0	PECH_003764	*
1	1	0	PECH_003765	*
1	1	0	PECH_003783	*
1	1	0	PECH_003786	*
1	1	0	PECH_003788	*
1	1	0	PECH_003791	*
1	1	0	PECH_003792	*
1	1	0	PECH_003793	*
1	1	0	PECH_003794	*
1	1	0	PECH_003795	*
1	1	0	PECH_003798	*
1	1	0	PECH_003801	*
1	1	0	PECH_003802	*
1	1	0	PECH_003804	*
1	1	0	PECH_003807	*
1	1	0	PECH_003810	*
1	1	0	PECH_003813	*
1	1	0	PECH_003814	*
1	1	0	PECH_003816	*
1	1	0	PECH_003822	*
1	1	0	PECH_003825	*
1	1	0	PECH_003829	*
1	1	0	PECH_003832	*
1	1	0	PECH_003833	*
1	1	0	PECH_003834	*
1	1	0	PECH_003837	*
1	1	0	PECH_003839	*
1	1	0	PECH_003840	*
1	1	0	PECH_003841	*
1	1	0	PECH_003844	*
1	1	0	PECH_003845	*
1	1	0	PECH_003847	*
1	1	0	PECH_003848	*
1	1	0	PECH_003849	*
1	1	0	PECH_003854	*
1	1	0	PECH_003855	*
1	1	0	PECH_003858	*
1	1	0	PECH_003860	*
1	1	0	PECH_003867	*
1	1	0	PECH_003868	*
1	1	0	PECH_003869	*
1	1	0	PECH_003877	*
1	1	0	PECH_003879	*
1	1	0	PECH_003882	*
1	1	0	PECH_003884	*
1	1	0	PECH_003887	*
1	1	0	PECH_003892	*
1	1	0	PECH_003893	*
1	1	0	PECH_003895	*
1	1	0	PECH_003897	*
1	1	0	PECH_003898	*
1	1	0	PECH_003900	*
1	1	0	PECH_003901	*
1	1	0	PECH_003905	*
1	1	0	PECH_003908	*
1	1	0	PECH_003914	*
1	1	0	PECH_003923	*
1	1	0	PECH_003936	*
1	1	0	PECH_003939	*
1	1	0	PECH_003941	*
1	1	0	PECH_003942	*
1	1	0	PECH_003944	*
1	1	0	PECH_003947	*
1	1	0	PECH_003948	*
1	1	0	PECH_003952	*
1	1	0	PECH_003953	*
1	1	0	PECH_003954	*
1	1	0	PECH_003955	*
1	1	0	PECH_003961	*
1	1	0	PECH_003963	*
1	1	0	PECH_003965	*
1	1	0	PECH_003966	*
1	1	0	PECH_003968	*
1	1	0	PECH_003971	*
1	1	0	PECH_003972	*
1	1	0	PECH_003973	*
1	1	0	PECH_003975	*
1	1	0	PECH_003976	*
1	1	0	PECH_003988	*
1	1	0	PECH_003989	*
1	1	0	PECH_003992	*
1	1	0	PECH_003997	*
1	1	0	PECH_004012	*
1	1	0	PECH_004015	*
1	1	0	PECH_004017	*
1	1	0	PECH_004020	*
1	1	0	PECH_004026	*
1	1	0	PECH_004027	*
1	1	0	PECH_004028	*
1	1	0	PECH_004029	*
1	1	0	PECH_004031	*
1	1	0	PECH_004034	*
1	1	0	PECH_004037	*
1	1	0	PECH_004039	*
1	1	0	PECH_004040	*
1	1	0	PECH_004046	*
1	1	0	PECH_004048	*
1	1	0	PECH_004050	*
1	1	0	PECH_004057	*
1	1	0	PECH_004059	*
1	1	0	PECH_004060	*
1	1	0	PECH_004061	*
1	1	0	PECH_004062	*
1	1	0	PECH_004063	*
1	1	0	PECH_004070	*
1	1	0	PECH_004071	*
1	1	0	PECH_004076	*
1	1	0	PECH_004077	*
1	1	0	PECH_004088	*
1	1	0	PECH_004089	*
1	1	0	PECH_004092	*
1	1	0	PECH_004104	*
1	1	0	PECH_004105	*
1	1	0	PECH_004106	*
1	1	0	PECH_004111	*
1	1	0	PECH_004112	*
1	1	0	PECH_004116	*
1	1	0	PECH_004117	*
1	1	0	PECH_004118	*
1	1	0	PECH_004119	*
1	1	0	PECH_004120	*
1	1	0	PECH_004121	*
1	1	0	PECH_004125	*
1	1	0	PECH_004126	*
1	1	0	PECH_004127	*
1	1	0	PECH_004128	*
1	1	0	PECH_004129	*
1	1	0	PECH_004130	*
1	1	0	PECH_004135	*
1	1	0	PECH_004137	*
1	1	0	PECH_004138	*
1	1	0	PECH_004144	*
1	1	0	PECH_004146	*
1	1	0	PECH_004147	*
1	1	0	PECH_004149	*
1	1	0	PECH_004150	*
1	1	0	PECH_004160	*
1	1	0	PECH_004163	*
1	1	0	PECH_004164	*
1	1	0	PECH_004166	*
1	1	0	PECH_004170	*
1	1	0	PECH_004173	*
1	1	0	PECH_004186	*
1	1	0	PECH_004187	*
1	1	0	PECH_004189	*
1	1	0	PECH_004190	*
1	1	0	PECH_004194	*
1	1	0	PECH_004195	*
1	1	0	PECH_004197	*
1	1	0	PECH_004199	*
1	1	0	PECH_004200	*
1	1	0	PECH_004201	*
1	1	0	PECH_004202	*
1	1	0	PECH_004203	*
1	1	0	PECH_004215	*
1	1	0	PECH_004220	*
1	1	0	PECH_004224	*
1	1	0	PECH_004226	*
1	1	0	PECH_004227	*
1	1	0	PECH_004233	*
1	1	0	PECH_004234	*
1	1	0	PECH_004236	*
1	1	0	PECH_004240	*
1	1	0	PECH_004241	*
1	1	0	PECH_004247	*
1	1	0	PECH_004251	*
1	1	0	PECH_004254	*
1	1	0	PECH_004258	*
1	1	0	PECH_004266	*
1	1	0	PECH_004269	*
1	1	0	PECH_004271	*
1	1	0	PECH_004273	*
1	1	0	PECH_004274	*
1	1	0	PECH_004276	*
1	1	0	PECH_004277	*
1	1	0	PECH_004278	*
1	1	0	PECH_004279	*
1	1	0	PECH_004281	*
1	1	0	PECH_004282	*
1	1	0	PECH_004283	*
1	1	0	PECH_004284	*
1	1	0	PECH_004287	*
1	1	0	PECH_004288	*
1	1	0	PECH_004291	*
1	1	0	PECH_004292	*
1	1	0	PECH_004293	*
1	1	0	PECH_004294	*
1	1	0	PECH_004295	*
1	1	0	PECH_004297	*
1	1	0	PECH_004298	*
1	1	0	PECH_004300	*
1	1	0	PECH_004301	*
1	1	0	PECH_004310	*
1	1	0	PECH_004311	*
1	1	0	PECH_004315	*
1	1	0	PECH_004319	*
1	1	0	PECH_004320	*
1	1	0	PECH_004324	*
1	1	0	PECH_004330	*
1	1	0	PECH_004332	*
1	1	0	PECH_004335	*
1	1	0	PECH_004336	*
1	1	0	PECH_004337	*
1	1	0	PECH_004338	*
1	1	0	PECH_004341	*
1	1	0	PECH_004342	*
1	1	0	PECH_004343	*
1	1	0	PECH_004345	*
1	1	0	PECH_004347	*
1	1	0	PECH_004354	*
1	1	0	PECH_004358	*
1	1	0	PECH_004359	*
1	1	0	PECH_004362	*
1	1	0	PECH_004363	*
1	1	0	PECH_004367	*
1	1	0	PECH_004369	*
1	1	0	PECH_004373	*
1	1	0	PECH_004374	*
1	1	0	PECH_004376	*
1	1	0	PECH_004377	*
1	1	0	PECH_004378	*
1	1	0	PECH_004379	*
1	1	0	PECH_004381	*
1	1	0	PECH_004382	*
1	1	0	PECH_004383	*
1	1	0	PECH_004387	*
1	1	0	PECH_004391	*
1	1	0	PECH_004392	*
1	1	0	PECH_004393	*
1	1	0	PECH_004394	*
1	1	0	PECH_004400	*
1	1	0	PECH_004406	*
1	1	0	PECH_004408	*
1	1	0	PECH_004409	*
1	1	0	PECH_004410	*
1	1	0	PECH_004413	*
1	1	0	PECH_004417	*
1	1	0	PECH_004418	*
1	1	0	PECH_004422	*
1	1	0	PECH_004423	*
1	1	0	PECH_004429	*
1	1	0	PECH_004431	*
1	1	0	PECH_004434	*
1	1	0	PECH_004437	*
1	1	0	PECH_004440	*
1	1	0	PECH_004443	*
1	1	0	PECH_004447	*
1	1	0	PECH_004448	*
1	1	0	PECH_004450	*
1	1	0	PECH_004451	*
1	1	0	PECH_004465	*
1	1	0	PECH_004466	*
1	1	0	PECH_004469	*
1	1	0	PECH_004471	*
1	1	0	PECH_004472	*
1	1	0	PECH_004488	*
1	1	0	PECH_004492	*
1	1	0	PECH_004495	*
1	1	0	PECH_004497	*
1	1	0	PECH_004501	*
1	1	0	PECH_004508	*
1	1	0	PECH_004509	*
1	1	0	PECH_004510	*
1	1	0	PECH_004513	*
1	1	0	PECH_004514	*
1	1	0	PECH_004518	*
1	1	0	PECH_004523	*
1	1	0	PECH_004524	*
1	1	0	PECH_004525	*
1	1	0	PECH_004536	*
1	1	0	PECH_004539	*
1	1	0	PECH_004540	*
1	1	0	PECH_004541	*
1	1	0	PECH_004543	*
1	1	0	PECH_004547	*
1	1	0	PECH_004548	*
1	1	0	PECH_004554	*
1	1	0	PECH_004557	*
1	1	0	PECH_004558	*
1	1	0	PECH_004562	*
1	1	0	PECH_004567	*
1	1	0	PECH_004568	*
1	1	0	PECH_004572	*
1	1	0	PECH_004575	*
1	1	0	PECH_004577	*
1	1	0	PECH_004580	*
1	1	0	PECH_004581	*
1	1	0	PECH_004584	*
1	1	0	PECH_004587	*
1	1	0	PECH_004594	*
1	1	0	PECH_004598	*
1	1	0	PECH_004600	*
1	1	0	PECH_004603	*
1	1	0	PECH_004606	*
1	1	0	PECH_004610	*
1	1	0	PECH_004615	*
1	1	0	PECH_004620	*
1	1	0	PECH_004621	*
1	1	0	PECH_004623	*
1	1	0	PECH_004624	*
1	1	0	PECH_004628	*
1	1	0	PECH_004629	*
1	1	0	PECH_004630	*
1	1	0	PECH_004641	*
1	1	0	PECH_004644	*
1	1	0	PECH_004646	*
1	1	0	PECH_004647	*
1	1	0	PECH_004649	*
1	1	0	PECH_004651	*
1	1	0	PECH_004659	*
1	1	0	PECH_004665	*
1	1	0	PECH_004666	*
1	1	0	PECH_004668	*
1	1	0	PECH_004669	*
1	1	0	PECH_004670	*
1	1	0	PECH_004671	*
1	1	0	PECH_004672	*
1	1	0	PECH_004678	*
1	1	0	PECH_004681	*
1	1	0	PECH_004686	*
1	1	0	PECH_004688	*
1	1	0	PECH_004689	*
1	1	0	PECH_004690	*
1	1	0	PECH_004691	*
1	1	0	PECH_004692	*
1	1	0	PECH_004696	*
1	1	0	PECH_004701	*
1	1	0	PECH_004708	*
1	1	0	PECH_004709	*
1	1	0	PECH_004710	*
1	1	0	PECH_004716	*
1	1	0	PECH_004718	*
1	1	0	PECH_004720	*
1	1	0	PECH_004721	*
1	1	0	PECH_004722	*
1	1	0	PECH_004724	*
1	1	0	PECH_004725	*
1	1	0	PECH_004733	*
1	1	0	PECH_004740	*
1	1	0	PECH_004747	*
1	1	0	PECH_004750	*
1	1	0	PECH_004751	*
1	1	0	PECH_004755	*
1	1	0	PECH_004758	*
1	1	0	PECH_004759	*
1	1	0	PECH_004761	*
1	1	0	PECH_004762	*
1	1	0	PECH_004765	*
1	1	0	PECH_004767	*
1	1	0	PECH_004768	*
1	1	0	PECH_004774	*
1	1	0	PECH_004775	*
1	1	0	PECH_004778	*
1	1	0	PECH_004780	*
1	1	0	PECH_004781	*
1	1	0	PECH_004782	*
1	1	0	PECH_004784	*
1	1	0	PECH_004791	*
1	1	0	PECH_004804	*
1	1	0	PECH_004807	*
1	1	0	PECH_004808	*
1	1	0	PECH_004809	*
1	1	0	PECH_004810	*
1	1	0	PECH_004811	*
1	1	0	PECH_004813	*
1	1	0	PECH_004815	*
1	1	0	PECH_004817	*
1	1	0	PECH_004823	*
1	1	0	PECH_004826	*
1	1	0	PECH_004828	*
1	1	0	PECH_004829	*
1	1	0	PECH_004832	*
1	1	0	PECH_004834	*
1	1	0	PECH_004837	*
1	1	0	PECH_004838	*
