#TF_ID	Family_ID	TSource_ID	Motif_ID	MSource_ID	DBID	TF_Name	TF_Species	TF_Status	Family_Name	DBDs	DBD_Count	Cutoff	DBID	Motif_Type	MSource_Identifier	MSource_Type	MSource_Author	MSource_Year	PMID	MSource_Version	SR_Model	SR_NoThreshold	TfSource_Name	TfSource_URL	TfSource_Year	TfSource_Month	TfSource_Day
T000244_2.00	F007_2.00	TS12_2.00	.	.	PDE_07445	PDE_07445	Penicillium_oxalicum	N	AFT	AFT	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M08041_2.00	MS26_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	SRP000217_Sox2	ChIP-seq	hmCHIP	ChIP-seq	Chen	2011	21450710	November 2011	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M08042_2.00	MS26_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	SRP000712_Sox2	ChIP-seq	hmCHIP	ChIP-seq	Chen	2011	21450710	November 2011	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M08168_2.00	MS31_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	MA0514.1	ChIP-seq	JASPAR	JASPAR	Mathelier	2014	24194598	August 2014	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M08170_2.00	MS31_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	MA0143.3	ChIP-seq	JASPAR	JASPAR	Mathelier	2014	24194598	August 2014	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M08607_2.00	MS13_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	YPR065W_1396	Misc	DeBoer11	Misc	DeBoer	2011	22102575	June 2011	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M09391_2.00	MS27_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	SOX3_HUMAN.H11MO.0.B	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M09396_2.00	MS27_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	SOX17_HUMAN.H11MO.0.C	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M09397_2.00	MS27_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	SOX2_HUMAN.H11MO.0.A	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M09398_2.00	MS27_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	SRY_HUMAN.H11MO.0.B	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M09405_2.00	MS27_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	SOX3_MOUSE.H11MO.0.C	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M09408_2.00	MS27_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	SRY_MOUSE.H11MO.0.B	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M09409_2.00	MS27_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	SOX2_MOUSE.H11MO.0.A	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M09639_2.00	MS28_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	NPC-Sox3_GSE33059	Misc	HOMER	Misc	Heinz	2010	20513432	January 2016	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M09694_2.00	MS29_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	D	Misc	iDMMPMM	Misc	Kulakovskiy	2009	20067172	January 2016	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M11308_2.00	MS59_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	V$SOX15_Q3	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M11323_2.00	MS59_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	V$SOX17_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M11324_2.00	MS59_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	V$SOX17_Q2	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M11325_2.00	MS59_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	V$SOX7_Q2	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M11327_2.00	MS59_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	V$SOX2_Q3_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M11328_2.00	MS59_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	V$SOX2_Q3	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M11329_2.00	MS59_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	V$SOX2_Q4	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M11330_2.00	MS59_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	V$SOX2_Q6	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M11331_2.00	MS59_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	V$SRY_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M11332_2.00	MS59_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	V$SRY_02	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M11333_2.00	MS59_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	V$SRY_Q6	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M11334_2.00	MS59_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	V$SOX18_Q5_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M11335_2.00	MS59_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	V$SOX18_Q5	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M11340_2.00	MS59_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	F$MAT1MC_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M11341_2.00	MS59_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	F$MAT1MC_02	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M11342_2.00	MS59_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	F$STE11_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M11343_2.00	MS59_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	F$STE11_02	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M11346_2.00	MS59_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	F$ROX1_Q6_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M11347_2.00	MS59_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	F$ROX1_Q6	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331809_2.00	F305_2.00	TS12_2.00	.	.	PDE_07097	PDE_07097	Penicillium_oxalicum	N	Sox	HMG_box	1	0.41467188012634704	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331810_2.00	F305_2.00	TS12_2.00	.	.	PDE_08352	PDE_08352	Penicillium_oxalicum	N	Sox	HMG_box	1	0.41467188012634704	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331811_2.00	F305_2.00	TS12_2.00	M00070_2.00	MS01_2.00	PDE_08506	PDE_08506	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	ROX1_2099	PBM	Badis08	PBM	Badis	2008	19111667	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331811_2.00	F305_2.00	TS12_2.00	M02489_2.00	MS64_2.00	PDE_08506	PDE_08506	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	pTH8922	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331811_2.00	F305_2.00	TS12_2.00	M02491_2.00	MS64_2.00	PDE_08506	PDE_08506	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	pTH8941	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331811_2.00	F305_2.00	TS12_2.00	M03973_2.00	MS45_2.00	PDE_08506	PDE_08506	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	Sox15_1	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331811_2.00	F305_2.00	TS12_2.00	M03974_2.00	MS45_2.00	PDE_08506	PDE_08506	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	Sox15_2	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331811_2.00	F305_2.00	TS12_2.00	M06450_2.00	MS19_2.00	PDE_08506	PDE_08506	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	Sox15_SANGER_5_FBgn0005613	B1H	FlyFactorSurvey	B1H	Zhu	2011	21097781	July 2012	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331811_2.00	F305_2.00	TS12_2.00	M07498_2.00	MS31_2.00	PDE_08506	PDE_08506	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	MA0371.1	PBM, CSA and or DIP-chip	JASPAR	JASPAR	Mathelier	2014	24194598	August 2014	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331811_2.00	F305_2.00	TS12_2.00	M08607_2.00	MS13_2.00	PDE_08506	PDE_08506	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	YPR065W_1396	Misc	DeBoer11	Misc	DeBoer	2011	22102575	June 2011	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331811_2.00	F305_2.00	TS12_2.00	M11340_2.00	MS59_2.00	PDE_08506	PDE_08506	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	F$MAT1MC_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331811_2.00	F305_2.00	TS12_2.00	M11341_2.00	MS59_2.00	PDE_08506	PDE_08506	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	F$MAT1MC_02	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331811_2.00	F305_2.00	TS12_2.00	M11342_2.00	MS59_2.00	PDE_08506	PDE_08506	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	F$STE11_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331811_2.00	F305_2.00	TS12_2.00	M11343_2.00	MS59_2.00	PDE_08506	PDE_08506	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	F$STE11_02	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331811_2.00	F305_2.00	TS12_2.00	M11346_2.00	MS59_2.00	PDE_08506	PDE_08506	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	F$ROX1_Q6_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331811_2.00	F305_2.00	TS12_2.00	M11347_2.00	MS59_2.00	PDE_08506	PDE_08506	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	F$ROX1_Q6	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T342799_2.00	F313_2.00	TS12_2.00	M00216_2.00	MS02_2.00	PDE_04702	PDE_04702	Penicillium_oxalicum	I	TBP	TBP	1	0.7	Tbp_pr781	PBM	Badis09	PBM	Badis	2009	19443739	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T342799_2.00	F313_2.00	TS12_2.00	M01567_2.00	MS63_2.00	PDE_04702	PDE_04702	Penicillium_oxalicum	I	TBP	TBP	1	0.7	Spt15	PBM	Zhu09	PBM	Zhu	2009	19158363	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T342799_2.00	F313_2.00	TS12_2.00	M08231_2.00	MS42_2.00	PDE_04702	PDE_04702	Penicillium_oxalicum	I	TBP	TBP	1	0.7	Mv129	ChIP-seq	modENCODE	ChIP-seq	Contrino	2012	22080565	March 2016	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T342799_2.00	F313_2.00	TS12_2.00	M08609_2.00	MS13_2.00	PDE_04702	PDE_04702	Penicillium_oxalicum	I	TBP	TBP	1	0.7	YER148W_798	Misc	DeBoer11	Misc	DeBoer	2011	22102575	June 2011	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T342799_2.00	F313_2.00	TS12_2.00	M09432_2.00	MS27_2.00	PDE_04702	PDE_04702	Penicillium_oxalicum	I	TBP	TBP	1	0.7	TBP_HUMAN.H11MO.0.A	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T342799_2.00	F313_2.00	TS12_2.00	M09433_2.00	MS27_2.00	PDE_04702	PDE_04702	Penicillium_oxalicum	I	TBP	TBP	1	0.7	TBP_MOUSE.H11MO.0.A	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T342799_2.00	F313_2.00	TS12_2.00	M11388_2.00	MS59_2.00	PDE_04702	PDE_04702	Penicillium_oxalicum	I	TBP	TBP	1	0.7	V$TATA_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T342799_2.00	F313_2.00	TS12_2.00	M11389_2.00	MS59_2.00	PDE_04702	PDE_04702	Penicillium_oxalicum	I	TBP	TBP	1	0.7	V$TATA_C	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T342799_2.00	F313_2.00	TS12_2.00	M11390_2.00	MS59_2.00	PDE_04702	PDE_04702	Penicillium_oxalicum	I	TBP	TBP	1	0.7	V$TBP_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T342799_2.00	F313_2.00	TS12_2.00	M11391_2.00	MS59_2.00	PDE_04702	PDE_04702	Penicillium_oxalicum	I	TBP	TBP	1	0.7	V$TBP_Q6_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T342799_2.00	F313_2.00	TS12_2.00	M11392_2.00	MS59_2.00	PDE_04702	PDE_04702	Penicillium_oxalicum	I	TBP	TBP	1	0.7	V$TBP_Q6	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T342799_2.00	F313_2.00	TS12_2.00	M11393_2.00	MS59_2.00	PDE_04702	PDE_04702	Penicillium_oxalicum	I	TBP	TBP	1	0.7	F$TBP_Q6	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T342799_2.00	F313_2.00	TS12_2.00	M11491_2.00	MS31_2.00	PDE_04702	PDE_04702	Penicillium_oxalicum	I	TBP	TBP	1	0.7	MA0108.2	Unknown	JASPAR	JASPAR	Mathelier	2014	24194598	August 2014	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T346844_2.00	F317_2.00	TS12_2.00	.	.	PDE_02932	PDE_02932	Penicillium_oxalicum	N	TEA	TEA	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377355_2.00	F324_2.00	TS12_2.00	.	.	PDE_00052	PDE_00052	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377356_2.00	F324_2.00	TS12_2.00	M00102_2.00	MS01_2.00	PDE_00198	PDE_00198	Penicillium_oxalicum	I	Zinc cluster	Zn_clus	1	0.537139946741652	CAT8_4532	PBM	Badis08	PBM	Badis	2008	19111667	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377356_2.00	F324_2.00	TS12_2.00	M02577_2.00	MS64_2.00	PDE_00198	PDE_00198	Penicillium_oxalicum	I	Zinc cluster	Zn_clus	1	0.537139946741652	pTH7794	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377356_2.00	F324_2.00	TS12_2.00	M02616_2.00	MS64_2.00	PDE_00198	PDE_00198	Penicillium_oxalicum	I	Zinc cluster	Zn_clus	1	0.537139946741652	pTH7801	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377356_2.00	F324_2.00	TS12_2.00	M02617_2.00	MS64_2.00	PDE_00198	PDE_00198	Penicillium_oxalicum	I	Zinc cluster	Zn_clus	1	0.537139946741652	pTH8900	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377356_2.00	F324_2.00	TS12_2.00	M07529_2.00	MS31_2.00	PDE_00198	PDE_00198	Penicillium_oxalicum	I	Zinc cluster	Zn_clus	1	0.537139946741652	MA0280.1	PBM, CSA and or DIP-chip	JASPAR	JASPAR	Mathelier	2014	24194598	August 2014	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377356_2.00	F324_2.00	TS12_2.00	M08688_2.00	MS13_2.00	PDE_00198	PDE_00198	Penicillium_oxalicum	I	Zinc cluster	Zn_clus	1	0.537139946741652	YMR280C_33	Misc	DeBoer11	Misc	DeBoer	2011	22102575	June 2011	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377356_2.00	F324_2.00	TS12_2.00	M11469_2.00	MS59_2.00	PDE_00198	PDE_00198	Penicillium_oxalicum	I	Zinc cluster	Zn_clus	1	0.537139946741652	F$FACBALL_Q2	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377356_2.00	F324_2.00	TS12_2.00	M11470_2.00	MS59_2.00	PDE_00198	PDE_00198	Penicillium_oxalicum	I	Zinc cluster	Zn_clus	1	0.537139946741652	F$FACBCA_Q2	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377356_2.00	F324_2.00	TS12_2.00	M11471_2.00	MS59_2.00	PDE_00198	PDE_00198	Penicillium_oxalicum	I	Zinc cluster	Zn_clus	1	0.537139946741652	F$FACBCB_Q2	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377356_2.00	F324_2.00	TS12_2.00	M11485_2.00	MS59_2.00	PDE_00198	PDE_00198	Penicillium_oxalicum	I	Zinc cluster	Zn_clus	1	0.537139946741652	F$CAT8_Q6_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377356_2.00	F324_2.00	TS12_2.00	M11486_2.00	MS59_2.00	PDE_00198	PDE_00198	Penicillium_oxalicum	I	Zinc cluster	Zn_clus	1	0.537139946741652	F$CAT8_Q6	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377357_2.00	F324_2.00	TS12_2.00	M01345_2.00	MS57_2.00	PDE_00300	PDE_00300	Penicillium_oxalicum	I	Zinc cluster	Zn_clus	1	0.537139946741652	pEX0390	PBM	TF_Evolution	PBM	Lambert	2019	NULL	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377358_2.00	F324_2.00	TS12_2.00	.	.	PDE_00319	PDE_00319	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377359_2.00	F324_2.00	TS12_2.00	.	.	PDE_00354	PDE_00354	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377360_2.00	F324_2.00	TS12_2.00	M02619_2.00	MS64_2.00	PDE_00436	PDE_00436	Penicillium_oxalicum	I	Zinc cluster	Zn_clus	1	0.537139946741652	pTH8350	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377360_2.00	F324_2.00	TS12_2.00	M02620_2.00	MS64_2.00	PDE_00436	PDE_00436	Penicillium_oxalicum	I	Zinc cluster	Zn_clus	1	0.537139946741652	pTH8902	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377361_2.00	F324_2.00	TS12_2.00	.	.	PDE_00451	PDE_00451	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377362_2.00	F324_2.00	TS12_2.00	M11468_2.00	MS59_2.00	PDE_00471	PDE_00471	Penicillium_oxalicum	I	Zinc cluster	Zn_clus	1	0.537139946741652	F$UAY_Q2	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T377363_2.00	F324_2.00	TS12_2.00	.	.	PDE_00483	PDE_00483	Penicillium_oxalicum	N	Zinc cluster	Zn_clus	1	0.537139946741652	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
